0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
396,1966,522,576,3759,1178,1230,950,4502,549,568,510,404,314,523,533
959,1205,1510,594,783,674,1629,513,452,830,562,1466,1026,563,745,553
1473,1351,1588,1664,595,2697,1268,886,630,1805,1317,948,633,849,685,683
2214,652,1317,772,1165,738,1002,1475,634,1076,1208,1417,624,518,1444,1170
548,865,2650,1515,755,1341,521,1518,721,3150,2603,1891,1540,359,1643,204
574,1809,1632,841,581,1053,873,8323,1022,482,908,633,524,1305,469,871
773,559,383,411,1287,704,1074,682,2101,508,568,416,393,1192,714,1022
687,832,2081,1119,1331,1232,262,329,176,914,501,233,146,399,418,680
2414,1493,469,602,601,490,862,427,508,852,2301,1168,2920,1004,567,538
634,1255,693,752,394,1972,738,1114,710,561,1011,1095,483,931,791,1000
337,559,1731,1048,434,569,3211,2722,442,319,1213,1162,916,398,1064,529
890,496,857,576,728,1009,1116,1121,951,1759,2190,888,2112,412,1459,774
261,645,329,1191,398,476,454,670,1157,1312,1093,1126,953,566,669,880
1331,2592,1423,507,1309,5461,881,423,1096,731,618,1185,1203,3322,1864,2076
359,345,361,894,898,293,497,1038,1062,454,892,1458,479,338,507,655
1113,794,757,351,372,2218,462,664,930,467,1965,653,749,883,1137,1884
513,2373,526,1275,989,1673,2288,414,772,528,733,575,3694,1000,2678,682
778,673,822,1642,1100,658,591,1112,740,717,609,492,556,506,1004,1138
271,1647,735,730,407,481,655,1943,500,871,1565,434,1328,1143,295,712
594,1541,812,1471,2705,1261,1552,591,2127,1037,565,827,1515,2255,774,410
409,418,1170,649,944,430,2974,1145,1104,293,893,802,7285,6987,588,4510
1269,1720,1376,816,832,553,456,461,762,1080,901,382,1055,999,1100,1284
535,561,1127,645,819,398,471,291,1097,990,585,315,269,553,324,663
1669,1963,2604,1175,3113,10182,985,1925,854,1597,1133,2392,1435,931,565,595
873,473,337,1537,394,569,402,321,879,1241,353,2851,993,1051,664,1209
287,355,890,376,1241,448,633,1857,367,937,806,487,3366,259,896,3469
585,1005,369,1647,451,271,1274,1654,399,320,908,1371,350,656,276,596
726,1044,533,4143,837,1454,797,1599,621,1294,397,774,1525,1287,4468,698
2723,1467,1374,993,458,1431,898,452,758,1103,1614,1411,2559,906,3240,1961
846,2327,3324,1494,3624,788,2384,1278,1495,1461,850,2748,629,1455,1938,2481
466,928,1124,8183,843,507,690,1312,1973,703,886,1793,1169,1806,1140,949
552,938,1838,581,2118,898,896,590,402,1229,488,877,756,690,357,680
622,691,770,303,1011,675,797,1640,550,497,259,1502,444,3200,1059,556
814,641,318,498,431,5269,464,1554,650,742,1749,535,596,880,526,1137
880,664,5513,1732,962,1390,468,885,449,1296,523,472,2087,2276,1510,2176
358,640,812,644,1234,716,587,1300,1027,959,1363,720,920,946,706,732
783,579,1589,739,904,3924,1518,642,863,2055,1886,962,1438,1064,501,786
2552,515,683,733,966,2069,1170,803,1295,870,1930,547,714,630,1656,810
1101,389,1277,1070,1549,1200,721,808,1451,1256,802,437,423,1465,1007,1815
1299,473,519,350,668,456,1311,562,2469,502,1858,870,932,378,859,979
846,616,359,561,899,312,1512,660,450,1552,359,334,524,415,405,495
993,1390,1933,514,955,331,1766,888,297,573,342,576,245,350,953,603
958,920,277,398,443,628,363,297,442,975,506,545,343,663,653,357
625,859,877,429,931,523,486,467,1041,1126,691,5543,381,2551,2025,4428
1026,1211,306,1638,462,432,729,807,447,430,484,809,986,870,642,735
618,626,694,473,2679,1547,646,3188,819,1317,1408,931,1370,1052,1015,1987
741,1967,559,2222,695,1132,397,909,431,1054,2789,660,1243,666,1147,1622
717,2581,814,2207,792,763,1530,1277,490,1044,2049,3937,1664,1259,539,439
873,5825,719,661,1345,1745,866,5456,2182,543,1397,2049,605,1165,287,750
939,2098,1487,1279,2700,727,1519,4512,718,1885,3303,754,1160,388,2238,771
328,2223,1388,615,719,2363,830,476,1306,435,605,1479,898,1374,1267,468
789,1139,2304,1449,567,464,431,748,424,687,631,785,1256,715,1061,440
1729,1309,1732,1819,828,1891,4104,920,624,1992,1340,896,733,802,628,414
348,508,352,566,858,527,490,331,548,523,276,1042,320,368,264,628
1580,1584,403,917,1160,1479,1312,520,1251,1250,769,1394,336,1024,610,609
519,2431,659,715,982,6557,777,1769,1952,809,873,724,2120,522,1420,907
1335,264,434,965,902,1106,458,1633,500,621,826,454,411,1427,490,776
334,1765,444,663,488,1922,1817,1418,2542,3021,1532,898,2424,4444,1420,1641
1875,1703,1032,3132,803,1111,472,2867,1044,9357,957,1533,1780,281,1323,1281
685,1448,710,1548,885,902,1606,1174,893,1117,630,1273,2254,3260,784,525
642,936,2996,1389,1139,367,447,594,1011,845,924,2547,553,924,741,899
1446,1489,1306,570,281,647,755,400,919,688,708,517,739,1332,640,777
901,691,797,1136,408,2361,4170,291,1005,1080,880,2061,516,1410,4071,582
466,313,1099,364,1020,380,596,588,636,1701,347,3485,1175,483,1141,851
827,438,579,367,2060,1098,1319,944,2736,474,1311,1580,1172,1919,1007,2055
1392,665,425,935,506,414,1572,1068,781,1042,922,1181,1166,662,843,1009
1528,1121,1004,587,1242,5844,1469,402,1748,967,1147,408,1910,1815,476,1021
1925,1679,640,487,1555,1506,2727,671,1777,665,2283,1528,372,1000,1579,2753
794,698,888,1340,440,761,260,425,1219,424,354,633,757,401,889,568
2079,798,1983,729,1035,737,435,17929,1222,1524,851,707,519,1680,661,863
700,596,623,841,858,1220,283,932,1145,837,1563,767,3840,1907,2900,1418
950,1479,581,1036,189,1306,2437,669,893,1393,2226,647,957,697,337,1524
875,587,524,2242,1559,437,356,237,402,600,265,259,297,268,567,514
486,2636,2151,971,1082,403,647,494,1468,384,882,436,1014,1025,1024,848
4424,1523,1394,1893,425,609,435,580,2551,357,306,1088,698,502,1016,603
911,565,459,1247,491,308,378,717,1116,578,461,1059,659,569,600,454
709,818,1279,2028,1274,666,980,1148,719,481,1015,855,1604,4729,897,582
1388,1121,2424,2251,570,737,818,2483,10793,9951,1220,2853,562,1027,1439,2250
852,406,1123,1986,717,1134,459,902,3072,576,1232,2145,1567,808,714,1389
335,1030,497,731,1408,530,1249,714,588,1851,818,1342,823,534,1164,553
1464,1511,562,904,603,615,818,625,1919,462,626,771,1503,2172,1836,938
1934,618,1791,820,823,1014,471,643,14082,1260,758,1716,611,1555,2844,897
551,290,1397,1844,2131,1504,528,1144,999,908,756,3855,436,1434,2586,740
984,744,2246,311,463,1051,974,721,657,1626,611,475,789,785,1256,1295
4462,713,449,1343,612,588,455,1139,1438,981,406,533,425,1093,483,2751
446,1464,475,792,3469,1291,559,948,570,620,292,1168,939,386,742,2089
670,1586,619,1975,807,900,1497,1663,1127,1272,590,551,663,502,462,425
789,507,900,1255,1290,346,848,661,645,213,2323,552,953,1457,325,1143
496,863,610,762,369,775,914,1222,532,3210,365,1052,501,2349,953,735
687,695,2828,1668,3899,1642,1325,2091,2085,1129,847,4070,2644,1006,1927,1437
767,1129,1265,1487,627,1864,559,602,713,863,455,498,521,1160,426,1128
1223,1491,1629,3075,3758,1400,988,1339,1723,3930,918,1369,390,555,2608,1322
1734,648,708,1027,525,319,907,713,1015,707,501,572,1865,5160,726,1837
780,475,536,481,731,1656,2088,1854,917,908,395,764,1553,1193,679,662
1147,1703,1207,2553,262,1467,429,1332,410,1047,844,1007,1369,751,556,773
1018,515,1176,620,305,1000,3551,1288,1870,659,2201,2503,419,827,468,1202
973,760,1585,3075,3416,1131,444,855,575,3251,680,427,456,522,634,1608
432,648,1458,1128,618,5734,949,692,869,668,963,2814,384,1591,859,545
1416,749,1082,455,1791,752,849,4743,956,539,2446,983,645,340,1781,3809
1231,1021,1218,384,607,900,885,1230,470,1027,514,817,732,3169,533,775
1241,606,410,1422,422,422,5421,382,2112,1179,338,859,559,1743,587,457
597,5900,285,880,326,1404,745,883,2738,746,1028,704,1252,2357,2029,1413
452,347,718,937,536,4329,692,853,557,264,1593,1016,1414,773,1039,372
254,1492,298,951,804,280,1016,739,644,1203,639,723,613,1007,874,620
349,264,305,728,670,537,445,619,926,391,570,468,340,508,473,1473
1669,7845,3865,1676,1868,988,3972,719,2944,958,1183,417,1972,1662,492,1103
793,865,1518,2405,621,621,2137,274,880,555,884,428,1510,578,760,573
660,599,1230,1168,5198,1502,1184,1304,476,640,1948,1164,692,1024,1061,536
1241,1591,515,2256,2444,1640,1142,317,909,795,1260,853,409,579,1044,1017
740,472,804,1136,600,1002,1490,402,449,799,769,288,367,427,1512,461
886,344,1254,907,2351,324,421,1162,663,1421,1134,569,343,592,528,402
1413,1002,1551,719,512,531,814,385,941,1142,1067,932,973,271,603,362
814,2219,367,749,1092,472,1682,8011,573,564,2024,733,556,993,556,643
442,1297,537,1695,912,889,2175,1543,1420,549,1404,843,581,611,1006,467
624,990,600,1064,1332,937,1032,652,286,854,1625,1697,2945,606,1214,1016
588,745,508,845,1242,722,1443,1071,1073,1068,538,1683,539,232,861,411
541,804,433,1168,1356,598,493,1040,545,754,348,1374,787,484,776,906
1964,948,1378,1761,1338,539,504,787,527,374,1096,979,909,531,2106,2508
1758,625,3172,395,542,730,620,763,1397,636,910,1197,931,642,771,532
2025,1008,1076,1573,647,809,801,2251,3640,1297,338,1808,1767,1371,1823,411
1232,695,288,677,894,1292,2449,590,533,875,703,841,1288,1947,971,6760
1020,952,1979,513,1362,946,335,655,935,1722,475,704,734,1289,433,550
415,1165,1866,1575,487,2796,1961,769,922,1878,847,1655,1422,489,1258,1710
648,1144,959,557,1800,792,766,920,2191,861,3510,1650,1379,1181,6247,2047
673,315,480,606,9383,883,838,610,1218,1517,9676,666,405,2229,476,899
2183,992,1136,1019,487,602,1757,1232,772,2576,956,990,698,1074,1153,1715
464,824,466,614,746,675,1724,2869,6954,848,901,991,1584,1126,1049,505
