Element,Count
b'\xd2\x1d9\xfa',168915
b'\xc6X\xda\x88',122734
b'\xb7\xf6h\xd0',106308
b'E.\x1c)',103233
"b'c\x9e,\xb5'",93998
b'V+x\xe8',85947
b'\x01l|\xff',82937
b'\x01l$\xce',79924
b'\xd8\x1eL\xf0',78997
b'\x01l$\x98',69323
"b'\xc6X\xdd,'",66989
b'\x01l|\xec',61710
"b'c\x9e,b'",60445
b'\x90\xbcT\x17',55356
"b'c\x9e,{'",55335
"b'c\x9e,z'",49450
b'\x05\x06\x1b\xd0',46031
b'\xc9W\xf7#',44365
b'c\x9e.\xa7',39684
b'+?\x82\xd6',38684
b'E\x0c\xd5\xf7',38269
b'c\x9e.\xb4',37863
b'\x8e\xa1\x17L',35769
b'c\x9e.\xa6',35624
b'I\x95\xba\xfb',34607
b'\x91\xdc\xd6\x91',34260
b'p\xe01\xdd',33266
b'\xd0\xfd=\x0e',33001
b'\x05?\xc10',32472
b'E\x0c\xd5\xed',31927
b'OZ\x0e\xae',31707
b'\x9b\xbc<\xeb',31203
b'\xc7\xe8~#',31164
b'\x86\x82d8',30670
b'\xdc\x1bP\xe1',30017
b'\x8e\xa1\x17M',29996
b'\r\x01W\xaa',29315
b'\xb8e\xb7\x0c',29141
b'\xdd\x01b\xdf',28763
b'uT\x80\xd8',28673
b'\xdd\x01b\xdd',28509
b'\xce\x93D[',28350
b'\xc9&\xf8\x83',28279
b'p\x97\xa1\xa9',27999
b'\x0c$\x02\x95',27904
b'\x05\x11}\x9e',27759
b'\x82\x19\x1e\xc0',27504
b'\xdc\x1bP\xc6',27401
b'\xc6X\xdc\xed',27347
b'\xc6X\xdc\xfc',27132
b'\xdc\x90\xcd\x9d',26466
b'\xc6X\xdd-',26258
b'z\x0c\x8c)',25965
b'\x80\xaf\x0b\xbd',25522
b'E\x0c\xd5\xf4',25396
b'\xb7\x96U\xe9',25388
b'\xc7\xe8~\x1c',24641
b'A\xad4S',24277
b'c9\xbbZ',24218
b'P\xc81\xaa',24094
b'\xb7\x9ac\x0c',23670
b'c9\xbbF',23572
b'\xd7\xba\xc9\xac',23455
b'c9\xbb\\',23250
b'c9\xbbP',23011
b'r\x01\xb8p',22761
b'h8\xc7i',22756
b'\xce\x92\xa0\x80',22642
"b""'&\xec\xc2""",22609
b'\xdc\x1bP\xe6',22470
b'c9\xbbt',22296
b'c9\xbb[',22168
b'c9\xbby',22054
b'l*\xf2{',21621
b'\xd8\x1en\xff',21619
b'\xca\xe0p\x04',21414
b'f\x06\x9c\xc0',21376
