,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,18,6,61,3,1,3,12,2,5,8,23,7,2,5,7,10,36,3,4,5,0,7,27,2,3,27,5,14,5,7,5,8,11,2,44,13,3,40,8,6,57,26,13,7,2,29,7,604,71,5,2,10,8,4,5,5,11,4,10,10,14,11,17,2,12,34,52,4,9,237,14,6,146,11,18,22,1,16,2,19,4,427,226,5,6,143,29,1,2,1662,7,4,5,30,56,4,4,15,5,10,2,5,6,4,7,28,7,15,74,13,16,6,2,10,3,47,1,83,4,5,62,3,68,141,2,9,40,6,4,0,9,50,10,5,9,60,4,12,18,1,4,9,19,25,23,15,223,22,36,53,11,1,1,1,1,5,16,9,10,407,4,12,23,5,2137,26,27,3,127,254,30,2,6,15,9,5,6,14,8,6,35,2,25,1,28,14,4,142,121,9,280,1,2,38,598,1,0,257,13,9,265,5,5,14,7,4,15,82,9,14,8,26,7,9,56,411,2074,288,2,8,3,36,2,15,15,4,5,3,11,29,8,24,9,23,8,1,21,2,4,3,6,3,5,3,2,74,32,24,0,11,11,10,37,3,26,28
1,13,73,146,24,8,78,17,9,5,38,97,12,0,5,2,48,9,16,24,29,3,92,3,32,29,5,141,10,10,14,6,14,2,1,47,6,16,45,1,2,3,22,3,10,12,9,16,7,73,3,38,18,212,6,5,170,11,23,7,168,16,14,3,7,11,1,4,8,37,20,4,63,3,17,15,2,2,6,6,535,8,11,75,10,25,18,15,2,13,14,31,4,102,3,20,26,5,39,29,15,5,7,9,6,11,18,3,44,6,8,12,4,35,8,43,4,5,17,4,9,10,109,56,14,2,4,4,33,4,9,7,77,7,145,4,4,9,12,340,4,7,183,22,2846,31,10,10,37,9,33,32,21,559,4,2,8,27,4,13,30,0,35,15,3,18,905,12,8,2,35,0,0,8,8,8,69,38,3,9,12,0,35,27,4,9,49,9,42,2,42,1,1,3,6,18,4,8,14,17,33,269,470,6,10,31,6,4,2,22,10,20,4,1,3,184,8,4,3,10,3,11,7,5,15,15,6,2,10,20,3,17,25,2,4,1,10,4,7,24,39,6,66,164,2,152,1,7,6,21,13,7,27,706,4,34,4
2,11,157,2,16,60,3,2,9,5,6,8,6,26,69,7,4,7,83,12,3,8,23,15,1,14,99,7,5,12,2,3,5,4,75,9,6,7,9,60,3,26,0,4,2,10,4,2,2,9,6,89,10,7,2,19,11,142,2,2,15,20,55,5,7,2,11,6,7,64,5,3,26,6,30,9,8,8,15,9,9,5,31,15,39,38,13,1,5,4,47,5,3,8,10,13,18,19,5,5,10,20,4,13,6,4,6,6,7,59,88,109,576,572,18,7,5,2,7,2,5,17,40,2,3,84,0,38,4,38,18,238,159,11,3,8,4,2,9,4,10,6,16,1141,8,2,2,11,8,26,4,13,4,1,56,4,12,12,6,1,47,11,4,3,9,3,17,9,18,174,6,351,12,5,13,2,13,4,3,21,5,9,4,3,3,38,3,8,35,12,3,67,12,0,8,803,19,1,29,51,8,2,27,19,5,3,10,23,7,2,70,26,5,1223,9,3,6,3,11,4,3,2,3,10,19,8,13,5,1,16,2,4,15,45,7,4,8,16,28,89,41,29,739,5,31,3,32,5,92,13,5,221,9,55,8,50,3
3,4,58,0,205,1,42,7,3,3,18,7,199,9,7,59,45,51,5,9,30,5,13,13,29,53,22,3,7,15,18,5,175,7,167,1,3,177,6,4,3,6,65,13,18,6,71,12,34,8,6,3,9,189,33,22,69,25,67,41,7,3,256,28,3,11,190,15,17,8,60,13,30,20,447,30,43,26,4,643,7,115,6,81,9,20,12,17,210,8,21,22,17,5,13,9,8,7,7,16,3,8,9,3,1,12,25,26,44,2,19,11,2,56,112,273,2,4,6,3,15,3,15,12,2,21,4,7,5,14,14,100,10,8,1,6,18,8,19,8,23,101,6,277,69,13,13,66,108,1,15,4,3,29,23,22,15,33,9,9,12,11,7,3,1,44,65,2,0,47,2862,9,9,5,359,7,8,7,3,157,135,4,1,5,4,113,4,41,5,18,199,3,159,25,4,10,2,7,14,7,1490,5,7,17,24,10,4,33,38,56,9,5,138,6,19,1,14,1,19,10,12,10,5,7,5,2,9,51,3,10,779,244,7,49,3,24,4,21,30,4,7,11,16,1,10,9,1,21,19,2,11,3,6,3,104,9,6
4,6,5,2,23,10,16,21,2,8,5,18,10,5,8,8,1,12,10,3,1,5,2,4,12,6,21,3,7,20,2,11,14,219,20,8,8,73,28,13,26,14,12,3,50,4,4,67,13,7,1,9,3,66,10,3,10,27,5,27,18,20,4,8,11,2,13,3,11,3,6,48,7,14,16,11,4,15,46,433,30,20,7,231,44,14,15,24,8,3,2,7,15,34,2,13,215,12,2,2,1,27,3,9,51,90,5,2,6,11,6,5,6,8,1,3,9,388,5,31,37,14,283,22,25,17,12,11,8,12,141,3,24,2,359,1,3,101,3,2,36,28,41,5,9,7,58,10,10,7,11,6,2,34,291,15,18,8,62,22,53,10,5,48,5,14,11,19,7,2,9,19,6,4,333,7,6,25,7,309,13,26,12,40,2,5,67,6,5,7,13,72,37,15,21,38,8,2,9,1,1,3,4,11,11,11,31,209,3,4,37,21,1,39,11,7,6,3,12,13,2,1,5,10,5,5,0,114,6,4,6,368,10,21,25,13,7,4,39,2,12,2,19,34,1,5,6,1,7,1,5,48,1000,7,1,265,351
5,9,49,8,3,3,358,25,1339,172,15,7,14,3,3,152,5,4,9,2,3,1,77,4,17,9,25,3,4,4,102,7,6,8,6,8,9,9,16,1,9,17,1,5,3,34,8,19,5,31,60,25,21,9,5,10,3,7,2,12,9,4,1626,5,6,6,6,3,3020,6,3,12,57,9,8,75,3,5,69,57,138,2,4,26,5,11,12,5,4,4,2,7,8,6,11,16,8,14,10,3,17,6,2,150,50,1,60,70,5,6,7,124,496,6,4,4,5,51,13,2136,3,11,19,5,8,8,9,12,37,25,10,1,18,10,866,10,8,5,3,5,5,3,2325,5,10,2,10,1487,12,38,3,4,11,8,8,14,28,432,16,8,5,4,231,52,8,5,18,2,20,30,6,18,10,4,8,46,9,5,53,1,21,13,1,31,4,16,9,15,4,11,24,10,5,4,5,3,10,13,8,27,8,6,6,2,7,15,46,23,22,1,4,101,2,2786,8,9,8,13,41,42,6,330,6,33,70,14,1,0,9,44,12,6,3,10,3,22,9,9,5,13,229,3,25,3,4,18,411,5,5,7,23,0,3,1,8,4,10
6,4,7,15,11,12,8,20,105,21,86,8,9,10,1,0,16,10,26,17,6,29,6,1,21,2,260,79,267,6,5,0,9,6,3,9,2,7,21,19,15,491,40,26,155,35,6,18,25,7,2,2,34,3,25,1,1,8,51,1,6,27,8,4,3,3,437,8,9,2,0,22,7,6,8,6,4,9,8,6,2,14,19,17,31,7,17,21,4,46,119,89,14,6,1,5,1357,5,100,11,5,7,44,34,36,8,79,6,13,117,8,3,8,71,3,31,2,38,6,4,11,13,7,18,108,34,3,32,6,34,65,7,6,1167,6,3,27,4,10,21,3,3,1,9,24,79,10,12,25,10,4,9,105,7,6,8,11,5,3,5,18,16,20,60,6,2,7,7,2,10,109,34,74,7,3,37,15,2,5,19,3,11,8,13,8,24,17,2,1,4,101,12,4,77,10,57,7,182,2,13,39,12,2,8,46,4,5,20,19,29,7,7,1,5,11,7,30,10,24,26,6,1,5,2161,10,11,4,1,15,541,5,9,5,10,4,4,29,12,3,10,7,66,16,23,5,24,29,209,37,4,6,5,18,41,346,4,11
7,7,5,4,339,5,9,17,1,6,4,9,9,72,9,34,6,13,18,36,12,4,21,922,6,0,8,7,16,5,24,9,6,3,6,394,3,14,4,7,10,8,113,15,16,18,19,45,6,2,24,250,12,169,68,17,151,14,48,14,14,3,21,61,4,6,3,7,352,5,13,10,0,4,0,7,11,579,6,20,3,7,59,8,8,156,113,301,5,0,2,9,5,0,6,2,5,41,10,2,14,47,5,7,6,4,21,5,9,14,5,29,1,1,15,17,8,24,3,42,2,16,16,12,2,8,11,17,2101,328,6,1,7,9,5,5,11,6,3,26,149,37,17,10,42,0,3,4,4,6,868,31,9,14,7,31,60,4,7,14,3,3,3,5,22,31,9,8,15,11,3,7,27,9,14,1,5,11,5,18,10,7,33,12,5,24,4,3,42,4,374,11,39,8,3,1,53,5,20,6,39,3,13,1550,17,26,17,34,6,19,35,373,4,108,96,39,3,5,1,20,79,152,5,18,18,8,34,308,45,9,4,377,68,2,17,42,2,7,1,9,6,48,6,11,5,12,29,7,13,3,12,13,493,4,11,7,62
8,2,3,6,16,20,8,6,22,7,3,130,29,1,6,38,115,3,14,16,28,6,6,13,14,6,5,731,47,1045,8,3,6,18,137,4,27,9,5,19,8,1,6,9,23,6,356,31,7,6,18,178,1,12,5,14,7,20,2,4,7,47,147,9,771,15,111,12,25,10,9,124,6,96,13,11,3,56,4,86,36,18,5,3,9,4,8,6,98,2,6,10,67,15,7,9,2159,13,9,27,9,18,10,7,3,508,2,28,30,15,3,15,13,19,31,3,15,2,73,11,4,5,33,16,59,7,10,11,3,77,1,11,1,19,32,12,12,475,2,17,3,269,3,6,126,11,13,6,8,7,4,10,7,6,9,10,10,2,20,0,173,8,23,70,13,11,62,7,11,4,5,4,4,7,5,2,33,31,107,4,7,12,8,1109,7,10,5,16,53,19,7,13,2451,64,42,3,11,6,22,36,11,3,11,241,197,25,210,98,8,11,26,3,18,51,58,32,5,2,12,12,1584,17,6,47,4,9,5,172,28,4,123,115,4,13,21,4,26,42,5,16,53,6,26,6,2,18,12,13,0,10,7,19,17,7,14,39,42
9,45,19,1,15,17,4,30,7,1,18,20,5,13,22,64,115,16,23,8,890,3,28,5,4,2,29,2,15,50,1,17,27,8,13,13,2316,76,8,11,1,20,22,21,3,8,15,5,15,0,6,5,3,19,23,49,13,74,33,53,8,3,52,3,6,7,7,21,24,39,13,41,8,11,5,27,33,12,8,7,13,10,999,4,164,5,35,2,2,458,14,11,2,1,18,11,8,16,25,10,3,6,8,109,14,46,5,10,2,3,10,7,570,0,8,6,3,5,11,46,11,5,5,3,76,10,34,3,1999,15,18,6,10,112,29,1513,3,16,10,18,10,4,13,20,13,6,9,11,5,42,7,12,5,8,11,4,15,1,4,2,37,12,440,63,10,11,19,4,91,6,7,4,15,1379,1,4,33,1197,9,2,4,11,26,9,3,31,4,75,11,10,8,181,100,16,2,9,18,11,10,46,21,26,7,5,7,156,1,3,18,34,11,7,7,2,2,46,7,10,5,500,23,92,13,587,6,18,14,68,8,24,19,151,7,2,55,362,6,9,4,28,25,10,20,3,2,5,2,12,7,15,6,3,16,10,11,18,5
