Element,Count
b'\xd2\x1d9\xfa',168915
b'\xc6X\xda\x88',129557
b'E.\x1c)',103233
"b'c\x9e,\xb5'",101413
b'\x01l$\xce',91690
b'\xd8\x1eL\xf0',86227
b'V+x\xe8',85947
b'\x01l|\xff',82713
b'\x01l$\x98',75211
"b'\xc6X\xdd,'",72572
b'\x01l|\xec',69564
"b'c\x9e,{'",61571
"b'c\x9e,b'",60445
b'E\x0c\xd5\xf5',59035
"b'c\x9e,z'",55921
b'\x05\x06\x1b\xd0',55590
b'\x90\xbcT\x17',55356
b'\xc9W\xf7#',50363
b'e\x86\xc2d',48234
b'c\x9e.\xb4',45506
b'E\x0c\xd5\xf7',44657
b'\x8e\xa1\x17L',42230
b'E\x0c\xd5\xed',41606
b'c\x9e.\xa6',41067
b'\x9b\xbc<\xeb',40268
b'\x86\x82d8',39658
b'c\x9e.\xa7',39440
b'OZ\x0e\xae',38972
b'\xb8e\xb7\x0c',38755
b'\xdc\x1bP\xe1',38468
b'c\x9e.\xb5',37752
b'\r\x01W\xaa',36492
b'<\xf2\xdc\xd0',35650
b'z\xdd\xc7\x86',34871
b'I\x95\xba\xfb',34607
b'\xdd\x01b\xdd',34439
b'\x91\xdc\xd6\x91',34260
b'\x0c$\x02\x95',34235
b'\x82\x19\x1e\xc0',33872
b'\xc6X\xdd-',33540
b'\xb7\x96U\xe9',33177
b'z\x0c\x8c)',33129
b'\xd0\xfd=\x0e',33001
b'p\xe01\xdd',32893
b'p\x97\xa1\xa3',32885
b'\x05?\xc10',32472
b'\xdc\x90\xcd\x9d',32148
b'c9\xbb\\',31726
b'c9\xbbF',31251
b'\xb7\xe8L\xb1',31016
b'f\x06\x9c\xc0',30866
b'\xd8\x1en\xff',30768
b'{\xecL\x9b',30285
b'\xca\xe0p\x04',30258
b'h8\xc7i',30126
b'\xce\x92\xa0\x80',30010
b'\x8e\xa1\x17M',29996
b'r\x01\xb8p',29601
b'c9\xbbX',29469
b'\xb7\x9ac\x0c',28912
b'\xc7\xe8~!',28574
b'\xcd\xac3.',28471
b'\xc9&\xf8\x83',28279
b'\xab\xa5\xc3\xd5',28241
b'\xcf\x95\xbfM',28196
b'p\x97\xa1\xa9',27999
b'c9\xbbW',27938
b'\x05\x11}\x9e',27759
b'c9\xbbH',27756
