0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1270,214,494,262,222,226,383,502,270,205,857,586,352,338,222,199
755,609,1572,232,1243,694,857,214,664,699,376,2106,206,1018,426,245
214,2158,994,2472,1322,955,421,613,2816,227,949,2531,1684,681,5207,550
284,1009,5671,1160,224,2213,390,605,545,526,432,255,1520,798,921,1124
299,1173,567,573,491,426,270,323,1219,680,178,1020,494,785,536,342
536,1828,1005,3600,565,427,787,2323,686,1907,381,551,669,501,2557,1128
1087,729,913,394,968,378,627,372,609,562,873,596,1004,620,2167,1944
885,695,574,306,470,725,2484,216,858,530,359,937,394,569,592,857
395,695,1592,854,1001,528,256,762,871,483,652,460,414,770,757,801
626,795,233,287,582,640,637,1124,715,345,1702,1830,453,1102,699,847
302,374,362,182,313,339,790,569,274,454,497,841,1187,337,778,726
2914,1129,751,323,417,868,418,291,366,1275,802,355,857,264,486,641
146,696,578,436,831,894,505,186,528,1061,1191,805,485,674,628,478
263,406,298,217,376,287,344,127,341,377,421,1111,411,239,484,607
1076,5508,653,458,628,376,784,705,1784,701,468,1255,1047,365,505,496
2325,336,955,559,920,340,318,464,1276,536,494,853,1165,522,474,269
292,829,625,329,482,1045,492,682,705,483,341,612,481,1480,5639,772
994,354,483,297,566,743,979,533,233,213,2224,380,1067,520,844,1989
439,1083,218,346,642,869,401,376,396,393,404,975,1164,743,489,614
752,2716,499,714,726,585,387,603,1246,1184,878,284,440,436,453,373
472,446,1144,377,1972,1885,1103,712,413,925,408,630,493,721,1921,963
237,707,183,1151,870,413,800,526,802,359,778,622,1241,277,821,179
568,1132,510,722,442,271,342,484,606,323,1210,963,406,574,335,1765
261,895,857,3279,961,1060,589,853,269,913,618,1332,1093,622,304,698
311,594,786,1287,2213,773,569,791,1669,521,897,790,439,291,614,308
175,803,668,244,455,373,177,463,338,289,262,150,405,137,268,392
352,445,534,815,328,987,675,406,1638,578,429,1076,839,9924,342,219
187,664,184,742,150,489,577,1317,357,331,782,284,185,490,302,772
241,493,464,461,384,837,419,551,326,3022,551,755,332,267,475,439
398,246,857,1522,916,372,247,619,351,399,425,559,219,897,336,326
840,321,694,2385,266,173,150,346,1717,519,367,244,297,870,839,468
409,1497,528,624,916,282,577,229,663,1060,472,1598,396,1032,526,1273
179,163,339,198,171,191,284,366,133,1674,129,222,226,251,507,192
653,545,870,1441,1137,396,273,624,431,806,240,745,1196,555,626,296
910,302,666,3575,292,679,598,963,727,510,514,1063,791,770,612,486
177,849,279,436,461,242,840,1959,415,818,264,550,785,877,633,628
210,1287,600,323,468,414,822,913,386,434,673,628,205,1762,333,301
1836,1151,391,651,357,3741,1375,383,665,1162,202,2043,1812,224,597,288
413,700,1780,725,451,472,1456,441,428,329,2254,637,681,420,552,388
561,338,394,229,839,742,1315,1858,632,306,237,631,1009,198,528,307
516,1307,2808,265,1070,1988,575,564,992,434,1170,656,758,1186,297,460
699,490,288,1705,786,896,290,464,586,852,289,610,444,906,808,373
313,616,559,1320,921,218,1053,627,510,628,702,421,787,275,508,345
491,543,367,493,646,846,1353,1100,584,285,243,652,326,350,690,501
1097,1116,274,659,379,1038,216,315,364,201,888,268,271,692,671,354
913,1194,820,594,443,208,412,607,1091,1373,588,693,1130,422,419,432
586,658,88,197,182,471,341,420,272,194,270,381,214,474,526,471
479,4390,579,680,2527,475,588,388,478,473,237,987,574,1789,2029,1657
304,825,548,991,434,922,593,465,1615,521,2659,982,846,670,999,660
347,608,399,2233,820,95,1026,241,11833,288,1024,1444,291,361,1997,412
404,621,416,509,864,945,305,664,761,455,355,2109,405,1535,1108,400
598,310,1156,199,2122,173,484,2047,355,738,414,204,462,763,806,474
763,542,294,178,943,908,354,608,4866,997,439,260,374,530,552,477
751,936,410,589,586,683,897,730,364,4587,1185,1214,1028,418,221,1536
463,4050,735,415,908,1011,299,335,659,569,788,383,222,1611,363,6534
1965,452,530,1017,491,1236,165,343,637,1116,473,380,1295,3155,425,617
973,1056,963,402,1202,335,607,594,174,265,527,357,397,510,993,1752
252,407,843,268,763,799,383,843,575,503,1029,974,302,2195,459,660
818,440,142,417,320,231,270,649,362,215,659,368,575,245,254,312
419,375,1067,336,340,523,3666,1123,1889,2808,413,734,1337,254,680,1012
455,428,426,592,804,648,1206,446,1110,617,225,618,854,2707,808,3632
236,269,449,1286,286,490,800,647,466,315,749,617,311,311,344,322
501,489,587,412,700,458,854,329,432,347,279,1051,1130,462,711,470
341,2459,409,8627,313,983,843,757,893,1652,1069,659,390,416,747,811
