,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,22,21,10,28,10,16,21,25,15,18,17,26,13,22,13,20,12,24,28,12,29,26,18,14,28,18,16,22,23,22,16,16,15,19,16,25,19,21,23,24,17,15,27,16,18,16,25,19,23,16,24,23,13,25,16,21,21,23,16,14,18,22,17,26,27,24,15,19,16,22,18,29,23,22,11,24,27,22,14,22,9,23,22,21,26,25,16,16,24,26,13,23,8,27,14,21,23,28,7,23,24,22,14,23,23,16,20,21,16,23,16,11,19,26,20,10,19,26,17,21,23,16,24,9,11,15,22,13,14,24,13,13,11,12,16,25,17,16,22,26,11,11,14,15,11,27,20,17,14,28,23,13,21,17,23,17,24,22,18,26,12,17,14,11,21,24,26,17,23,19,24,22,18,22,11,25,11,10,24,26,19,17,21,22,16,10,17,24,16,21,18,16,23,21,17,22,16,23,10,18,18,29,21,22,20,21,18,25,15,27,9,19,15,12,18,13,21,21,22,15,10,17,26,17,27,30,22,23,20,19,18,15,16,12,20,11,15,27,17,13,25,14,21,25,10,12,21,14,15,23,14,20,17,21,16,19
1,21,23,14,12,21,17,16,20,14,17,21,16,21,12,18,19,22,17,19,23,18,30,16,15,16,13,16,20,22,21,17,17,23,14,14,21,22,14,18,19,17,25,21,22,27,24,14,10,24,30,23,19,23,20,25,22,29,15,19,14,25,14,19,25,11,14,29,24,24,21,11,18,23,15,21,24,18,20,15,26,16,12,27,16,16,23,29,28,20,15,20,25,19,15,14,20,21,25,14,15,15,11,26,19,25,28,19,10,18,26,25,14,29,25,28,15,18,16,16,28,16,17,22,10,18,17,17,20,11,29,11,19,22,15,16,27,20,20,17,5,15,19,17,16,16,17,29,15,19,21,19,25,19,21,17,26,13,24,18,24,25,22,26,13,12,19,19,21,12,16,22,16,17,25,14,26,20,21,10,19,28,16,8,8,14,17,18,12,22,28,14,22,19,24,25,23,16,21,12,14,27,21,22,22,18,15,7,16,27,13,15,16,23,15,25,12,17,26,28,23,17,25,26,18,21,12,18,22,15,13,19,15,21,25,15,20,18,19,24,18,12,17,22,22,16,14,12,23,14,19,24,20,23,23,5,18
2,18,29,16,13,9,23,17,17,23,17,25,21,23,18,21,17,16,21,23,14,16,22,25,27,21,15,21,29,9,18,18,21,11,18,15,19,12,27,18,19,26,14,20,15,24,18,14,23,21,19,12,28,21,22,19,24,8,22,17,13,21,14,15,20,29,17,16,17,18,16,12,16,20,15,28,26,18,13,13,15,27,19,19,17,11,21,23,24,20,12,26,19,11,11,14,15,11,14,8,10,26,14,16,17,25,26,20,14,15,14,19,28,14,22,17,17,18,16,11,18,27,12,19,20,19,23,23,15,25,14,17,19,13,18,16,17,19,23,29,20,23,20,20,14,23,16,18,19,20,25,10,19,19,26,14,28,28,19,15,25,13,27,15,27,11,23,21,19,18,11,16,26,27,14,24,16,10,14,17,20,24,21,23,18,24,21,20,15,15,15,12,29,17,20,28,23,19,15,14,17,21,21,23,23,16,9,21,13,19,12,23,21,9,15,16,23,27,18,22,23,21,16,27,20,23,24,13,15,19,19,17,18,19,13,15,31,25,19,26,20,22,20,21,16,15,9,16,23,20,28,21,27,16,11,13,21
3,19,18,24,25,20,26,20,23,21,12,27,20,17,19,22,7,19,25,17,23,17,15,22,13,19,31,17,20,19,15,13,28,15,14,16,18,10,17,12,20,20,16,23,18,24,20,23,19,12,14,9,15,21,16,13,17,25,30,20,26,24,26,28,26,16,20,19,27,20,23,16,25,11,16,21,23,10,16,18,20,20,16,25,8,16,17,16,9,18,25,29,25,18,15,15,19,16,16,21,19,15,19,19,19,19,24,16,17,11,26,20,12,10,13,20,21,24,18,22,15,18,16,15,16,27,19,24,18,17,27,15,19,14,27,10,13,14,21,25,24,27,20,22,25,25,16,21,21,23,27,19,13,25,17,28,21,25,19,22,11,12,25,16,17,20,19,17,19,15,22,24,17,24,18,16,19,23,23,17,25,17,20,23,29,32,29,10,19,14,18,17,17,12,15,16,13,12,24,20,16,20,19,15,15,26,22,19,20,24,15,17,14,23,28,10,20,14,22,21,17,22,17,27,17,22,12,19,16,22,15,7,15,21,19,19,22,26,14,23,19,19,21,19,19,21,23,20,15,16,19,15,25,19,21,19,17
4,17,25,16,21,17,20,14,20,19,23,12,14,15,13,14,24,25,23,20,30,13,24,17,29,15,18,26,16,19,12,17,17,19,20,15,18,31,10,27,20,25,17,10,9,22,22,29,17,27,20,22,18,25,18,26,15,16,19,20,22,23,27,11,17,24,15,19,22,16,10,27,21,21,28,22,15,20,16,26,15,12,30,15,20,10,24,21,27,26,9,27,17,12,29,27,20,21,26,21,24,24,23,25,20,24,22,21,20,23,28,25,17,18,18,21,30,23,17,15,8,17,18,15,23,24,21,17,13,17,22,27,21,19,18,23,18,13,24,13,26,29,14,23,25,16,20,17,23,29,14,19,14,17,21,16,12,23,25,14,13,27,23,18,10,20,27,17,22,26,25,27,19,21,14,15,18,17,18,22,29,15,22,25,15,29,21,16,27,14,31,16,25,19,21,18,27,21,11,12,14,26,17,9,7,11,11,19,21,28,15,12,21,17,11,20,19,21,19,14,23,20,14,24,10,26,13,22,13,14,26,24,10,22,28,18,20,24,20,17,25,25,18,22,23,24,24,13,19,16,18,19,27,24,23,20,25
5,27,19,23,18,7,18,14,17,20,18,19,30,12,19,12,21,18,21,16,24,16,19,14,26,29,29,21,26,17,21,26,19,11,29,15,11,15,13,14,15,18,20,21,17,19,19,22,18,14,23,16,25,16,21,23,15,23,17,18,19,20,11,17,14,15,20,24,24,13,23,20,20,24,22,26,18,25,22,10,17,18,9,19,27,25,16,24,18,15,25,29,13,30,18,25,26,12,11,28,26,11,26,24,19,16,23,28,12,28,16,22,18,19,29,17,22,24,15,20,24,19,16,26,19,13,24,25,18,9,21,23,13,18,12,9,19,16,23,14,26,17,25,13,15,25,24,26,25,21,21,19,16,28,20,11,16,15,17,19,21,28,26,13,14,19,24,13,27,23,10,12,19,10,18,22,22,12,10,14,20,15,13,20,14,28,18,16,28,26,15,22,19,24,20,23,16,23,23,15,26,24,25,16,20,19,17,18,19,10,21,18,28,17,11,24,22,9,10,23,14,24,31,19,14,15,20,24,22,26,20,21,23,18,22,26,23,24,14,12,18,24,23,20,20,15,18,29,22,17,22,24,23,14,13,21,19
6,18,13,27,25,21,20,24,24,19,18,19,16,23,14,22,15,27,16,27,15,18,15,15,14,14,22,22,30,24,23,16,26,12,14,20,28,15,19,13,16,23,22,10,25,26,12,21,18,20,19,15,27,18,23,10,19,8,16,23,23,27,19,22,17,20,13,22,16,26,22,15,19,16,22,30,12,19,19,14,11,26,15,21,16,25,28,19,15,12,12,18,14,22,18,22,26,17,16,17,23,24,17,16,13,18,19,16,20,29,21,13,24,16,14,15,13,20,13,23,21,25,15,19,16,22,14,26,20,10,19,18,21,23,17,18,28,22,23,13,14,21,12,11,25,16,22,18,13,21,16,22,29,30,17,12,17,19,15,22,20,9,13,17,27,21,16,21,17,18,24,18,18,17,22,14,22,12,19,17,16,19,27,10,14,23,17,11,15,16,15,19,14,17,13,14,13,9,22,18,20,24,15,9,22,15,20,15,21,17,17,23,25,10,12,18,22,26,20,26,18,21,15,16,23,15,23,14,19,21,22,24,27,14,20,24,11,13,9,11,12,19,27,23,23,18,18,14,21,25,28,14,21,22,23,18,14
7,18,30,28,25,16,20,22,21,24,17,16,19,16,23,22,22,25,19,25,20,21,18,21,21,24,17,17,14,18,19,22,19,16,18,24,18,21,24,17,29,16,21,14,11,17,12,20,12,25,20,18,17,19,20,18,17,18,13,21,22,26,15,12,13,11,22,8,21,19,18,19,18,18,19,24,10,16,16,23,19,17,15,16,26,15,20,19,12,18,26,17,19,15,21,20,28,20,17,26,19,20,28,21,22,10,14,19,24,10,24,28,26,18,17,17,20,25,20,16,17,21,20,20,19,24,17,23,18,30,14,18,25,20,20,22,28,25,17,21,16,10,15,12,20,21,28,15,11,21,17,18,16,22,17,26,20,17,11,22,27,21,10,13,26,22,24,26,23,19,16,20,20,21,23,19,10,13,21,19,21,24,24,13,12,21,26,8,9,23,28,23,19,21,22,16,19,9,17,27,18,18,17,13,13,21,12,16,18,13,22,25,16,16,17,15,23,9,21,20,15,22,10,14,26,28,23,17,28,23,18,22,19,22,16,24,9,28,17,21,20,19,19,17,25,15,22,15,24,23,22,18,12,23,21,20,25
8,24,15,22,26,20,17,17,13,23,21,16,20,22,14,25,11,14,19,15,17,20,21,23,21,20,19,19,11,24,19,22,18,15,20,11,23,28,19,18,24,19,18,20,23,24,12,15,18,24,13,20,19,14,20,29,22,18,21,22,14,17,10,27,16,13,17,12,28,10,21,14,22,10,28,20,20,19,11,20,20,11,23,14,15,20,17,26,19,18,18,13,25,21,24,20,16,18,18,24,23,19,13,12,15,17,20,12,11,22,26,29,28,30,28,29,22,29,21,17,21,24,31,18,16,16,13,11,28,10,18,22,11,24,14,20,10,18,14,19,23,22,22,17,11,22,9,25,13,31,20,23,21,18,18,20,17,26,24,21,19,17,29,16,19,28,16,10,20,23,17,23,21,13,24,16,18,16,18,20,18,19,18,25,26,17,21,8,25,17,13,24,13,20,22,14,24,24,16,11,29,20,21,23,28,7,22,19,21,22,18,25,16,13,24,23,27,27,24,15,16,26,16,21,14,14,23,15,20,12,18,11,27,17,18,12,14,18,14,23,17,21,15,15,12,23,27,21,21,19,21,25,23,18,16,29,18
9,11,26,22,21,8,17,15,19,14,16,26,16,16,23,16,25,25,24,26,24,18,20,17,15,16,24,19,23,13,13,25,16,13,15,17,21,20,21,27,16,15,19,28,23,19,15,22,24,21,22,18,23,18,16,27,16,19,13,24,19,17,20,27,24,27,17,31,18,15,22,21,26,24,21,21,15,22,13,22,22,14,21,11,26,15,23,23,20,29,12,16,22,19,22,15,28,23,18,24,19,17,9,21,27,26,18,20,15,10,9,26,17,27,21,17,23,11,10,18,11,12,30,13,17,14,20,12,22,20,17,13,19,28,16,7,19,20,13,27,13,17,20,25,25,22,16,28,20,20,19,23,24,20,12,20,20,17,22,23,13,20,18,15,21,19,15,16,17,25,17,26,16,16,14,13,24,28,21,17,16,12,20,17,14,13,19,16,12,20,11,21,14,21,19,25,21,19,13,25,23,24,22,23,29,17,18,24,19,23,17,25,17,12,22,17,14,14,22,18,10,27,15,27,20,28,25,20,8,4,21,11,22,20,14,22,15,7,21,17,15,11,29,25,14,19,18,27,20,22,25,25,14,25,23,25,18
