Element,Count
3,36176
6,30270
6 3,21173
11 6,12816
1,9808
11 6 3,9123
1 3,6046
11,5414
1 6,5087
4,4337
11 3,3804
55,3602
1 6 3,3553
4 3,3056
11 1 6,2422
55 3,2413
4 6,2383
4 6 3,1804
11 1 6 3,1797
6 55,1791
294,1695
2,1643
6 55 3,1427
490,1266
27,1211
294 3,1206
2 3,1201
7,1152
218,1105
11 4 6,1006
64,949
6 294,935
6 2,931
11 1,919
73,892
91,889
11 4 6 3,855
490 3,839
11 6 55,803
4 1,801
6 294 3,788
3 7,781
218 3,778
27 3,774
218 6,730
6 2 3,725
6 7,708
138,703
77,696
3 73,689
490 6,685
316,670
27 6,668
11 6 55 3,664
11 1 3,633
1 55,621
3 64,602
6 3 7,576
4 1 3,545
6 64,533
490 6 3,533
218 6 3,531
6 73,524
27 6 3,519
3 316,511
446,505
3 77,473
145,471
11 6 2,469
148,468
246,462
648,460
993,456
6 91,451
6 77,444
269,444
138 3,439
4 1 6,435
1 55 3,434
6 3 64,432
5,432
278,431
11 6 294,430
1751,423
11 4,423
6 3 73,421
152,420
91 3,419
590,415
6 138,413
11 6 77,409
11 6 7,400
18,389
11 6 2 3,383
1 6 55,373
11 6 294 3,372
6 316,356
6 3 77,355
6 138 3,352
11 55,350
11 6 138,347
11 6 3 7,339
11 218 6,339
11 4 3,334
3 446,328
4 1 6 3,326
11 490 6,319
11 6 3 77,315
303,311
269 3,308
3 278,306
6 3 316,305
11 490 6 3,305
1 2,303
11 27 6,298
1 294,296
215,294
11 6 64,293
11 55 3,293
69,290
69 11 6,288
3 148,285
6 446,281
4 55,279
6 91 3,275
11 218 6 3,274
145 3,272
1 6 55 3,267
246 6,267
993 3,267
273,263
490 1,260
6 148,260
648 3,260
6 278,257
11 6 3 64,257
1 294 3,256
11 27 6 3,256
215 3,253
83,253
246 3,253
504,253
1 7,251
145 6,248
590 3,246
4 55 3,246
11 218 6 148,245
6 1751,245
1751 3,243
5 3,242
18 3,242
6 3 446,240
6 993,238
303 3,237
648 6,236
152 3,236
11 6 73,236
11 6 138 3,236
5 6,234
6 215,232
1 2 3,231
6 18,226
1 218,225
27 1,224
11 6 316,222
269 6,220
11 4 1 6,220
136,219
737,218
11 6 3 73,218
69 6,215
69 11 6 3,211
6 152,206
6 3 148,202
6 590,201
1 73,199
11 6 737,199
1 138,199
4 294,198
11 2,198
1 64,197
269 6 3,197
69 3,195
6 303,194
11 6 215,192
3 737,191
11 6 91,190
17,190
6 3 278,189
1 3 7,189
1 91,188
1 6 2,188
1 6 294,186
4 6 55,186
1 218 3,185
