,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,39,1,0,1,9,2,4,5,7,1,2,4,3,1,4,1,112,26,0,6,2,8,5,35,2,6,29,3,3,3,1,64,3,27,6,4,3,3,1,6,5,0,1138,14,2,2,1,14,3,32,19,0,2,9,0,17,4,6,2,0,30,0,5,16,2,4,5,1,1,35,4,8,2,2,3,9,0,3,2,18,1,1,94,3,2,6,1,0,1,15,2,3,5,5,2,4,4,0,1,5,0,0,135,0,2,7,7,5,2,1,2,3,8,0,11,1,1,5,1,1,0,103,2,0,1,2,1,4,1,2,11,1,1,4,1,3,1,2,21,23,4,10,2,12,2,6,4,14,2,0,1,1,7,3,3,2,4,2,24,8,4,1,0,1,3,0,189,82,1,0,3,2,15,1,155,98,3,12,2,5,15,1,585,5,2,13,1,2,2,4,1,5,4,1,3,3,3,41,2,4,3,14,7,54,7,2,140,8,21,22,23,12,1,5,1,13,2,7,1,3,10,0,1,50,3,0,1,2,3,0,17,1,0,2,1,5,1,1,4,11,5,21,0,27,1,11,3,4,4,7,0,14,4,2,6,13
1,19,2,2,13,100,2,68,0,3,0,35,0,61,0,21,10,12,1,4,1,4,1,6,0,3,2,3,2,2,70,3,6,94,1,20,6,1,2,5,1,2,3,8,5,1,7,15,1,3,1,4,39,0,6,7,0,4,13,3,2,0,174,0,13,2,130,12,16,1,21,4,11,0,0,5,0,5,0,11,12,2,1,8,2,0,4,1,2,2,6,1,11,1,5,18,1,1,11,342,1,2,5,0,14,1,228,7,20,6,54,4,5,0,2,1,4,2,26,16,2,403,2,990,4,1,0,5,23,2,1,10,3,8,4,2,0,59,2,0,0,5,5,0,1,2,1,2,14,3,3,2,1,3,60,7,4,89,2,1,3,21,0,3,3,7,15,14,3,5,3,6,6,7,2,39,36,499,32,4,4,4,4,1,34,0,413,2,2,4,42,2,2,2,0,8,24,2,0,4,0,1,3,410,11,2,201,22,1,89,18,8,1,3,2,2,3,3,2,3,680,183,15,21,5,28,4,10,3,12,10,11,5,4,239,2,3,8,3,4,4,2,28,26,1,12,1,28,14,11,5,447,8,4,1,4,2
2,3,8,15,0,4,2,1,143,73,7,0,0,1,7,2,93,2,4,10,10,6,24,13,8,13,3,5,4,22,3,3,3,1,2,4,6,1,11,6,1,3,18,1,1,37,0,5,5,4,2,21,2,4,3,29,3,3,9,6,157,40,0,4,4,30,8,3,0,174,4,1,1,10,161,1,1,3,55,19,13,12,0,3,0,18,6,1,0,4,0,4,4,6,1,30,95,10,6,1,7,17,4,3,1,6,0,0,4,4,5,15,100,3,1,26,7,3,14,0,5,4,18,50,0,1,2,22,9,4,0,3,0,2,3,230,1,3,4,3,40,2,0,38,2,4,0,1,1,7,4,18,1,1,2,2,2,2,4,62,14,3,2,12,1,4,0,10,1,2,1,4,10,6,1,7,1,33,682,3,8,2,2,5,23,2,0,7,1,4,1,3,3,3,0,1,1,3,2,0,1,1,9,1,1,16,50,1,9,0,10,5,6,1,66,2,1,30,3,0,0,6,2,2,3,19,1,19,3,0,4,7,5,3,3,8,2,5,3,8,120,4,2,13,4,37,4,12,3,8,4,126,4,4,3,69,0
3,3,1,6,15,2,3,3,1,5,2,3,321,4,0,1,3,10,0,3,15,2,6,2,8,1,30,5,2,3,2,2,1,3,2,2,2260,157,0,4,1,2,10,2,4,4,3,12,8,27,369,8,1,0,22,6,8,4,2,1,9,3,6,0,3,0,2,0,222,11,111,0,3,112,11,4,5,2,3,25,3,2,4,1,17,44,7,1,3,0,5,6,8,2,4,2,8,0,4,1,1,3,2,0,0,1,10,1,13,595,3,16,12,3,2,63,6,6,6,2,5,3,3,0,4,2,9,3,7,76,26,0,5,14,220,2,6,5,0,13,3,3,7,2,2,1,2,4,9,10,2,331,1,3,0,3,10,0,9,12,38,2,46,1,3,4,8,6,2,21,15,4,0,7,0,9,2,8,1,26,0,4,168,4,6,0,23,6,9,5,12,8,0,13,42,3,30,4,4,88,4,149,3,1,8,1314,28,0,9,1,8,2,9,6,3,19,2,6,3,11,2,37,1,10,1,33,2,13,0,4,10,1,5,3,14,4,18,4,2,2,6,2,1,3,1,2,0,3,11,4,1,1,1,24,9,4,2
4,1,12,2,2,1,4,2,1,73,2,5,2,0,3,2,1,0,11,1,10,9,1,4,20,11,3,3,4,72,4,0,4,0,22,0,14,1,3,4,3,0,2,1316,394,5,0,23,1,2,1,8,2,48,8,68,34,180,9,1,7,0,12,5,6,17,2,1,48,9,9,11,1,1,1,2,11,33,3,7,2,27,3,35,4,1,9,3,2,33,0,22,1,1,2,3,1,6,2,1,1,3,1,11,13,41,8,3,25,1,2,27,5,0,9,1,5,2,1,11,8,16,26,2,1,4,1,7,2,0,5,1,2,0,197,3,0,2,0,0,4,1,788,1,0,34,11,7,3,2,1,4,1,79,3,7,2,20,0,2,27,1,6,7,19,6,3,2,7,2,24,406,0,2,1,2,2,144,4,3,5,45,1,0,3,7,6,3,1,16,19,1,4,6,24,2,3,0,3,4,2024,1,3,3,1,13,5,3,1,9,6,1,4,0,1,270,7,3,12,12,0,3,2,2,8,14,388,3,6,1,4,5,299,0,1,7,6,0,303,2,20,2,1,0,2,2555,3,3,70,5,1,124,5,0,3,2,1
5,4,70,8,1,23,6,3,1,4,8,0,7,0,5,125,18,14,9,59,15,7,6,48,0,0,24,11,2,0,28,7,7,5,0,2,1,0,5,0,1,1,6,2,1,64,11,4,1,1,3,16,8,2,2,8,12,7,3,6,8,4,4,6,1,13,0,1,6,0,5,12,0,3,5,2,5,3,16,3,1,2,1,5,8,101,0,6,12,11,1,4,1,2,3,0,1,3,2,6,257,2,5,4,8,3,1,3,0,84,3,21,2,2,0,85,0,57,9,5,3,2,1,63,2,4,13,25,28,93,50,10,1,122,2,4,3,21,13,132,1,2,3,32,2,0,2,15,2,20,5,3,8,2,25,15,10,10,1,7,90,4,10,6,2,0,1,3,0,0,3,10,3,7,0,1,101,2,4,7,16,0,3,2,2,1,2,8,2650,2,1,3,3,0,9,3,1,0,4,6,3,2,12,17,10,0,34,8,7,2,360,51,21,15,35,2,2,3,1,4,357,409,3,3,1,3,8,4,1,8,10,0,6,145,0,3,32,3,7,0,16,11,5,1,4,66,1,27,14,7,2,3,2,47,1,2,2
6,0,3,8,64,3,0,54,4,1,0,7,1,1,0,2,0,10,1,1,2,10,0,5,2,4,2,9,7,3,2,32,1,6,18,1,2436,0,0,7,2,1,7,4,6,17,1,0,1,15,2,2,3,24,2,2,0,34,1,1,2,2,4,2,8,15,12,292,3,1,3,2,3,10,1,1,1,2,1,14,2,13,5,4,0,4,9,71,30,11,3,2,3,5,0,89,0,7,1,6,5,1,4,19,6,138,6,6,7,12,2,1,6,5,0,2,22,1,8,13,0,8,2,4,1,3,2,0,4,5,8,130,0,14,5,8,5,7,0,0,4,2,5,30,3,2,0,2,0,45,11,5,65,12,12,44,2,1,12,1,7,1,3,1,5,1,23,0,6,1,8,5,11,10,1,12,1,2,0,4,4,8,178,25,34,2,5,12,5,0,2,8,3,0,5,2,111,4,3,4,7,17,1,2,1,25,2,10,1469,11,5,8,4,8,19,4,14,5,4,3,6,19,9,0,4,1,24,10,1,1,8,3,0,6,4,3,7,0,0,6,2,2,9,1,9,6,1,63,1,2,337,3,1,3,8,5,2676
7,2,1,5,1,7,0,4,7,4,1,37,3,2,207,1,31,2,4,583,12,4,2,6,3,1,3,2,24,1,1,2,7,2,1,5,4,2,4,2,7,13,2,2,0,5,1,3,8,0,10,1,22,2,1,0,6,3,1,29,4,6,3,2,2,11,3,4,0,20,66,1,11,1,0,16,4,3,3,14,5,2,0,1,5,1,93,8,0,3,26,0,1,62,12,13,3,0,7,13,1,25,0,30,888,10,2,12,112,5,3,3,5,9,3,2,1,2716,0,0,5,2,53,1,213,10,1,2,3,4,0,4,10,3,2,2,9,0,11,46,7,7,59,76,4,2,3,2,13,0,4,26,1,4,8,1,6,27,4,9,27,2,286,3,2,477,8,7,0,0,10,30,2,4,1,3,1,3,1,4,5,12,4,5,13,3,2,6,2,1,0,55,4,3,10,16,0,1,3,7,9,100,14,6,3,0,10,6,1,3,5,0,3,53,1,3,6,4,23,8,11,7,92,1,35,4,13,10,0,3,0,0,7,1,22,9,0,2,6,11,7,209,18,3,2,11,3073,0,5,0,2,0,1,4,2,3,17
8,7,8,32,49,3,4,3,1,14,0,5,0,20,60,10,2,4,3,410,3,4,0,2,4,15,6,17,1,3,1,6,1,2,4,84,5,0,2,781,4,3,43,3,1,3,0,8,2,5,17,1,2,5,0,12,1,0,3,7,0,0,2,34,2,1,42,12,5,3,1,2047,3,4,1,2,6,0,2,1,10,13,4,3,3,4,111,2,0,0,33,208,2,1,0,0,4,1,3,3,1,22,4,0,2,15,3,12,2,1,2,14,35,16,4,8,29,10,0,1,3,10,3,3,2,0,5,2,30,0,5,3,1,326,1373,1,5,2,3,74,3,4,3,12,7,29,0,16,5,19,2,2,17,1,4,129,5,3,14,10,8,39,47,0,9,4,0,66,4,64,11,13,1,136,7,0,3,2,22,27,2,2,4,0,7,3,4,4,3,0,0,3,0,9,2,9,2,1,1,1,1,3,0,4,2,25,2,1,1,7,5,1,1,9,8,7,1,5,66,1,1,2,2,0,6,4,1,5,17,4,34,1,3,2,4,539,5,4,2,6,4,3,10,0,0,0,247,15,1,85,0,10,3,21,0,0,2
9,3,2,5,8,2,45,3,1,1,0,0,2,2,9,4,5,85,1,4,3,5,4,3,2,1,1,5,0,16,8,3,12,13,5,1,0,12,0,4,0,1,10,1,1,5,23,2,1,0,1,3,5,1,10,1,8,2,5,8,0,1,3,2,6,1,0,0,1,6,1,12,3,11,6,4,22,4,1,50,98,3,4,17,13,4,4,9,11,69,1,3,6,5,7,1,9,4,20,6,4,5,2,4,3,3,4,9,0,1,18,5,1,2,140,3,36,75,2,5,4,2,20,1,1,0,1,189,2,3,2,10,7,7,15,1,11,2,1,9,10,3,1,3,10,2,9,2,23,2,2,1,1,7,35,8,2,1,5,323,23,1,13,4,2,1,8,3,3,6,2,3,1,14,2,206,18,2,30,20,53,208,14,15,1,3,3,1,0,7,7,77,1,941,4,4,353,3,2,11,0,2,6,10,1,9,3,45,10,5,3,2,6,4,5,29,1,7,4,6,13,0,3,4,5,1,1,8,2,19,73,4,7,1,8,0,4,10,16,0,1,9,3,8,210,5,19,4,2,6,2,1,0,0,1,0,1
