Element,Count
b'\xd2\x1d9\xfa',168915
b'\xc6X\xda\x88',122439
b'\xb7\xf6h\xd0',105981
b'E.\x1c)',103233
"b'c\x9e,\xb5'",93997
b'V+x\xe8',85946
b'\x01l|\xff',82711
b'\x01l$\xce',79923
b'\xd8\x1eL\xf0',78798
b'\x01l$\x98',68237
"b'\xc6X\xdd,'",66987
b'\x01l|\xec',61467
"b'c\x9e,b'",60445
"b'c\x9e,{'",55335
b'\x90\xbcT\x17',55021
b'E\x0c\xd5\xf5',51700
"b'c\x9e,z'",49336
b'\x05\x06\x1b\xd0',46034
b'\xc9W\xf7#',44817
b'e\x86\xc2d',42020
b'c\x9e.\xa7',39439
b'\x1d\xb9\x7f\xd3',38699
b'+?\x82\xd6',38280
b'E\x0c\xd5\xf7',38010
b'c\x9e.\xb5',37743
b'c\x9e.\xb4',37514
b'\x8e\xa1\x17L',35470
b'c\x9e.\xa6',35328
b'I\x95\xba\xfb',34607
b'\x91\xdc\xd6\x91',34260
b'\xd0\xfd=\x0e',32999
b'p\xe01\xdd',32893
b'\x05?\xc10',32471
b'OZ\x0e\xae',31496
b'E\x0c\xd5\xed',31361
b'\x9b\xbc<\xeb',30949
b'\xc7\xe8~#',30757
b'\x86\x82d8',30282
b'\x8e\xa1\x17M',29995
b'\xdc\x1bP\xe1',29729
b'\r\x01W\xaa',29312
b'<\xf2\xdc\xd0',29149
b'\xdd\x01b\xdf',28762
b'\xb8e\xb7\x0c',28661
b'z\xdd\xc7\x86',28464
b'B\xf2A\x84',28426
b'\xc9&\xf8\x83',28279
b'uT\x80\xd8',28233
b'\xdd\x01b\xdd',28193
b'p\x97\xa1\xa9',27999
b'\x05\x11}\x9e',27726
b'\x0c$\x02\x95',27674
b'c\x0f\xb2\xd4',27648
