Element,Count
b'\xd2\x1d9\xfa',168915
b'\xc6X\xda\x88',122440
b'\xb7\xf6h\xd0',111350
b'E.\x1c)',103233
"b'c\x9e,\xb5'",93998
b'\x01l|\xff',88825
b'V+x\xe8',85947
b'\x01l$\x98',76519
"b'\xc6X\xdd,'",66989
b'\x01l|\xec',61469
"b'c\x9e,b'",60445
b'E\x0c\xd5\xf5',58100
b'\x90\xbcT\x17',55356
"b'c\x9e,{'",55335
b'\xc9W\xf7#',54767
"b'c\x9e,z'",49337
b'e\x86\xc2d',48099
b'\x05\x06\x1b\xd0',46031
b'E\x0c\xd5\xf7',45312
b'+?\x82\xd6',42505
b'E\x0c\xd5\xed',39580
b'c\x9e.\xa7',39440
b'c\x9e.\xb5',37752
b'c\x9e.\xb4',37522
b'\x9b\xbc<\xeb',36855
b'B\xf2A\x84',35738
b'\xdd\x01b\xdd',35717
b'\x86\x82d8',35552
b'uT\x80\xd8',35412
b'c\x9e.\xa6',35330
b'\xce\x93D[',34704
b'I\x95\xba\xfb',34607
b'\xdc\x1bP\xc6',34567
b'z\xdd\xc7\x86',34488
b'\x91\xdc\xd6\x91',34260
b'\xc6X\xdd-',33069
b'c\x0f\xb2\xd4',33019
b'\xd0\xfd=\x0e',33001
b'p\xe01\xdd',32893
b'\x05?\xc10',32472
b'\xdc\x90\xcd\x9d',32319
b'\x80\xaf\x0b\xbd',32083
b'OZ\x0e\xae',31707
b'A\xad4S',31697
b'A\xad4`',31287
b'E\x0c\xd5\xf4',31070
b'\xb7\xe8L\xb1',30533
b'\xce\x92\xa0\x80',30032
b'\x8e\xa1\x17M',29996
b'\xdc\x1bP\xe1',29783
b'c9\xbbF',29772
b'\r\x01W\xaa',29315
b'<\xf2\xdc\xd0',29158
b'\xdd\x01b\xdf',28763
b'\xb8e\xb7\x0c',28663
b'uu3\xef',28280
b'\xc9&\xf8\x83',28279
b'p\x97\xa1\xa9',27999
b'c9\xbbp',27888
b'\x05\x11}\x9e',27759
b'A\xad4b',27681
b'\x0c$\x02\x95',27680
