Element,Count
3,"[36133, 0]"
6,"[30225, 0]"
6 3,"[21139, 0]"
11 6,"[12769, 0]"
1,"[9766, 0]"
11 6 3,"[9083, 0]"
1 3,"[6002, 0]"
11,"[5374, 0]"
1 6,"[5046, 0]"
4,"[4290, 0]"
11 3,"[3756, 0]"
55,"[3561, 0]"
1 6 3,"[3510, 0]"
4 3,"[3000, 0]"
55 3,"[2377, 0]"
11 1 6,"[2375, 0]"
4 6,"[2340, 0]"
4 6 3,"[1758, 0]"
11 1 6 3,"[1753, 0]"
6 55,"[1749, 0]"
294,"[1653, 0]"
2,"[1601, 0]"
6 55 3,"[1374, 0]"
490,"[1225, 0]"
27,"[1167, 0]"
294 3,"[1161, 0]"
2 3,"[1152, 0]"
7,"[1100, 0]"
218,"[1055, 0]"
11 4 6,"[954, 0]"
64,"[907, 0]"
6 294,"[890, 0]"
6 2,"[882, 0]"
11 1,"[880, 0]"
73,"[849, 0]"
91,"[838, 0]"
11 4 6 3,"[809, 0]"
490 3,"[799, 0]"
11 6 55,"[761, 0]"
4 1,"[754, 0]"
6 294 3,"[743, 0]"
218 3,"[743, 0]"
3 7,"[734, 0]"
27 3,"[730, 1]"
218 6,"[680, 0]"
6 2 3,"[673, 0]"
6 7,"[667, 0]"
138,"[666, 0]"
77,"[648, 0]"
3 73,"[642, 0]"
490 6,"[642, 0]"
316,"[628, 0]"
11 6 55 3,"[620, 0]"
27 6,"[615, 0]"
11 1 3,"[588, 0]"
1 55,"[583, 1]"
3 64,"[556, 0]"
6 3 7,"[538, 0]"
490 6 3,"[489, 0]"
218 6 3,"[487, 0]"
4 1 3,"[486, 0]"
6 73,"[480, 2]"
6 64,"[480, 0]"
27 6 3,"[473, 0]"
3 316,"[463, 0]"
446,"[461, 0]"
148,"[427, 3]"
145,"[425, 0]"
11 6 2,"[422, 0]"
246,"[416, 0]"
3 77,"[412, 0]"
6 91,"[410, 1]"
648,"[409, 0]"
993,"[408, 0]"
269,"[399, 0]"
4 1 6,"[395, 0]"
6 77,"[394, 4]"
138 3,"[391, 4]"
278,"[390, 0]"
11 6 294,"[390, 0]"
5,"[388, 5]"
11 4,"[388, 1]"
6 3 64,"[388, 0]"
152,"[383, 2]"
1 55 3,"[381, 0]"
1751,"[380, 0]"
91 3,"[378, 1]"
6 3 73,"[374, 1]"
590,"[371, 2]"
6 138,"[370, 0]"
11 6 77,"[360, 0]"
11 6 7,"[359, 0]"
18,"[345, 0]"
11 6 2 3,"[344, 0]"
1 6 55,"[332, 0]"
11 6 294 3,"[326, 0]"
6 316,"[318, 3]"
11 55,"[314, 4]"
6 3 77,"[311, 0]"
