,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,6,3,8,6,26,9,8,8,8,15,6,8,12,10,10,9,5,24,2,8,6,10,4,4,6,8,3,10,9,5,3,4,4,6,4,9,12,6,6,7,4,7,9,6,7,5,7,12,8,10,9,7,9,5,7,6,4,11,7,7,4,7,6,8,7,5,3,8,6,5,3,12,6,6,9,5,7,5,9,5,7,6,7,9,3,8,12,6,13,5,8,7,5,4,3,8,8,10,5,4,7,13,15,5,3,5,4,2,5,6,5,4,5,13,4,3,12,13,4,4,7,24,11,7,3,10,6,10,26,9,6,7,9,7,3,8,1,7,5,8,9,10,6,6,10,8,5,10,6,6,5,9,6,4,5,3,6,3,11,3,5,10,8,7,8,11,5,8,9,1,8,12,11,8,11,4,5,4,9,6,3,7,8,3,6,-22,9,9,5,5,5,20,1,10,27,11,5,4,6,16,5,10,6,5,3,4,12,11,2,3,5,5,5,7,3,8,4,6,9,12,5,7,12,6,6,8,3,8,12,6,4,8,9,16,8,3,9,3,5,9,5,8,5,6,7,6,3,8,7,6,11,12,7,6,3,6
1,10,3,9,4,6,8,7,6,13,6,22,5,5,6,4,8,5,6,13,16,7,5,6,8,7,4,5,5,5,9,12,11,8,16,11,7,5,9,6,6,10,8,6,6,16,6,6,8,12,5,2,15,8,6,4,5,9,5,13,7,6,4,17,5,10,10,12,4,4,9,6,7,8,6,10,5,4,11,5,7,25,6,10,6,5,7,7,3,9,7,12,6,11,4,4,4,8,8,11,6,9,7,2,7,3,9,6,4,5,11,5,4,14,8,11,5,11,5,6,8,6,6,10,6,6,8,5,6,9,3,4,8,7,10,9,6,4,6,10,4,6,7,4,12,5,10,6,8,3,3,10,10,10,7,6,4,0,2,7,8,4,2,6,6,7,17,7,5,6,4,4,6,4,8,7,5,6,9,9,5,5,4,4,4,4,7,7,10,6,15,7,5,5,5,10,5,9,6,6,8,7,9,10,7,6,4,5,1,10,6,4,4,12,9,5,6,10,3,3,4,7,6,5,4,6,7,4,4,7,6,6,7,5,5,8,7,11,3,3,8,13,6,12,4,7,3,11,5,3,5,4,9,7,4,7,8
2,11,7,8,10,8,14,7,16,2,10,5,1,5,2,4,10,10,8,5,5,7,8,9,12,5,4,10,2,8,4,7,7,14,2,9,5,5,12,10,5,8,3,5,7,10,4,1,4,4,5,8,4,2,6,6,4,4,9,9,6,9,10,13,5,8,4,5,4,2,4,2,10,5,4,23,7,6,6,6,7,9,7,2,8,8,8,3,6,9,5,3,5,8,13,7,6,6,5,10,5,14,6,8,10,12,9,6,6,9,6,8,3,4,9,6,5,12,6,4,4,7,34,5,1,6,6,13,10,6,5,4,14,10,13,7,5,10,7,8,4,10,4,6,5,11,4,7,6,8,7,8,3,8,9,15,5,4,3,5,10,11,12,2,12,6,7,6,6,7,3,4,3,9,10,9,23,9,5,6,5,4,9,13,8,2,11,4,7,6,5,3,6,4,18,5,5,6,6,9,7,13,4,7,3,8,6,4,2,7,7,8,9,3,6,12,15,6,6,8,3,6,5,3,3,4,10,6,4,15,9,3,6,10,9,5,3,6,8,6,5,4,7,7,8,4,5,1,12,12,5,5,18,6,6,4,10
3,6,5,6,10,10,10,1,5,6,12,7,10,7,4,5,6,6,6,11,13,4,5,6,4,5,13,12,12,8,11,9,8,9,4,8,7,14,5,11,7,6,8,4,5,32,10,13,7,10,8,2,5,12,9,3,7,8,10,6,6,6,21,5,8,9,5,4,4,9,4,4,4,12,7,2,4,6,4,7,8,7,5,2,11,6,10,10,5,8,7,7,7,7,13,8,6,7,3,7,16,4,11,4,9,21,4,7,8,11,10,9,4,3,10,2,8,8,8,4,3,8,4,7,4,10,4,10,4,6,3,11,9,7,4,9,5,4,5,9,9,8,5,3,5,8,5,8,27,25,4,7,6,2,4,3,10,8,5,20,5,16,10,3,11,15,14,12,13,6,6,10,7,7,6,4,5,9,7,3,3,6,7,4,14,4,3,5,3,3,4,5,3,6,8,6,8,6,7,9,9,9,7,7,7,1,7,9,4,8,4,6,5,9,10,4,7,6,11,6,12,5,5,9,8,10,7,8,4,6,3,6,7,6,8,6,5,4,7,12,9,19,5,9,9,6,10,15,8,9,7,5,6,8,4,5,12
4,5,6,8,9,11,6,4,11,6,7,4,7,4,11,6,5,6,4,17,5,5,2,8,9,9,5,5,9,4,7,10,4,6,9,6,11,9,5,2,4,7,0,5,11,6,16,9,7,4,5,3,8,3,16,8,6,10,6,6,8,4,5,7,4,1,3,12,4,1,5,7,7,8,12,8,1,5,5,3,6,4,3,18,10,7,11,6,6,7,9,6,7,12,9,11,6,9,6,8,8,5,10,3,4,9,3,13,6,11,6,3,17,5,5,4,6,6,4,11,7,12,8,6,5,12,9,6,6,7,10,11,7,5,12,9,9,3,7,5,7,10,9,9,26,6,6,6,11,7,6,10,9,9,6,11,10,7,6,3,7,7,16,4,11,7,6,4,4,13,7,7,9,4,11,9,6,7,7,8,9,5,10,8,7,9,5,8,10,6,7,5,5,9,6,6,2,9,7,4,8,4,7,6,16,10,3,8,10,11,3,3,5,4,13,8,8,7,13,3,6,6,10,7,6,11,1,6,6,5,9,8,10,20,5,14,6,8,7,4,5,9,5,7,13,3,7,4,2,6,9,5,5,13,6,4,12
5,4,7,7,4,8,5,2,9,7,9,5,14,4,5,7,5,10,7,9,2,6,6,6,5,10,9,4,25,5,2,7,9,7,4,4,13,5,23,4,6,4,3,4,8,12,5,13,7,5,6,5,13,7,6,23,4,6,7,5,11,9,2,6,3,4,5,2,11,4,5,3,6,9,5,3,37,13,7,12,4,7,4,9,4,7,4,7,4,8,4,7,4,11,9,2,4,6,2,8,3,5,5,9,9,5,9,7,5,12,8,16,9,5,6,2,12,8,9,5,21,11,6,5,11,8,6,6,8,4,6,9,5,8,7,6,9,12,5,3,3,11,4,7,4,4,16,10,5,6,4,8,8,21,11,6,6,4,3,13,5,6,6,7,6,6,18,7,8,15,11,7,10,12,4,8,9,15,4,7,8,9,11,1,6,6,10,17,8,6,7,5,3,4,7,5,6,7,4,6,28,6,5,4,4,4,7,2,2,6,17,5,4,8,6,3,4,9,6,6,1,2,9,6,9,10,8,8,9,7,4,4,9,9,8,8,10,6,7,11,5,5,34,12,3,6,9,3,7,10,3,10,4,10,4,7,7
6,3,10,8,8,6,18,12,4,11,11,4,6,4,6,7,7,6,8,6,8,4,12,4,10,4,4,9,10,6,6,7,4,8,5,8,15,15,3,3,8,6,7,4,7,14,7,4,3,7,2,6,5,8,8,2,9,13,7,10,20,6,7,5,3,3,7,7,12,4,9,5,5,6,6,6,12,5,6,7,3,14,7,10,8,10,29,7,7,8,10,5,4,6,6,6,11,8,2,32,5,15,4,8,9,6,8,6,3,10,9,4,22,4,5,5,10,3,6,12,8,14,6,4,14,6,6,3,6,5,6,6,7,9,7,6,2,6,5,3,10,6,8,3,7,7,28,8,5,13,6,10,9,8,10,13,6,3,4,4,6,6,6,8,5,6,5,6,5,10,9,7,8,7,3,10,2,8,5,13,6,7,3,7,10,8,4,9,8,6,16,7,3,6,13,10,5,8,5,6,6,5,8,7,5,5,5,9,3,6,5,11,3,5,11,4,8,2,3,12,3,5,7,9,6,3,4,1,13,6,18,4,10,24,6,5,5,7,9,7,3,7,7,10,4,5,9,4,3,3,7,12,11,5,10,7,4
7,6,13,4,10,4,7,3,5,8,11,7,7,7,3,4,10,4,11,2,7,8,2,8,7,8,6,8,12,7,3,2,3,4,10,4,5,7,5,7,7,12,12,4,12,8,6,4,8,7,7,11,3,10,8,6,33,10,16,9,6,4,9,11,9,11,21,5,6,4,5,5,16,16,10,11,20,11,3,8,4,12,5,8,11,11,13,6,8,7,3,4,11,4,8,8,2,5,4,8,8,9,7,6,10,7,6,2,5,4,7,8,12,7,8,18,4,6,3,7,5,9,11,6,18,5,7,8,6,25,7,8,8,3,11,4,5,2,11,7,10,8,9,9,5,6,13,7,4,4,5,14,7,1,3,6,12,4,15,13,11,6,10,8,4,5,12,8,11,10,4,17,8,7,5,9,21,6,8,4,8,6,7,7,3,5,7,8,5,3,6,8,9,4,7,7,4,8,9,20,5,7,6,10,11,10,4,5,5,6,14,7,6,5,6,5,4,5,5,6,10,3,7,6,7,3,13,7,1,7,6,22,12,5,7,10,9,5,10,15,11,6,5,1,5,7,10,7,13,13,8,12,12,9,4,9,2
8,7,9,8,13,4,8,4,11,7,1,3,4,8,9,11,4,6,5,5,5,9,5,8,7,8,6,7,8,5,7,6,10,20,3,10,5,1,8,6,5,4,5,5,6,9,10,10,13,6,10,5,9,6,2,11,7,6,13,8,5,9,6,6,12,11,5,11,9,6,6,19,3,6,10,5,8,7,12,7,7,10,10,6,7,10,6,8,11,10,2,6,4,6,6,14,7,3,3,7,5,7,8,5,5,9,6,6,3,8,7,6,10,12,9,2,5,8,9,4,5,14,6,6,6,25,5,8,11,10,3,4,8,9,8,9,4,11,7,7,7,5,8,12,5,3,6,5,5,10,5,1,8,8,6,3,5,6,11,11,7,5,7,11,5,6,10,10,9,7,9,6,11,12,0,16,11,6,7,7,15,7,4,11,9,3,7,16,2,7,8,6,6,2,7,4,8,9,12,6,28,5,6,8,5,4,6,10,13,6,6,11,7,5,5,7,10,6,8,10,5,10,5,7,8,7,5,5,8,7,5,5,5,7,4,5,11,5,5,6,6,5,5,17,7,9,7,14,6,13,5,7,9,9,11,3,7
9,10,3,5,9,8,7,8,8,7,5,9,7,7,9,4,0,7,5,8,5,7,12,8,12,1,7,11,12,4,2,11,7,7,22,6,17,6,8,6,3,7,8,7,7,4,7,1,8,9,4,6,10,6,6,9,10,7,6,22,8,8,4,5,7,5,12,3,9,8,4,5,4,5,13,2,3,6,5,22,12,9,10,3,7,6,4,7,4,2,11,7,5,12,2,4,4,5,9,6,6,2,16,8,17,5,8,5,5,6,10,8,9,8,5,6,4,9,4,3,5,7,4,13,4,6,8,5,9,4,5,10,14,6,6,8,8,8,9,8,4,16,6,7,3,6,5,8,12,9,16,3,6,10,11,6,9,4,4,9,1,5,1,8,6,8,7,8,9,6,3,3,7,8,7,12,7,7,8,13,4,5,5,4,9,5,8,8,7,6,4,7,4,7,4,6,7,6,32,8,4,13,7,9,10,9,12,10,6,6,10,11,17,8,8,6,4,7,6,8,3,9,9,1,2,4,5,7,6,12,7,9,7,9,7,7,35,7,5,3,12,7,5,7,9,8,3,3,2,7,6,12,7,8,7,4,5
