,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,5,6,2,4,13,8,3,3,9,5,6,5,4,7,1,9,6,6,8,5,6,3,10,2,6,4,7,6,6,3,4,2,4,8,3,2,5,6,5,2,2,2,1,6,8,2,6,5,5,8,6,3,8,7,3,8,8,4,8,5,2,3,5,8,13,4,7,5,5,6,6,5,5,9,6,2,7,6,4,6,6,0,4,3,4,2,4,5,2,3,4,3,2,4,8,1,7,4,1,9,2,7,5,2,3,24,2,5,2,3,4,2,7,5,9,7,2,6,3,8,4,8,7,3,15,2,3,9,7,2,5,6,5,10,4,3,6,8,4,3,11,7,3,11,4,9,3,3,3,7,10,6,4,6,24,3,4,6,4,3,5,4,2,3,5,5,2,4,5,2,2,4,2,6,7,9,5,2,9,4,1,5,7,8,9,7,5,4,0,10,4,5,6,5,6,1,2,6,5,4,5,2,4,5,6,7,4,5,10,3,9,3,1,7,5,5,5,7,5,4,5,5,6,4,6,6,6,2,6,9,9,8,5,4,3,2,4,3,5,12,7,7,4,2,7,5,17,2,6,3,3,4,5,6,4,8
1,6,5,2,2,9,4,5,2,4,2,3,5,7,25,2,3,2,6,3,2,6,7,2,16,5,2,7,5,9,3,4,7,3,3,7,7,6,4,3,8,4,8,4,6,2,1,7,3,4,7,4,3,8,7,26,16,10,4,5,2,5,2,1,6,9,1,3,4,4,6,5,0,4,3,8,3,9,8,3,3,5,7,6,2,6,5,5,3,9,3,8,7,6,5,3,6,5,2,4,6,4,4,18,9,2,4,4,4,4,4,5,10,8,2,6,2,6,6,8,3,16,3,10,5,3,4,3,4,5,3,2,6,5,4,6,4,3,9,7,12,3,8,2,10,7,7,0,7,9,5,5,8,4,4,1,5,4,3,4,6,7,5,5,7,3,3,5,16,4,7,3,6,3,1,6,3,8,4,7,5,14,6,2,4,6,3,4,1,2,2,3,6,7,10,2,4,2,8,7,10,6,8,4,10,4,3,5,7,4,2,8,4,6,10,6,7,10,4,9,7,7,4,8,5,9,10,6,9,3,2,4,4,7,4,11,6,2,6,3,2,4,6,4,14,9,6,5,3,1,6,4,9,15,5,6,4
2,6,3,8,8,6,5,4,1,8,7,4,9,2,12,4,5,3,8,27,4,4,4,5,4,5,1,5,7,3,11,5,1,8,7,4,9,11,6,9,7,6,6,0,3,4,10,9,4,3,6,10,8,6,3,6,7,2,4,9,5,3,6,3,8,6,3,2,9,14,3,20,5,4,5,7,3,5,2,6,5,8,8,5,7,4,3,3,5,2,8,4,5,7,6,6,1,1,0,3,3,5,3,2,2,5,3,3,7,7,2,5,5,3,5,9,3,4,7,7,8,4,2,5,9,4,9,3,10,7,5,7,8,7,6,9,4,2,1,5,5,3,12,7,10,6,11,7,2,8,7,4,4,1,6,6,6,5,7,9,5,0,5,4,9,2,11,8,7,12,3,8,12,4,9,5,1,2,3,8,5,3,3,7,5,1,8,3,8,3,7,3,5,7,11,3,4,6,0,4,20,5,1,17,8,4,8,6,4,5,4,1,2,4,24,4,7,1,4,28,6,7,5,4,3,3,3,4,4,9,7,7,4,3,4,11,3,7,4,4,17,5,6,5,5,5,4,5,6,7,5,3,4,5,4,7,3
3,7,5,5,9,4,4,4,4,9,5,4,7,1,7,6,6,3,4,6,8,7,9,6,8,23,5,3,3,3,2,6,7,5,4,5,8,6,11,1,5,2,5,2,3,22,4,6,6,6,7,6,3,8,5,7,4,13,4,19,7,10,9,7,2,7,8,2,2,1,3,2,4,5,7,5,7,4,7,9,6,4,0,3,9,2,3,5,2,4,10,6,4,5,3,8,6,3,11,4,4,4,9,4,4,4,11,1,2,7,4,7,5,0,2,8,4,5,3,4,2,3,8,3,6,8,5,8,3,5,6,9,0,6,1,4,10,6,6,4,3,6,8,5,3,1,6,3,6,4,3,3,8,6,3,17,4,5,2,4,2,3,5,7,6,11,5,9,5,15,6,2,1,5,3,16,3,7,20,4,4,2,6,5,7,2,4,0,9,4,2,5,3,1,4,8,7,4,0,6,3,3,4,3,0,7,12,10,2,5,3,3,7,9,4,4,3,12,7,5,12,2,4,5,0,6,2,2,5,5,4,10,6,5,4,4,3,5,8,5,5,8,6,7,6,6,4,8,3,2,4,3,4,3,5,6,1
4,6,5,3,14,5,7,3,9,4,5,4,6,6,7,6,3,5,4,5,7,6,5,6,6,10,5,6,21,7,5,5,13,7,1,5,4,3,5,17,7,5,2,2,2,3,3,7,5,4,1,2,2,3,5,4,3,3,5,3,6,4,7,6,4,4,15,3,9,3,6,8,4,9,4,9,1,7,6,6,2,2,5,0,11,7,5,7,6,6,3,7,8,7,4,6,2,4,3,3,4,8,4,9,7,11,3,3,2,3,4,2,3,12,5,5,2,4,3,2,5,4,3,4,2,4,5,4,4,5,5,7,7,6,6,5,6,8,0,12,5,4,6,9,7,2,5,6,6,4,5,3,4,4,6,2,8,6,5,3,5,6,5,3,5,3,11,4,11,9,7,3,6,7,5,7,4,7,6,6,3,4,9,2,5,8,6,0,4,3,5,6,7,12,1,9,7,1,8,4,10,8,4,25,4,5,8,3,28,3,1,5,5,10,10,3,5,3,2,9,5,4,14,6,3,10,8,10,10,3,2,8,3,5,5,7,6,4,9,9,3,4,11,2,6,4,2,3,4,5,3,4,5,6,27,4,6
5,8,2,2,5,4,7,3,2,6,5,5,6,3,8,9,1,2,5,4,4,6,5,3,7,3,9,8,6,5,4,6,8,6,3,4,4,4,6,2,7,6,9,9,5,9,6,3,12,3,4,9,3,5,9,8,5,3,7,5,7,3,5,3,10,3,6,2,4,6,7,6,7,4,5,24,4,2,7,10,6,5,6,8,7,4,3,4,9,5,5,3,4,2,7,12,8,3,4,2,2,6,6,4,2,1,7,5,5,9,5,3,3,8,4,4,5,5,12,4,6,12,6,6,8,8,4,6,4,5,6,6,4,5,8,7,3,5,7,4,7,7,4,4,6,3,4,7,6,7,6,8,5,3,6,8,5,7,9,5,7,4,8,5,6,10,4,6,7,4,8,8,6,7,2,5,19,11,7,4,8,9,6,8,6,3,6,2,4,9,4,9,5,5,3,5,6,18,11,7,2,7,3,8,14,4,5,13,10,3,7,4,4,8,0,3,5,5,1,3,2,11,5,7,1,2,5,8,4,1,2,5,5,6,0,4,3,5,4,4,5,7,11,3,4,1,9,3,3,3,2,5,8,6,5,12,2
6,3,2,27,3,5,4,21,4,4,4,9,6,7,4,2,7,6,8,2,12,4,8,4,3,1,7,4,1,8,5,3,8,1,2,4,3,6,3,3,14,5,1,3,4,3,11,4,1,2,12,2,8,4,11,2,6,2,3,3,3,4,4,4,4,2,2,5,5,1,7,3,9,1,2,2,3,2,7,6,6,6,6,3,7,5,10,4,6,6,6,5,5,7,5,9,5,2,5,7,11,7,14,4,4,6,5,3,1,3,8,2,3,19,2,5,6,5,4,2,4,5,5,7,1,8,5,5,5,3,10,4,11,1,0,7,6,24,7,7,7,5,8,16,6,3,4,5,8,4,7,3,5,6,4,4,6,4,9,8,4,9,2,6,5,6,6,6,5,0,6,5,2,3,9,4,4,7,5,9,6,10,3,3,7,6,3,5,2,2,2,19,6,3,8,4,0,1,6,6,4,7,5,5,3,3,5,5,4,10,6,6,8,3,5,3,3,4,6,4,2,8,8,2,2,2,11,4,1,19,9,3,3,4,5,3,9,7,4,7,3,2,6,4,5,11,7,6,2,3,7,6,4,5,6,4,1
7,5,3,2,3,3,4,2,7,1,3,3,8,6,4,7,4,2,2,5,6,7,17,4,6,1,6,6,3,5,5,7,5,3,3,4,4,3,7,5,7,0,4,2,6,3,12,6,1,9,7,2,2,11,7,4,3,3,1,2,9,4,4,6,9,3,9,5,4,6,2,7,8,6,2,4,8,10,1,2,3,7,1,3,5,9,6,5,8,6,7,0,5,7,2,2,3,0,5,5,8,6,3,6,2,2,8,5,5,5,3,4,8,5,10,1,3,5,4,1,0,4,5,5,5,11,5,7,5,5,9,2,2,3,11,4,1,1,0,4,10,4,8,3,1,4,3,5,3,6,4,3,3,0,8,3,6,6,3,4,8,11,5,6,3,4,5,9,3,2,5,4,3,5,23,6,7,4,8,1,7,4,9,4,4,4,2,4,7,2,6,4,7,17,5,3,7,11,7,3,6,8,12,7,6,9,5,8,9,3,2,5,3,4,7,5,9,4,6,6,5,3,5,1,5,1,6,3,6,10,2,11,4,7,5,6,6,7,7,1,6,10,5,4,3,10,2,3,3,6,4,4,9,7,6,4,3
8,10,3,5,9,4,5,4,9,2,4,7,3,7,5,3,3,10,9,3,4,1,8,3,3,5,2,16,3,2,3,3,4,10,3,4,3,5,11,4,4,4,1,6,6,6,8,4,7,3,6,4,10,2,5,6,2,7,9,9,4,3,13,9,3,7,2,7,1,7,3,3,5,5,5,4,4,4,5,8,7,3,2,4,7,2,3,3,3,7,11,9,3,3,6,18,12,3,0,6,6,2,8,4,5,3,8,6,11,6,8,2,6,5,5,4,2,3,1,8,4,5,3,18,6,2,4,5,5,6,7,3,2,11,8,4,2,3,1,10,5,4,5,11,5,21,8,6,4,2,5,5,17,3,10,5,3,23,11,3,7,4,9,6,12,4,5,2,3,1,6,4,6,6,4,3,4,6,4,2,5,3,5,3,1,12,6,2,1,9,2,5,7,2,3,7,7,3,5,0,4,5,6,9,5,9,4,1,5,5,5,5,5,2,6,4,6,10,7,5,1,1,8,3,3,6,3,4,3,3,4,3,5,11,7,5,4,2,12,3,6,4,6,5,3,5,7,14,5,6,8,7,7,6,2,6,3
9,10,8,6,1,3,3,5,8,2,2,4,6,3,3,7,5,3,5,5,3,4,11,8,6,9,5,12,0,7,6,2,4,1,10,4,3,3,9,7,4,6,6,4,4,6,5,5,10,2,3,3,9,9,6,5,6,1,8,5,5,1,6,3,8,5,11,6,4,4,6,5,14,5,7,5,1,2,5,7,6,2,10,2,5,3,6,6,2,5,3,2,4,3,1,6,8,3,9,4,5,2,8,0,4,4,6,23,5,7,8,5,4,7,5,4,7,8,3,11,3,3,4,7,8,1,3,3,6,6,4,6,4,7,7,3,7,8,4,6,3,14,4,3,3,4,6,5,3,3,5,6,4,7,6,6,8,4,1,4,3,4,3,5,3,3,3,2,7,4,6,5,2,11,5,8,6,12,6,2,3,3,4,9,4,12,4,7,13,3,3,11,7,13,3,5,1,2,5,8,3,3,4,4,5,7,7,9,27,7,5,3,4,3,3,3,5,4,6,3,4,6,8,1,6,1,4,6,8,2,8,7,2,1,7,2,3,2,9,7,1,7,2,3,4,6,4,6,3,5,5,6,7,1,2,0,5
