,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,27,22,25,15,21,15,18,19,18,18,28,14,13,19,20,17,24,25,19,23,17,16,19,17,22,17,25,24,17,15,28,20,13,17,20,17,19,11,20,18,20,18,35,22,18,19,24,19,20,32,18,36,24,23,20,14,24,25,22,18,16,21,23,21,24,16,12,21,27,18,25,18,19,28,16,11,14,32,18,18,21,20,27,12,13,15,16,23,13,20,16,24,10,28,26,29,26,10,24,25,25,24,27,10,23,17,21,39,20,18,23,18,33,22,23,15,11,22,23,38,17,19,20,15,26,21,24,28,26,22,12,12,25,21,28,23,18,17,16,24,15,17,16,18,15,22,17,28,12,13,19,15,17,24,24,17,20,24,17,20,24,25,20,32,19,22,19,23,13,25,21,22,24,16,16,15,18,27,18,16,15,18,19,13,34,18,16,22,19,24,17,28,25,31,19,21,11,23,20,18,15,20,20,17,17,28,23,11,20,25,15,16,21,17,17,13,17,21,29,26,22,17,22,17,18,22,14,21,19,33,26,24,21,9,23,18,23,26,16,14,13,14,20,11,22,22,17,19,11,20,16,17,14,22,24,16
1,18,15,16,14,28,26,18,16,18,18,24,23,21,19,12,15,20,26,23,19,24,32,14,25,26,26,18,12,18,20,19,21,20,15,21,36,34,33,22,29,13,17,28,24,23,20,18,22,18,18,23,13,23,23,13,24,25,21,19,24,24,20,21,23,15,23,26,21,21,16,22,33,14,23,25,20,15,16,25,20,21,24,21,19,23,20,36,23,32,31,18,21,29,30,21,13,21,27,23,18,17,15,22,30,17,28,20,16,15,24,15,11,17,19,19,26,26,17,19,15,18,23,23,27,26,21,15,15,16,24,25,26,34,25,20,18,17,24,10,12,21,19,15,16,25,17,21,28,15,31,25,16,27,25,18,28,28,16,28,28,26,26,19,26,21,31,13,19,33,18,24,19,19,17,27,20,22,16,24,17,31,23,9,17,16,17,20,19,23,38,21,18,24,19,18,21,11,28,14,14,23,15,31,19,23,15,30,38,21,17,25,22,23,31,19,17,22,17,18,17,27,21,20,23,18,17,18,27,17,25,27,15,32,19,11,20,26,24,25,26,24,17,22,16,13,24,17,29,16,17,12,24,15,15,14,26
2,23,28,27,16,18,27,11,23,23,39,20,23,17,11,27,26,19,16,20,25,12,30,21,15,16,24,16,13,21,18,20,31,19,26,27,27,28,26,24,21,25,25,18,28,19,28,25,10,17,22,32,18,20,12,22,25,10,14,15,21,11,28,31,24,28,20,27,24,16,27,27,21,27,21,22,13,19,16,20,20,23,15,26,14,21,25,24,19,12,20,21,32,14,30,18,15,12,18,23,16,22,17,16,19,31,16,10,36,23,19,24,20,40,24,18,18,29,27,30,26,29,12,23,30,13,21,22,15,28,28,23,22,19,21,32,24,32,15,24,30,19,19,19,18,20,24,21,22,14,21,23,12,27,21,17,32,19,20,30,21,24,24,21,25,20,26,13,22,27,25,31,22,20,25,21,21,21,11,12,21,17,13,18,21,13,20,24,18,16,20,15,23,17,26,29,16,22,18,30,30,16,19,20,15,21,22,18,15,18,18,14,23,18,22,14,27,21,15,18,25,20,24,17,21,22,21,24,21,20,17,16,25,17,37,20,22,26,25,20,21,33,31,20,14,21,16,13,20,15,33,17,19,16,26,23,20
3,19,10,27,16,11,21,18,37,26,19,26,19,30,23,14,25,20,16,17,20,15,19,21,22,30,31,14,28,29,22,26,17,20,30,32,27,16,13,19,19,21,23,20,18,14,18,20,27,21,17,16,18,18,16,26,18,10,20,28,25,21,21,32,20,15,25,24,17,26,20,24,12,16,16,33,16,27,27,23,16,22,24,19,17,17,16,30,15,14,14,21,37,22,28,19,23,37,19,15,25,33,16,30,16,19,20,22,22,27,16,23,14,9,17,15,16,15,16,27,28,28,29,20,19,23,18,18,17,21,24,22,19,26,17,35,20,18,23,12,22,21,18,17,19,18,30,21,21,28,16,20,19,22,14,22,12,22,21,18,26,19,30,34,16,21,15,27,18,22,32,19,24,21,19,16,15,16,17,20,20,25,32,19,23,18,16,20,22,18,39,26,23,22,27,19,29,23,13,37,23,23,21,11,33,16,30,20,38,15,24,17,13,25,18,26,22,22,20,18,20,19,22,24,18,21,21,22,24,23,26,22,19,18,13,24,24,28,17,16,16,23,24,27,30,22,21,15,19,24,21,22,21,24,26,26,21
4,17,21,31,22,22,16,18,28,18,24,16,23,31,13,28,21,27,17,21,17,18,17,19,25,14,20,18,17,18,14,25,16,29,28,18,12,19,9,25,10,18,22,35,10,24,21,27,19,23,41,27,23,10,19,26,30,18,32,12,20,17,16,27,24,18,11,14,14,19,16,14,23,28,12,25,38,21,40,25,13,14,18,23,16,15,24,11,20,13,21,16,15,21,26,26,22,22,19,30,23,21,23,27,20,17,13,34,20,20,15,16,22,23,20,19,30,17,30,29,14,33,13,14,21,19,12,15,17,19,32,17,19,17,17,30,24,22,25,19,20,20,10,15,17,17,26,29,36,17,27,19,19,19,18,16,17,17,22,23,16,23,19,25,25,28,30,19,24,28,20,16,24,27,13,21,14,20,15,20,24,21,18,16,14,33,16,19,16,19,23,35,17,22,8,21,18,20,15,34,16,18,15,33,18,29,33,26,18,23,29,26,20,15,22,19,28,35,20,13,15,12,24,16,18,25,19,18,29,21,19,8,11,25,19,20,18,32,19,20,17,17,27,28,21,17,21,28,21,27,16,23,26,11,24,10,26
5,19,11,21,18,15,17,21,23,21,17,31,11,23,21,24,19,16,21,20,17,19,19,33,19,15,23,15,18,21,23,19,25,23,13,20,23,32,12,38,19,25,22,22,31,23,26,25,24,24,9,20,14,25,31,21,17,34,20,12,17,35,31,19,22,15,11,25,19,21,26,31,17,17,33,22,19,15,18,17,20,17,20,24,30,15,31,21,12,12,14,27,21,20,20,23,17,18,12,22,22,20,31,19,13,31,12,37,19,14,20,20,18,30,25,19,13,25,16,21,12,22,23,31,16,28,23,24,12,18,23,28,12,13,21,17,17,18,28,27,15,25,29,28,18,24,13,13,24,16,16,13,14,19,29,17,18,18,19,26,13,25,21,26,25,17,16,30,29,25,31,19,19,27,25,22,21,17,29,19,15,20,21,21,20,28,27,27,22,21,28,29,17,21,23,21,13,14,21,20,22,21,30,21,12,25,23,17,21,17,31,23,22,12,26,21,12,12,11,16,24,33,36,21,13,24,15,17,17,15,19,22,15,24,33,20,26,19,20,15,25,12,13,13,26,14,20,14,17,23,17,19,13,24,21,12,16
6,23,24,20,17,20,10,20,20,21,23,22,38,22,19,27,22,13,25,33,20,21,20,9,16,13,31,21,26,27,17,22,17,25,27,19,17,19,22,27,17,15,28,21,22,35,14,21,15,15,10,27,28,17,17,21,18,23,32,29,24,26,14,15,23,26,15,26,17,25,20,21,25,18,22,23,19,17,14,20,11,21,18,12,21,25,34,25,20,32,35,19,14,9,21,25,17,16,16,26,16,17,31,19,25,15,25,24,36,17,15,16,29,27,19,23,27,20,15,13,19,20,18,15,34,15,29,15,21,31,15,15,23,24,24,15,18,18,19,15,27,29,15,18,16,15,24,15,35,20,17,21,18,31,20,14,19,17,14,19,16,18,14,22,17,25,14,17,22,25,17,21,14,18,21,18,36,29,16,13,20,23,20,24,19,30,24,24,20,19,30,21,19,20,34,29,20,20,21,15,23,29,25,24,21,34,23,21,32,25,14,22,16,12,27,14,34,25,25,30,18,14,11,20,13,16,18,16,23,18,34,22,17,19,15,25,17,28,24,24,23,20,28,24,20,22,18,21,16,24,20,19,18,14,29,27,27
7,19,19,15,19,22,20,21,16,17,12,16,21,16,15,13,15,13,20,19,19,37,18,12,25,17,29,17,15,20,14,26,15,15,22,21,14,19,25,20,17,17,29,15,23,15,18,30,13,11,22,26,21,22,27,19,23,20,15,21,12,12,21,10,13,23,27,17,12,18,26,13,19,22,24,16,13,22,12,19,25,10,26,28,26,17,18,23,22,26,17,22,25,24,26,24,26,21,20,17,11,27,24,31,14,35,21,33,17,19,33,25,22,37,20,22,15,25,23,30,37,26,19,14,15,18,24,31,25,16,23,19,19,17,16,41,21,28,26,23,16,37,32,28,18,33,18,17,18,17,17,27,23,28,19,22,28,20,32,30,14,20,20,23,17,17,22,23,28,13,18,24,27,15,19,17,18,30,27,22,12,19,26,15,15,35,24,9,12,22,14,17,28,26,24,22,16,16,16,26,20,26,16,11,32,18,17,18,31,16,17,14,27,11,30,9,20,32,17,19,17,15,17,20,25,12,26,23,17,24,21,23,11,22,23,19,34,18,28,21,33,16,22,28,24,21,20,25,32,26,21,16,22,32,26,15,20
8,18,32,16,17,13,17,20,26,30,15,13,28,19,27,15,18,23,11,15,11,18,17,20,22,22,32,13,8,40,15,14,18,11,17,18,23,21,22,19,30,24,17,16,20,29,12,32,29,24,29,32,24,16,28,20,18,12,18,16,15,10,22,18,21,17,36,30,25,17,23,30,32,16,17,20,17,26,23,13,15,18,27,14,14,12,14,18,23,22,16,13,16,23,21,14,24,22,31,23,22,20,26,18,15,27,17,13,30,19,17,12,27,26,24,21,17,17,10,20,27,12,28,25,23,24,19,38,14,11,15,20,26,32,21,23,12,19,30,23,31,23,20,26,19,16,15,21,19,20,38,12,18,15,23,24,18,24,25,22,16,19,22,22,33,27,29,15,23,8,29,16,15,37,23,28,18,16,21,19,15,19,17,24,25,15,13,23,31,23,31,20,19,19,23,20,28,14,19,21,26,18,34,19,28,25,10,14,22,22,20,25,12,13,19,14,17,26,19,24,18,33,16,21,18,23,22,26,20,21,25,30,24,28,30,34,17,17,23,9,14,38,27,24,31,10,18,16,26,17,19,17,16,15,24,27,16
9,17,30,14,20,18,12,14,32,25,17,18,13,12,25,26,16,21,22,10,22,29,23,13,20,20,25,12,17,17,24,16,11,15,19,34,31,23,20,19,21,21,20,23,14,17,28,16,20,17,24,11,19,20,24,20,17,27,25,20,23,17,21,15,16,12,11,24,13,17,16,12,33,16,17,20,24,22,23,25,23,25,18,19,21,21,23,37,16,24,29,9,27,33,25,27,18,19,18,20,19,24,22,19,18,28,25,21,21,14,22,15,12,19,18,22,22,20,14,17,19,27,25,16,16,21,14,21,23,36,21,20,19,28,18,24,19,21,13,16,17,11,23,14,16,17,31,24,28,26,19,31,20,23,20,9,16,9,27,31,27,24,32,30,15,37,28,21,17,12,19,14,17,13,21,21,22,31,24,18,28,15,25,21,19,24,31,16,18,19,27,15,20,11,20,24,18,18,15,17,21,21,24,21,26,17,16,33,15,14,24,23,18,19,37,32,19,25,19,24,18,23,23,19,19,16,17,21,32,21,11,14,27,18,22,26,20,22,22,15,13,24,19,15,25,18,28,23,18,17,11,27,32,14,22,21,13
