Element,Count
3,36133
6,30225
6 3,21139
11 6,12769
1,9766
11 6 3,9083
1 3,6002
11,5374
1 6,5046
4,4290
11 3,3756
55,3561
1 6 3,3510
4 3,3000
55 3,2377
11 1 6,2375
4 6,2340
11 1 6 3,1774
4 6 3,1758
6 55,1749
294,1653
2,1601
490,1225
27,1195
294 3,1161
2 3,1152
7,1100
218,1055
11 4 6,979
64,930
6 294,890
6 2,882
11 1,880
73,849
91,838
11 4 6 3,809
11 6 55,784
4 1,754
218 3,743
6 294 3,743
3 7,734
27 3,730
218 6,699
6 7,690
6 2 3,673
138,666
490 6,661
77,648
3 73,642
316,628
11 6 55 3,620
1 55,605
3 64,556
6 3 7,538
490 6 3,515
27 6 3,498
218 6 3,487
4 1 3,486
3 316,485
6 64,480
6 73,479
446,461
148,453
145,451
993,433
3 77,433
648,432
6 91,424
11 6 2,422
246,416
138 3,413
5,409
152,406
1 55 3,405
11 6 294,402
91 3,401
269,399
4 1 6,395
6 77,393
6 3 73,393
278,390
6 3 64,388
11 4,388
11 6 77,384
1751,380
6 138,370
11 6 2 3,366
11 6 7,359
11 6 294 3,345
18,345
6 316,341
1 6 55,332
6 138 3,330
3 446,313
11 4 3,313
6 3 77,311
11 6 3 7,297
11 6 138,296
11 6 3 77,295
1 2,291
269 3,290
4 1 6 3,280
11 27 6,275
11 55 3,271
303,268
6 3 316,263
4 55,261
6 446,260
215,259
3 278,259
69,257
1 294,249
6 91 3,247
6 278,247
11 6 64,247
145 3,246
993 3,245
246 6,243
69 11 6,242
11 27 6 3,236
3 148,235
11 218 6 3,234
1 294 3,232
648 3,231
215 3,230
1 7,228
11 6 3 64,228
1 6 55 3,226
6 3 446,222
145 6,221
11 6 73,220
152 3,219
1751 3,219
4 55 3,218
303 3,216
11 6 138 3,216
273,214
490 1,214
5 6,210
6 148,208
83,206
6 18,206
1 218,205
6 215,202
136,202
27 1,201
18 3,197
5 3,197
6 993,192
11 218 6 148,191
6 152,190
648 6,185
11 4 1 6,183
1 138,180
1 2 3,180
6 3 148,179
11 6 316,179
269 6,177
737,176
11 6 737,176
11 6 3 73,174
69 3,174
3 737,173
1 64,171
269 6 3,171
69 11 6 3,166
17,165
4 6 55,164
1 218 3,164
1 91,163
11 1 6 55,161
1 6 2,160
6 215 3,160
40,159
6 504,158
490 1 3,156
6 590,156
11 6 83,155
11 6 3 316,155
69 6 3,155
6 737,154
635,153
27 1 3,150
1 73,150
11 490,149
11 6 215,149
6 3 278,149
6 83 3,149
273 3,149
1 3 7,149
11 6 446,149
509,148
1164,148
1 6 294 3,146
3 136,146
11 6 91,145
3589,144
145 6 3,144
1779,143
987,143
54,143
6 303,142
4 2,142
6 83,141
1017,140
146,139
11 218 6 3 148,139
1 218 6,138
314,138
11 294,137
11 4 1 6 3,135
11 6 3 737,135
1 6 2 3,135
82,134
6 3 737,134
11 1 6 55 3,134
6 273,133
3620,133
1105,132
1490,132
4 490,131
11 6 3 446,131
2309,130
1 77,130
622,129
40 3,129
616,128
1850,128
275,127
27 1 6,127
4315,127
218 6 148,127
1 3 73,126
288,126
269 11 6 3,125
11 6 667,125
1059,125
217,124
3347,124
2895,124
1078,123
6 136,123
605,123
640,123
11 6 136,123
3764,122
1637,121
17 3,121
1 6 3 7,120
1177,120
6 152 3,119
607,119
6 18 3,119
55 294,119
1 316,119
4 294 3,118
2081,118
1 6 64,118
4035,118
2324,118
849,118
269 11 6,118
3090,117
483,116
1581,115
1039,115
1777,115
5 6 3,115
11 3 7,114
922,113
6 303 3,113
11 5 6,113
4426,112
11 27,111
1056,111
490 1 6 3,110
11 2 3,110
640 3,110
635 3,110
11 6 91 3,110
3347 3,109
6 504 3,109
52,108
1039 3,108
11 7,108
295,107
11 648 6,107
987 6,107
14,107
11 218,106
6 993 3,106
656,106
70,106
799 3,106
535,105
145 11 6,105
11 6 278,104
2895 3,104
1 218 6 3,104
3001,104
2081 3,103
621 3,103
72,103
11 6 148,103
617,103
483 3,103
1599,103
52 3,103
251,103
801,103
3181 3,102
11 6 378 3,102
3315 3,102
11 3 73,101
622 3,101
145 1,101
11 6 993,101
987 3,100
1 6 73,100
2344 3,100
3620 3,100
11 6 83 3,100
11 6 590,99
4 6 294 3,99
1180 3,99
928,99
1 6 77,99
1180,99
288 3,99
4035 3,98
11 6 662 136,98
670,98
135,98
17 6,98
3315,98
485,97
3826 3,97
1 91 3,97
3003,97
11 6 916,96
490 1 6,96
323 3,96
3 14,96
11 40 6 3,96
11 40 6,95
4 218,95
11 73,95
1 6 91,95
11 77,95
314 6,95
1 3 316,95
880,95
638 3,94
4 27,94
11 6 3 667,94
1 6 138 3,94
1 1751,94
11 316,94
11 1 6 294 3,94
849 6,94
2324 3,94
293 3,94
1164 3,94
1056 3,94
1059 3,93
6 3 136,93
1 446,93
291,93
218 6 3 148,93
1855,93
275 3,93
3764 3,93
4 6 2,93
3001 3,93
584,93
1177 6,93
205,93
1581 3,93
509 3,92
4 73,92
55 294 3,92
1 3 77,92
502,92
293,92
1596 3,91
484 3,91
4 64,91
648 6 3,91
616 3,91
11 1 55,90
3181,90
291 3,90
11 91,90
2009 3,90
4 490 3,89
1779 6,89
323,89
607 3,89
3 667,89
1 993,89
849 3,88
490 55,88
11 6 3 148,88
82 3,88
488 3,88
4 3 7,87
490 55 3,87
4 218 3,87
677,87
11 1 6 77,87
2985 3,87
218 55,87
6 14,87
1 152,86
11 490 3,86
27 1 6 3,86
1637 3,86
11 6 3 136,86
146 3,86
1855 3,86
3356 3,86
269 1,86
605 3,86
2344 6,86
3 205,86
11 6 18,85
643 3,85
2247 3,85
612 3,85
643 6,85
1599 3,85
4 27 3,84
11 6 152 3,84
11 3 77,84
4426 3,84
801 3,84
617 3,83
612,83
2895 6,83
987 6 3,83
928 3,83
11 6 303 3,83
749 3,83
1065,82
55 7,82
11 6 303,82
487 3,82
509 6,82
4 3 73,82
246 11 6 3,82
11 6 438,82
922 3,82
3090 6,81
40 6 3,81
11 6 378,81
4 6 294,81
622 6,80
2009 6,80
378 3,80
1177 3,80
499,80
11 6 993 3,80
4 1 55,80
880 3,79
535 6,79
801 6,79
1 6 3 73,79
217 6,78
640 6,78
52 6,78
1078 3,78
2344,78
502 6,78
1777 3,78
11 1 6 2 3,78
621 6,78
295 6,77
275 6,77
4 3 64,77
1490 3,77
54 6 3,77
1581 6,77
1017 3,77
799 6,77
1855 6,77
314 6 3,77
55 64,77
633,76
3347 6 3,76
1489,76
532 6,76
2 55 3,76
3181 6 3,76
11 6 273 3,76
3 86,76
1164 6,76
3 677,76
502 3,76
1 6 3 64,76
6 55 294 3,75
488 6,75
378,75
4315 3,75
3001 6,74
922 6,74
2186 3,74
1637 6,74
3826 6,74
70 6,74
56,74
72 3,74
4 490 6,74
4426 6,74
1059 6,74
11 6 3 278,73
4 6 3 7,73
3181 6,73
3317 6,73
27 55 3,73
3315 6 3,73
1 6 316,73
1 6 3 77,73
11 1 6 64,73
617 6,73
11 4 6 55 3,73
2324 6,73
11 27 1 6,73
11 1 6 138 3,72
11 3 316,72
656 3,72
290,72
4 91,72
3620 6,72
11 648 6 3,72
1596 6 3,72
1 3 278,72
4 77,72
1 648,72
1144,72
621 6 3,72
82 6,72
146 6,71
11 6 590 3,71
1065 3,71
1596 6,71
2 294,71
616 6,70
1057 6,70
4426 6 3,70
2247 6,70
4 138,70
54 6,70
1007,70
11 6 504 3,70
1 215,70
6 662 136,69
6 135,69
622 6 3,69
880 6,69
69 1,69
251 3,69
11 6 56,69
607 6,69
1777 6,69
11 314 6,69
6 3 667,69
288 6 3,68
4 6 73,68
2309 6,68
323 6,68
55 138,68
218 148,68
605 6,68
11 993,68
2324 6 3,68
1490 6,67
1 6 91 3,67
4315 6,67
4 27 6,67
1770,67
86,67
11 1 55 3,67
78,67
2344 6 3,67
916,67
323 6 3,67
897,66
4 6 2 3,66
11 1 218 6 3,66
11 138,66
638 6 3,66
1105 3,66
39,66
3 644,66
3356 6 3,66
6 677,66
11 6 135,65
55 91,65
880 6 3,65
1 590,65
509 6 3,65
1997,65
483 6,65
1118,65
514,65
269 1 6,65
6 55 7,65
55 77,65
6 2 55 3,65
6 667,65
1039 6 3,64
2 7,64
4 6 3 64,64
1599 6,64
11 1 6 215,64
532 6 3,64
6 3 662 136,64
11 4 6 2,64
4035 6 3,64
1023,64
1017 6,64
1490 6 3,64
438,64
4 218 6 3,64
11 987 6,64
3 438,64
488 6 3,64
3764 6 3,63
1 303,63
