Element,Count
3,36133
6,30225
6 3,21139
11 6,12769
1,9766
11 6 3,9083
1 3,6002
11,5374
1 6,5046
4,4290
11 3,3790
55,3561
1 6 3,3544
4 3,3000
55 3,2377
4 6,2377
11 1 6,2375
11 1 6 3,1793
4 6 3,1790
6 55,1749
294,1653
6 55 3,1416
490,1225
27,1212
294 3,1196
2 3,1152
7,1100
218,1055
11 4 6,991
64,943
11 1,914
6 294,890
73,886
6 2,882
91,838
11 4 6 3,809
490 3,799
11 6 55,791
6 294 3,783
218 3,780
4 1,754
3 7,734
27 3,730
218 6,714
6 7,704
3 73,673
6 2 3,673
490 6,672
11 6 55 3,661
316,660
77,648
11 1 3,623
1 55,619
3 64,590
6 3 7,564
490 6 3,525
6 64,517
4 1 3,516
6 73,509
27 6 3,503
3 316,497
446,489
218 6 3,487
148,465
145,460
6 91,446
993,442
3 77,440
269,435
11 4,432
138 3,427
1 55 3,423
152,423
11 6 294,422
11 6 2,422
246,416
5,415
91 3,412
6 3 73,408
4 1 6,395
6 77,393
278,390
11 6 77,389
11 6 2 3,381
1751,380
6 138,370
11 6 294 3,364
11 6 7,359
6 316,349
18,345
6 138 3,343
1 6 55,332
11 4 3,332
3 446,331
11 490 6,314
6 3 77,311
269 3,306
1 2,300
11 6 3 7,297
6 3 316,292
11 490 6 3,291
11 27 6,287
6 446,281
4 1 6 3,280
11 55 3,277
11 218 6 3,274
4 55,273
69,268
145 3,266
215,259
3 278,259
490 1,254
246 3,252
1 294,249
273,249
215 3,248
6 278,248
648 3,247
11 6 64,247
11 6 3 64,247
11 27 6 3,243
69 11 6,242
83,241
6 3 446,241
4 55 3,239
1751 3,235
3 148,235
11 6 73,233
152 3,233
5 3,232
5 6,230
6 993,229
6 91 3,227
1 6 55 3,226
6 1751,226
11 6 138 3,222
246 6,218
11 6 316,218
11 4 1 6,217
27 1,215
6 215,214
136,212
6 148,208
737,207
69 6,204
69 11 6 3,203
11 6 3 73,203
18 3,197
6 3 148,195
11 218 6 148,191
303 3,190
1 64,189
1 138,189
4 294,187
1 6 294,186
648 6,185
269 6 3,185
3 737,182
11 6 737,182
6 215 3,181
6 3 278,181
6 303,180
6 504,178
1 218 3,178
269 6,177
11 6 3 316,173
504 3,172
1 6 2,171
1 91,171
17,171
11 6 83,170
40,170
509,170
27 1 3,168
273 3,166
1 6 294 3,164
635,164
11 490,162
6 18 3,158
1164,157
6 83,156
1779,156
6 590,156
1017,155
490 1 3,155
3589,154
616,153
40 6,153
6 273,152
4426,151
54,150
1 73,150
11 6 215,149
1 3 7,149
146,148
1 218 6,147
6 3 737,146
11 6 91,145
1 6 2 3,145
2895,145
643,144
4315,143
2309,143
1180,143
145 6 3,143
217,143
11 1 6 55,143
1 77,142
4 490,141
27 1 6,141
484,140
1 3 73,140
638,140
656,140
40 3,139
288,139
1850,139
485,139
1059,139
749,138
2081,138
1490,138
82,138
1 6 7,138
3620,138
11 294,137
269 11 6 3,137
4 7,137
488,137
621,137
11 294 3,136
617,136
622,136
275,136
11 6 3 446,135
1 6 138,135
11 2 3,135
640,135
11 4 1 6 3,135
1177,134
55 294,134
72,132
6 303 3,132
1637,131
4035,131
1078,131
69 6 3,130
2247,130
6 378,130
1 316,129
314 3,129
4 294 3,129
502,129
11 40 6,129
6 136,129
799,128
487,128
1 6 64,128
218 6 148,128
605 3,128
17 3,128
1855,127
269 11 6,127
1 6 3 7,127
880,126
490 1 6 3,126
11 6 215 3,126
1057,126
3003,125
6 993 3,125
40 6 3,125
2324,125
490 1 6,125
4 2 3,125
849,124
52,124
648 6 3,123
11 6 91 3,123
11 490 3,123
928,122
4426 3,121
612 3,121
11 648 6,121
1 138 3,121
6 504 3,121
246 11 6,121
532 3,121
640 3,120
2895 3,120
3090 3,120
1 6 73,119
635 3,119
1039 3,118
1017 3,118
1056,117
11 6 303,117
2344 3,117
217 3,116
145 11 6,116
251,116
1 278,116
6 273 3,116
801 3,115
5 6 3,115
535,115
749 3,114
1 3 316,114
3620 3,114
70,113
288 3,113
2186 3,112
52 3,112
11 6 83 3,112
1180 3,112
378,112
3 14,111
4 6 294 3,111
11 27,111
1 648,110
3315 3,110
2344,109
6 667,109
612,109
55 294 3,109
987 3,109
2 55 3,109
4035 3,109
11 6 3 278,109
1850 3,108
922 3,108
11 6 438,108
1 91 3,108
6 590 3,108
11 3 73,108
1599 3,108
11 6 916,108
3826 3,108
11 6 993,108
1059 3,107
11 6 3 737,107
14,107
1177 6,107
1 18,107
2985 3,107
4 6 2,107
638 3,107
1056 3,106
251 3,106
1057 3,106
3356 3,105
607 3,105
485 3,105
3317 3,104
4 73,104
1596 3,104
11 6 278,104
11 314 6,104
2009,104
218 6 3 148,104
801,103
643 3,103
2324 3,103
5 1,103
1581 3,103
4 218,103
1599,103
11 6 3 667,102
3764 3,102
246 11 6 3,101
616 3,101
584,101
11 4 1,101
1637 3,100
11 6 3 148,100
11 6 3 135,100
11 40 6 3,99
509 3,99
487 3,98
3001 3,98
3315,98
4 6 7,98
1059 6,97
378 3,97
11 1 6 2 3,97
622 6,97
509 6,97
638 6,96
4 490 3,96
2985,96
269 1,96
1105 6,96
11 6 18 3,96
490 55 3,96
617 3,95
4 3 7,95
644,95
27 55,95
677,95
4 3 64,95
11 6 273 3,93
291,93
11 316,92
499,92
11 1 218 6,92
11 1 6 3 7,92
3181 6 3,92
6 3 14,92
11 3 7,92
849 3,92
1 148,91
246 1,91
3315 6,91
11 6 90,91
218 55 3,90
3181,90
799 6,89
323,89
487 6,88
3090 6,88
3 438,88
3181 6,87
54 6 3,87
3356 6 3,87
146 6,86
2247 6,86
2 294,86
3826 6,85
1779 6,85
3001 6 3,85
4 6 3 7,85
6 135,85
2247 3,85
55 3 7,84
82 6,84
880 6,84
1489,83
11 138 3,83
928 3,83
640 6 3,82
1007,82
1065,82
488 6,82
3826 6 3,82
3 677,82
1 6 91 3,82
928 6,82
4315 6,81
1850 6 3,81
11 6 504 3,81
1770,81
69 1,80
1637 6 3,80
621 6 3,80
633,79
3001 6,79
1 83,79
4 6 2 3,79
880 3,79
6 677,78
11 2186 6,78
3090 6 3,78
1078 3,78
3347 6 3,78
11 490 1 6,78
27 55 3,78
293 6,77
4035 6 3,77
1059 6 3,77
487 6 3,76
485 6,76
11 6 633,76
502 3,76
54 6,75
11 640 6,75
55 91,75
1 6 446,73
291 6 3,72
2324 1,71
490 6 55,71
506 11 6,71
1 504,71
135,71
799 6 3,71
2342,70
4 590,70
880 6 3,69
607 6,69
3 135,68
4 64,68
490 2,68
2145,67
490 7,66
1105 3,66
4 6 138,66
1 590,65
4 6 77,64
11 6 423,64
27 2,64
438,64
1056 6 3,64
145 55,63
496,62
12,62
1 993 3,61
3 49,61
1779 3,60
11 1 6 3 667,59
11 2309 6 3,59
11 1039 6,58
11 2344 6,57
3 292,57
11 5 6 3,56
11 18 3,56
11 6 435,56
211,55
605 1,54
6 747,54
6 2 55,54
2448,53
138 294 3,53
2885,53
11 504,53
1685,53
1777 1,53
6 934,52
4 136,52
536,52
11 6 901,51
1570,51
11 3 64,51
229 3,50
6 650,50
3604 6,50
11 1177 6,50
6 537,49
539,49
269 55 3,49
11 295 6 3,49
532 1 3,49
922 729,49
6 678,48
11 4426 6 3,48
11 6 838,47
278 7,47
339 11 488 6 3,46
11 6 142 3,46
145 871,46
6 3 1014,46
11 1 6 2 215 353 77,46
145 11 91 64 5141,46
4 640,45
11 6 4196 3,45
11 54 3,45
27 3 2331 7 5979 321,45
269 6 55 3,45
11 27 218 6 350 515 771 772 2281 5109 3 18502 148 667,45
11 23040 458,45
11 27 6 278 49 205 6160 3910 1507 1513,45
11 6 83 7 4380 4381 746 2396 2233 13809 2239,45
6 5560 8505,45
11 6 20962 3,45
4159,44
1 6 19702,44
11 288 6 21 358 1600 1113 158 3 587,44
11 1 6 273,44
4737,44
3361 3,44
23358,43
314 6 294 3,43
11 27 6 31259 22858,43
643 6 2123,43
6 4390 73,43
11 4 6 91,43
11 4 6 19993 294 21367 13476,43
3969 795 11 218 314 6 857 1912 845 255 229 364 25 2038 240 3394 842 2181 830 9395 3194 4472 11450 2448 15997 21718 21719 18507 7025 4990 7444 5729 8361 5634 6706 243 3376 7121 3583 5195 9248 2419 815 64 3885 4068 4069 135 148 431 3725 438 492 2303 573 916 870 10281 1566 5716 3972 2185 2096 2307 678 1014,43
4 821 3 3029,43
11 27 218 6 1568 1691 2180 25 1693 3 7142 584 1509 136 148,43
