,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,8,2,2,3,8,9,1,3,1,10,3,0,49,3,10,7,1,2,4,4,480,22,1,0,8,5,3,7,2,7,2204,1,50,3,59,5,4,2,1,245,131,4,8,0,1,1,12,10,18,6,36,1,8,3,3,2,5,13,32,3,9,367,17,23,5,6,13,10,13,3,4,2,7,7,45,1,12,8,3,8,4,105,1,34,5,3,2,2,7,41,11,7,6,5,6,1,1,6,42,2,437,22,1,8,6,3,13,4,7,4,4,92,7,7,17,78,5,150,25,7,4,7,1267,4,14,5,0,5,4,4,15,1,40,13,19,6,2,3,2,1,1,20,6,0,4,6,10,2,1,3,3,2,4,52,418,4,3,9,4,2,1,6,150,16,4,0,2,5,11,3,4,4,15,1,137,2,0,87,1,7,16,3,5,4,29,15,6,77,100,23,8,3,62,5,12,4,34,27,1,2,1,5,3,4,8,6,28,3,15,2,3,14,12,3,1,8,0,1,5,9,2,0,4,3,2,0,40,5,0,1225,22,3,10,455,1,31,1,6,115,22,1,2,1,9,0,2,2,30,27,6,5,5,5,12,4,1
1,29,30,13,1,2,23,1,0,4,3,150,3,7,34,46,39,2,1,1,11,14,5,8,9,0,3,1,11,3,3,8,17,10,15,0,1,0,3,1,2,4,13,6,5,167,4,1,3,327,35,4,2,0,4,1,2,1,9,2,5,11,3,6,2,1,8,7,2,9,11,3,26,6,231,2,20,3,6,4,7,4,6,33,1,130,3,4,1,1,18,0,3,2,6,4,5,8,3,12,3,1,19,15,3,2,4,116,11,6,19,15,2,4,5,4,25,3,15,1,3,6,1,2,3,3,4,12,3,1,5,82,1,77,3,3,27,5,3,21,3,3,32,2,73,5,2,6,2,5,6,7,2,2,7,222,0,9,4,10,2,13,3,7,7,3,6,12,0,15,1,1,9,138,6,7,70,3,5,2,22,5,3,56,8,6,0,15,11,4,5,2,307,12,3,51,1,10,2,1,1,8,14,38,1,8,0,11,49,1,6,13,83,3,0,2,5,1,1,3,0,9,0,7,1,14,14,0,6,5,61,77,12,3,729,4,118,7,2,20,14,1,1,5,8,1,10,10,1,6,5,5,27,4,5,34,1
2,41,15,3,15,40,2,7,10,1,14,13,3,2,6,0,4,5,18,215,6,17,2,3,28,3,60,2,6,10,32,1,5,2,3,1,3,7,9,12,50,13,8,6,13,12,2,4,69,0,585,4,0,1,5,8,15,120,10,1,6,2,23,35,6,189,9,14,4,7,4,5,8,66,79,1,12,80,6,6,3,1,1,1,7,5,12,17,4,30,1,1,2,4,4,3,4,32,13,2,0,3,5,4,2,733,2,1893,29,59,3,1,12,11,20,3,9,6,1,103,1,15,3,33,2,0,1,14,2,15,29,1,10,3,0,0,0,8,13,1,3,9,12,10,3,1458,19,11,5,15,0,6,1,2,26,197,29,2,492,901,56,10,12,7,10,1,15,2,5,8,66,6,0,13,86,16,8,2,2,5,10,8,48,4,3,241,5,11,9,1,6,3,10,33,10,7,296,23,115,0,5,4,1,14,3,17,3,3,5,6,14,4,3,72,1,0,10,8,1,0,23,6,7,11,4,14,1,4,57,2,9,4,5,1,6,12,3,115,3,24,5,439,6,1,17,3,65,11,7,8,1,2,15,5,5,112,69
3,0,1,10,14,13,7,8,6,2,8,7,1,9,1,13,6,1,2,0,79,10,7,3,5,5,6,13,10,5,81,7,0,2,2,10,7,57,0,9,52,3,5,4,1,6,26,8,222,8,7,1,5,21,16,29,5,1,331,1,11,22,12,7,10,4,2,2,2,14,9,9,2,5,8,3,6,3,82,8,9,3,9,1,0,13,4,5,2,291,20,2,21,3,5,14,9,51,7,4,4,3,15,12,7,632,11,2,0,3,0,2,5,0,4,6,52,3,14,1,3,11,3,14,39,1,3,4,11,10,7,0,2,106,2,5,6,6,5,9,0,12,22,0,3,9,16,7,1,6,5,1,6,13,31,8,3,18,9,1,26,6,2,18,1,15,28,28,10,941,130,1,13,15,3,8,3,3,20,5,5,9,1,17,7,17,3,22,5,3,6,40,2,9,11,14,0,22,3,184,2,7,2,4,10,3,14,5,8,7,8,3,4,2433,19,45,33,8,10,14,3,0,4,7,1,39,6,5,3,3,4,0,3,3,3,4,1,4,24,31,18,19,16,2,2,6,1,7,5,6,15,2,3,3,3,8,6
4,2,1,0,1,15,3,8,19,4,8,6,1,8,7,0,3,3,63,308,2,36,768,2,169,23,16,12,999,3,99,1,8,0,8,6,4,30,15,1,6,5,1,204,18,4,2,9,101,392,5,4,9,0,8,3,3,14,2,141,17,16,1,6,55,9,5,5,2,5,16,9,8,31,5,4,3,2,2,17,14,0,3,11,4,2,0,1,2,2988,7,8,5,13,8,45,19,58,1,13,0,1,2,1,4,5,5,9,12,11,1,2,2,5,2,6,3,33,8,3,31,1,3,3,10,5,2,7,4,2,3,507,238,34,4,6,56,3,3,0,5,33,4,12,28,10,234,2,94,5,3,11,1,58,11,2491,185,3,6,1,13,27,3,4,13,13,2,31,8,5,396,5,70,18,3,19,4,0,44,24,12,1,0,3,3,26,5,3,177,7,1,2,2,4,8,18,7,5,13,9,3,7,10,19,10,2,2,5,12,5,2,9,10,4,4,7,401,1,4,7,3,9,8,26,12,9,6,72,9,1,0,7,8,9,78,11,15,7,3,4,1,34,2,7,4,2,10,6,11,30,6,2,2,15,3,9,1
5,7,2,169,34,3,1,9,1,7,2,2,9,0,81,20,3,1,4,5,9,1,3,8,9,21,0,1,12,4,42,2461,5,1,62,16,133,91,5,4,1,5,5,29,0,0,23,7,1,16,24,10,74,39,7,6,9,66,16,6,5,3,58,5,5,0,154,9,1,6,4,0,13,5,4,2,4,359,4,132,18,1,188,36,2,1,6,4,0,9,8,84,5,3,4,5,13,1,6,5,6,11,13,3,4,1930,1276,2,5,69,5,2,4,1,3,50,45,16,6,7,18,49,17,98,15,21,26,12,0,4,1,0,3,4,21,2,8,10,30,2,4,1,33,139,479,8,3,25,9,4,1,5,11,1,3,2,6,3,11,917,12,3,3,0,663,2,71,0,1,4,11,146,5,29,5,3,79,2,12,57,0,2,8,3,10,3,30,3,5,4,14,7,29,2,55,6,6,2,1,17,2,7,92,10,8,6,8,25,2,4,90,3,18,7,2,1,6,13,2,14,2,4,18,1,5,1,0,5,7,2,10,3,67,28,0,2,477,4,10,6,17,2,2,44,8,11,2,0,69,9,1,3,5,0,1,19,2
6,13,6,80,11,22,12,2,5,6,9,6,42,4,4,1,1,1,8,7,2,1,3,3,4,5,0,10,6,360,2,14,3,6,10,137,0,5,2,3,32,1218,5,9,2,3,5,22,3,27,5,1,2,8,4,2,10,10,10,73,15,39,2,8,3,5,5,13,7,3,5,6,3,4,4,2,11,9,0,2,8,1,79,27,13,12,3,2,8,0,6,6,12,10,31,7,78,8,4,2,1,44,13,5,0,3,5,0,2,33,1,3,4,9,2,0,15,1,45,761,19,292,4,922,6,16,12,5,1,6,4,3,5,9,4,30,328,2,2,2,4,2,2,4,12,5,19,4,14,16,1,3,3,31,3,3,208,6,2,1,7,18,16,7,2,3,9,1,3,58,5,1,2,1,2,5,541,1,6,55,1,130,4,11,5,2,22,2,3,29,3,7,9,1,8,5,4,0,4,43,29,10,19,2,2,13,2,697,5,4,401,7,16,5,10,2,2,0,4,12,9,11,90,0,1,13,1,4,9,5,5,5,8,2,6,2,115,0,4,1,13,4,10,4,83,5,9,3,7,2,27,3,7,13,7,0,2
7,2,2,3,16,3,1,8,8,8,2,9,6,9,4,6,6,6,0,11,3,5,1,31,3,12,8,3,3,0,13,0,5,15,8,11,21,2,2,4,3,2,3,18,4,10,3,3,15,1,3,40,9,12,3,0,0,2,4,5,1932,1,5,7,1,240,14,1631,17,8,0,23,1336,4,8,21,15,4,2,5,4,5,0,4,6,2,8,0,8,14,2,14,3,54,5,48,2,98,6,8,14,2,2,4,5,2,1,5,26,3,11,7,1,14,2,20,1,2,5,9,5,1276,51,39,8,8,1,13,5,4,5,23,10,2,1,10,1,2,1,2,17,1,3081,7,62,2,8,5,6,4,19,3,7,3,10,3,3,5,2,3,8,3,7,3,3,8,62,7,95,5,10,1,26,1,4,1,11,1,5,5,1,20,225,3,7,5,11,4,2,8,4,3,9,0,2,16,3,5,6,10,0,2,4,7,4,27,1,5,4,16,5,0,24,1,3,10,13,15,3,16,9,123,23,3,7,10,7,23,2,12,2,1,228,37,8,0,5,4,29,2,15,47,3,1,1,0,4,10,122,1,16,6,1,48,2,4,880
8,5,23,2,2,0,612,98,0,1,6,6,51,12,14,4,7,0,8,10,28,1,8,1,3,2,2,4,125,42,8,306,24,0,0,3,0,3,5,1,3,52,1,0,6,79,6,5,27,3,0,4,5,3,2,3,9,6,33,0,4,31,5,1,79,9,11,29,14,1,54,31,3,3,7,4,13,2,1,1,0,11,2,5,13,4,2,0,27,2,5,5,904,2,2,3,6,6,3,6,5,5,13,0,8,21,7,8,8,1,9,1,11,3,504,2,2,6,8,16,4,11,21,3,9,6,0,6,2,6,0,4,1,15,2,5,3,27,9,2,6,11,2,3,5,1,9,4,2,15,2,10,3,5,31,24,2,3,11,0,6,86,7,74,16,4,6,2,27,1,3,2,38,7,43,4,3,10,18,2,40,5,6,20,13,6,2,34,1,10,2,2,2,11,10,14,0,29,17,3,6,5,19,0,150,4,9,7,2,91,2,3,2,13,1,5,1,2,50,3,0,86,9,7,9,4,2,6,1,0,1,0,286,3,6,10,2,1,2,93,4,121,680,14,3,28,13,6,27,9,5,1,158,2,6,11,47
9,0,3,1,5,1,5,41,2,10,11,17,14,61,2,44,5,9,6,1,8,2,8,0,5,61,0,46,12,4,30,96,45,18,6,3,14,3,0,1,25,2,1,5,2,6,3,10,5,3,10,2,14,254,13,1,7,3,3,4,5,2,13,8,27,71,305,2,6,15,6,9,1,42,451,4,37,8,8,1,5,5,2,3,30,10,7,17,18,1,0,11,1,2,11,2,0,1,7,16,0,6,1,11,3,95,13,5,22,25,17,51,12,4,1632,4,179,3,14,1,3,54,4,8,2,3,6,6,4,10,2,4,4,14,19,22,2,0,6,348,1,1,1,2,203,4,1,6,11,5,3,1,4,6,3,5,1,0,2,12,120,14,1714,7,4,3,2,20,4,83,3,1,224,155,6,4,1,8,7,2,44,1,23,5,2,5,2,1,5,9,3,12,6,3,2,71,7,4,85,3,1,14,0,2,4,5,14,12,7,5,5,390,7,6,7,2,3,28,14,0,3,4,39,9,5,8,5,3,10,7,9,77,26,897,3,1,34,2,26,4,268,10,18,4,1,4,13,4,0,22,7,22,4,1,3,15,2
