0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2098,788,698,966,398,1049,1069,1750,534,667,1209,2734,1460,1128,1443,858
971,926,872,995,726,1943,1800,888,860,1268,1173,969,1481,1196,711,2989
529,533,1311,713,949,959,1823,1394,630,893,1001,816,1760,1822,1523,512
2222,2487,1286,1059,988,1156,1612,651,760,2188,1200,2877,2053,418,1395,1766
994,833,1796,2184,3320,555,999,1192,1197,3575,1512,1446,2233,3735,621,1409
849,432,1114,735,717,1120,7577,2435,1214,1888,472,2529,1468,629,1998,530
500,514,1916,558,4595,1955,1382,649,1024,797,1479,389,2283,631,2249,809
1092,757,654,1712,651,2717,746,944,2168,1281,1166,395,1520,3009,397,1422
6122,5562,1629,1943,2429,772,772,933,998,1384,2599,3070,2168,2545,2052,1184
905,1061,1768,1032,2026,1585,752,301,1665,484,830,991,1907,3488,1050,757
481,610,1541,743,1224,1135,1001,1408,1061,677,585,781,1181,739,1071,867
2463,1238,2587,914,708,2359,2000,2359,920,1001,14170,1847,3829,2507,1482,1610
1377,1474,1060,1466,2237,620,2244,3520,727,1632,1592,1618,555,967,1554,1823
548,428,589,649,1920,758,2070,2271,417,832,654,1117,880,897,1012,799
1221,705,480,2314,607,665,449,720,1479,3392,2003,1356,1209,667,837,371
912,13026,573,784,1039,847,1513,1209,1181,700,7257,957,774,1249,797,888
762,1026,534,1577,1381,3730,850,1607,1008,850,3215,4019,794,1808,527,4255
479,1391,1489,2004,928,1421,1628,655,1252,1757,1258,2667,424,1822,1287,1480
2827,780,1080,665,1365,797,968,3822,1330,2309,1734,729,1087,3366,2726,1919
1986,1365,1255,1009,1804,2069,3688,1412,646,605,642,546,526,1064,1361,656
1330,493,1074,1218,907,560,749,1154,764,680,1171,1947,1018,1635,1818,703
510,1203,1347,477,1210,792,1429,1393,915,284,423,890,1039,1063,766,484
1275,2801,876,3717,854,735,507,990,622,634,2178,919,1012,1336,831,934
891,3453,656,1066,690,1451,708,1878,424,860,1279,452,966,438,571,469
1181,1306,404,608,1345,1008,2179,1552,862,1504,1076,3925,1197,953,656,1099
655,935,381,9484,1210,835,877,734,2108,675,842,835,2210,533,1238,1773
1319,1247,1388,1087,1169,619,777,5880,1253,1445,871,1553,1671,3509,1557,2142
659,1863,1350,894,801,1884,3526,1788,1716,2241,1430,1584,1000,890,5232,651
3268,684,1422,958,1489,1363,630,2814,764,1201,1907,1190,988,721,1611,824
1475,474,2014,921,510,776,691,1488,3490,1219,2166,1164,1048,3139,2171,2638
7356,3791,1559,1186,1508,4713,2619,2006,1333,2289,1924,885,2432,2485,776,1447
1585,1663,756,1793,981,770,1980,1707,1154,912,1114,1757,640,462,629,2864
1170,574,1421,444,1849,1003,2761,3920,1573,849,4017,620,1941,1018,3814,1044
2110,1136,1558,2042,760,1493,369,1583,1534,1214,2279,925,737,1214,1467,4325
1605,527,3255,982,2713,2057,1036,1953,1456,3144,631,421,1707,613,1146,1794
772,2759,5426,1080,1195,640,2586,3829,597,417,2088,389,842,1976,1323,1481
643,992,725,1731,2793,3858,2123,999,1440,683,1680,1326,1735,1354,2058,1791
660,343,12382,717,1002,989,1519,1224,704,1557,1326,2691,1135,3619,2340,588
4239,2506,602,1514,840,695,971,1409,1182,903,797,2376,990,1148,669,617
832,1271,539,1540,1579,1764,1263,2171,867,1793,2405,1058,1557,1579,444,1036
1583,787,1190,990,666,1463,480,975,1827,1556,869,1287,1221,1376,1393,1015
2214,1025,1612,2066,940,1420,596,771,3155,1948,616,1001,1732,1635,1194,1124
788,593,1655,1385,1420,1433,559,4014,1243,813,3468,778,1917,454,782,756
1207,2362,2083,3085,1525,1127,1515,946,1081,434,2164,551,953,1709,825,2057
1833,735,813,667,1386,1118,1153,849,1814,881,1302,709,729,1302,2081,1126
1190,2389,647,6531,2678,973,1251,941,561,2081,1258,1649,1576,772,401,7374
1584,807,2441,356,1538,559,936,927,776,1308,1270,710,1183,960,534,463
1717,1270,1514,681,1297,585,1241,1596,888,1366,724,837,898,5535,2115,824
1383,1553,2715,791,1193,688,1601,5890,1241,722,873,797,933,649,1314,1470
900,1015,1987,403,513,2770,433,1696,768,713,1795,1374,1059,1582,1962,425
3274,2074,4322,1630,3030,1187,626,798,1025,1218,1195,1554,1666,2159,1016,770
935,827,1138,470,1360,615,1072,2133,588,1525,987,1802,1201,839,697,388
755,1608,340,1178,1162,338,765,1612,815,1844,838,794,794,1432,913,793
1187,801,1835,481,1603,1099,555,500,959,2400,488,1055,1392,1682,2888,1418
8220,1326,717,665,892,1212,2127,3451,625,1340,955,1333,4411,2734,2558,1487
710,915,1005,947,1686,1740,3457,1303,920,1637,585,1550,2617,1909,1673,1799
1113,970,629,620,400,366,1777,919,1296,1116,1427,443,2502,1564,522,495
782,2095,1924,1035,2989,1388,1319,355,891,920,1094,738,2323,1491,1228,1778
397,423,1677,885,1346,899,1333,2252,369,1406,1342,1133,919,1338,2442,5780
2327,3428,1595,1501,576,507,1482,1231,887,1410,1423,1214,894,1340,800,5684
1008,1100,2326,812,1338,2549,3245,561,1502,1619,2085,1069,1257,1848,4524,1151
966,2211,1521,1758,976,1582,447,1259,600,862,1133,845,2387,1457,2076,901
1397,1366,1057,1184,383,1080,2870,919,802,2073,1730,720,1660,1586,1316,550
5832,755,4899,782,2896,1180,3039,1463,1550,1267,830,901,1971,413,2447,1164
450,2955,1214,356,999,644,831,1443,611,643,665,2909,556,1392,804,2147
560,1931,587,1897,1710,5236,1853,3648,794,3809,3594,1556,1277,845,715,2939
2545,565,934,698,879,526,880,435,2887,1564,623,807,1220,1636,4218,825
650,406,900,1335,1036,572,1917,778,681,1567,1136,3558,2226,652,1166,2957
1145,546,3037,2958,2246,634,1315,1600,1013,1818,693,1076,1257,1527,2862,768
2901,2473,1072,1276,581,1937,3111,754,3880,633,861,2447,792,1865,1472,1224
1711,1278,1265,703,363,751,1716,1624,520,397,1530,508,769,562,584,1375
979,5134,2342,615,1341,1795,2103,3778,854,864,882,676,2659,17618,521,6465
592,1905,1074,917,2065,1064,1001,470,1287,934,648,944,1392,461,1908,1231
1992,1686,2707,1675,866,2404,2460,753,382,851,1241,1841,1063,4282,2914,799
1366,2021,1169,1078,427,1496,2125,1651,630,1347,1115,804,908,885,1080,1221
703,1210,474,845,3719,430,2479,1482,5874,1198,1268,729,915,477,7825,853
2142,608,1278,2213,15022,668,17917,3971,479,1149,900,2438,577,1749,4719,1323
1588,440,381,658,376,500,776,554,435,810,343,358,409,673,401,3227
1125,1342,612,820,1802,1159,1148,369,706,603,1942,2236,1192,439,1289,530
775,2477,840,1728,2674,1763,1609,722,20727,1466,686,448,1379,1144,559,9781
2018,575,1424,751,596,1635,1132,745,966,864,1018,1086,1136,1111,705,775
1516,1898,2470,1085,777,921,1331,3653,645,1319,1074,1819,3074,2021,2093,605
5218,519,852,2376,1081,810,964,2391,2312,841,918,682,551,956,2128,600
2670,1694,1408,655,1882,1066,5701,1277,1044,1071,3471,1509,2066,818,427,2068
657,1804,1350,797,929,674,1366,1650,2424,1160,1390,819,894,4188,397,1944
1614,668,331,594,1000,1485,952,908,1180,4009,2984,1112,1016,771,1112,1109
1138,1457,523,428,2554,995,1626,594,600,2004,1133,2407,1579,1289,743,1034
1616,3121,1990,1730,675,1135,1081,649,1227,1419,2400,1268,1027,1827,1389,943
753,618,678,860,1129,13771,1953,1899,1415,877,1114,539,890,2098,1077,904
817,1856,757,1068,1381,3512,1337,1263,829,925,612,1709,2714,1062,2214,1061
766,656,664,1587,1143,1132,707,618,1346,503,1265,5499,898,660,700,2937
3277,1127,1536,545,5332,388,729,1804,1071,1143,377,862,519,1235,1244,3404
777,604,427,982,629,1716,700,1869,1006,913,6325,847,1213,1413,1366,1605
4377,1219,1598,380,522,1556,1205,4095,1388,1850,583,1788,1037,936,849,500
2267,1094,638,529,447,667,1255,1007,1040,777,910,508,776,1127,1181,1015
11283,1997,4373,637,908,1055,1503,1563,851,2134,928,1151,739,3058,1584,890
1351,629,518,3587,3591,3021,947,954,1986,1579,4832,1935,1724,2192,917,3152
625,448,583,1332,1083,666,449,1615,688,613,1012,886,909,1072,1280,843
939,2011,420,1134,977,984,1184,1249,1087,1506,741,2061,1698,730,1616,745
420,1703,1926,1565,1281,645,542,1101,1294,3741,407,453,580,714,3599,885
1314,1658,1396,1202,4058,1772,4459,1177,4913,1129,2119,560,672,1453,1079,363
598,803,1452,1164,4866,1927,874,932,2742,719,740,2010,522,2278,1080,894
788,607,1479,1393,1737,1826,4543,1370,1165,818,1062,2490,693,355,1382,579
1642,1428,3091,1772,3801,1264,1312,2468,1833,563,1560,962,1080,2138,1902,1615
1082,644,3929,5626,1300,743,2342,809,786,1359,1920,1380,968,1770,2391,481
526,498,6354,975,449,1476,399,2551,5677,1332,1582,2369,660,500,945,2128
1382,1522,1994,1369,2808,609,1173,691,669,1153,694,757,929,1751,3811,1422
662,813,6039,1303,647,1433,5236,6343,1054,1873,1935,571,1417,839,3688,1490
1158,2554,1602,833,596,4348,2889,1935,2161,3852,924,486,1175,5510,2855,782
1417,1885,1761,4474,2958,815,1179,3215,1267,888,1961,1391,3473,1859,1699,1235
557,382,352,585,918,1668,575,541,1103,758,881,1295,588,468,852,585
8396,2853,2498,1621,2986,1714,1677,4394,2985,1471,867,2342,1459,1937,1224,1250
1004,638,1214,2442,1162,1302,1374,1193,1025,697,951,856,1104,548,1346,1321
694,1468,829,1051,1547,1027,799,2792,857,1493,737,1842,1152,1873,1054,2826
759,1180,2079,2316,2763,1085,1378,886,898,1863,2742,3583,1337,1088,1866,6067
810,959,603,1336,2885,659,1241,9053,980,1002,890,527,884,1620,697,1756
4582,897,912,892,912,773,694,601,353,408,2075,376,1611,552,531,627
1417,2816,1794,3413,3296,677,1340,6170,6507,1350,971,3817,779,859,646,1419
884,1907,1057,1112,1539,1736,1042,1649,420,471,1179,2248,1524,638,1463,1029
1000,657,1335,1723,5151,587,1371,1062,2394,6046,3460,3530,2069,2626,998,2375
1068,769,547,723,1170,1667,618,369,1561,2923,555,1797,412,2498,365,904
591,705,586,757,462,1694,409,568,546,1130,2629,1049,1206,1291,1330,395
2723,1862,1465,536,1634,926,3061,749,2020,489,554,778,483,888,1412,1120
1847,1465,1802,618,1817,1649,1137,426,854,1073,1139,385,512,906,463,1001
2246,3078,1888,1686,1798,1436,1562,725,747,1454,937,1252,705,625,670,1210
