Element,Count
b'\xd2\x1d9\xfa',"[168915, 0]"
b'\xc6X\xda\x88',"[122440, 0]"
b'\xb7\xf6h\xd0',"[106089, 75]"
b'E.\x1c)',"[103233, 0]"
"b'c\x9e,\xb5'","[93998, 0]"
b'V+x\xe8',"[85947, 0]"
b'\x01l|\xff',"[82719, 88]"
b'\x01l$\xce',"[79924, 2]"
b'\xd8\x1eL\xf0',"[78893, 59]"
b'\x01l$\x98',"[72891, 4219]"
"b'\xc6X\xdd,'","[66989, 0]"
b'\x01l|\xec',"[61470, 1]"
"b'c\x9e,b'","[60445, 0]"
b'\x90\xbcT\x17',"[56048, 1151]"
"b'c\x9e,{'","[55335, 0]"
b'E\x0c\xd5\xf5',"[51756, 33]"
"b'c\x9e,z'","[49337, 0]"
b'\xc9W\xf7#',"[48827, 4728]"
b'\x05\x06\x1b\xd0',"[46055, 169]"
b'z\xdd\xc7\x86',"[45088, 15729]"
b'e\x86\xc2d',"[42024, 1]"
b'\x1d\xb9\x7f\xd3',"[39682, 663]"
b'c\x9e.\xa7',"[39440, 0]"
b'E\x0c\xd5\xf7',"[39321, 11625]"
b'+?\x82\xd6',"[39009, 666]"
b'c\x9e.\xb5',"[37752, 0]"
b'c\x9e.\xb4',"[37529, 8]"
b'E\x0c\xd5\xed',"[36784, 17032]"
b'\x8e\xa1\x17L',"[35470, 0]"
b'c\x9e.\xa6',"[35347, 208]"
b'\xb7\xd4|4',"[35136, 24006]"
b'I\x95\xba\xfb',"[34607, 0]"
b'\x91\xdc\xd6\x91',"[34260, 0]"
b'\xdc\x1bP\xc6',"[33973, 17803]"
b'\xce\x93D[',"[33043, 5238]"
b'\xc7\xe8~!',"[33017, 17636]"
b'\xd0\xfd=\x0e',"[33007, 8]"
b'p\xe01\xdd',"[32899, 88]"
b'B\xf2A\x84',"[32840, 3975]"
b'\xab\xa5\xc3\xd5',"[32766, 9897]"
b'OZ\x0e\xae',"[32509, 1460]"
b'\x05?\xc10',"[32472, 0]"
b'\x86\x82d8',"[32201, 9876]"
b'\xc7\xe8~#',"[32136, 9802]"
b'K@>o',"[31518, 17402]"
b'\xd8\x1en\xff',"[31194, 23380]"
b'\x9b\xbc<\xeb',"[30990, 109]"
b'A\xad4S',"[30882, 23306]"
b'\xdc\x1bP\xe1',"[30783, 2661]"
b'l\x0e\x92\xf8',"[30548, 18238]"
b'l\xa8\xf3\xa2',"[30322, 24780]"
b'\x8e\xa1\x17M',"[29996, 0]"
b'\x89\xa0\x02\xb7',"[29613, 23955]"
b'\xc7\xe8~\x1c',"[29535, 8930]"
b'\r\x01W\xaa',"[29371, 7921]"
b'<\xf2\xdc\xd0',"[29329, 4575]"
b'uT\x80\xd8',"[29107, 1359]"
b'\xdc\x1bP\xef',"[29077, 25387]"
b'E\x0c\xd5\xf4',"[28859, 23761]"
b'\xdd\x01b\xdf',"[28763, 0]"
b'\x92\x91\xa1\xfb',"[28707, 22540]"
b'\x92\x0f8t',"[28693, 20728]"
b'\xb8e\xb7\x0c',"[28663, 0]"
b'y\x83\xcc\x8d',"[28609, 21258]"
b'\xb7\xa7Rp',"[28590, 22290]"
b'\xd4\xeeN\x82',"[28575, 22989]"
b'E\x0c\xd1T',"[28429, 25566]"
b'o&\x05\x7f',"[28374, 9518]"
b'\xcd\xac3.',"[28308, 7884]"
b'\xc9&\xf8\x83',"[28279, 0]"
b'\xac\xd2+T',"[28237, 23688]"
b'\xdd\x01b\xdd',"[28198, 3]"
b'\x0c+\x188',"[28147, 11785]"
b'p\x97\xa1\xa9',"[27999, 0]"
b'\x01`W\xb1',"[27963, 25025]"
b'\xd3\x19*~',"[27842, 17628]"
b'w\xea\x85\x04',"[27834, 21962]"
b'c\x0f\xb2\xd4',"[27824, 121]"
b'\x05\x11}\x9e',"[27790, 97]"
"b""\xd2\x1dU'""","[27693, 25576]"
b'\xcf\x88\x8e\xa2',"[27680, 21706]"
b'\x0c$\x02\x95',"[27680, 0]"
b'\x80-%|',"[27669, 22346]"
b'\xd1?.\x9a',"[27641, 25728]"
b'P\xc81\xaa',"[27608, 4987]"
b'\x99\xc1\x97\x08',"[27546, 24585]"
b'\x9d:\x93#',"[27541, 24735]"
b'\xdc\x90\xcd\x9d',"[27508, 21129]"
b'\xc6X\xdc\xed',"[27489, 2595]"
b'w\xech\xfd',"[27428, 23493]"
b'\xb7\xab\x88K',"[27364, 23782]"
b'\x82\x19\x1e\xc0',"[27315, 1]"
"b'\x93b""\x08'","[27309, 15994]"
b'A\xad4`',"[27308, 21591]"
b'\xc6X\xdc\xfc',"[27293, 13630]"
b'\x99\xc1\r\xe0',"[27267, 21011]"
b'++/\xb2',"[27240, 25886]"
b'l\x10\xae\xe1',"[27198, 11575]"
"b""\x80'\xcd\xfa""","[27108, 25205]"
b'A\xad6_',"[27107, 24236]"
b'w\xddn\x82',"[27090, 23244]"
b'\xd2\x1e\xbeg',"[27058, 25606]"
b'uV\x85L',"[27042, 14145]"
b'\x839L\x02',"[26982, 25374]"
b'9\x08\xd0\xf1',"[26957, 22558]"
b'\x89\xc46\xd5',"[26953, 25511]"
b'\xc9\x13\x9d\xfe',"[26840, 25068]"
b'\xcd\xa9\x980',"[26839, 24890]"
b'\xcf\xf4c<',"[26795, 25138]"
b'\xca\xd3V\x1c',"[26782, 23215]"
b'\x99\xc1\x8f$',"[26763, 25263]"
b'\xd2\x1e\xbek',"[26754, 12858]"
b'++/\xdd',"[26751, 22031]"
b'uUx-',"[26718, 25394]"
b'\x99\xc1\x97\xe4',"[26717, 26119]"
b'\xdc\x7f\x1c\x9e',"[26707, 25368]"
b'\xac\xd2+Z',"[26668, 25975]"
b'+\x14\xb8\xad',"[26666, 25195]"
b'+\x93\xfbe',"[26661, 24661]"
b'\x9b\xbc<\xe8',"[26660, 22926]"
b'ur=\xf2',"[26658, 25200]"
b'\x99\xc1\x96\xed',"[26641, 25241]"
b'\xd4\xe6\xef\x83',"[26627, 23977]"
b'\x05\xfb\x16\xf7',"[26591, 25549]"
b'~)xE',"[26550, 24567]"
b'k\xa4\x86\xc3',"[26541, 25874]"
b'p\x7f\xe9\x17',"[26541, 20398]"
b'l!\xc7\xb3',"[26516, 21952]"
b'kNi\x05',"[26504, 25247]"
b'\x7f\x8b\xef\xbd',"[26461, 20514]"
b'\x99\xc1\x8f\x04',"[26454, 25229]"
b'++/\xef',"[26442, 26044]"
b'\xdc\x1bP\xe7',"[26442, 21613]"
b'\xc6X\xdd-',"[26437, 4569]"
b'\x01`Z\xd6',"[26424, 25764]"
b'+\xf0o0',"[26414, 26065]"
b'I\xf0\xa6\x0b',"[26407, 24947]"
b'w\xea\xef\x0b',"[26397, 23251]"
b'@z\xfc\x83',"[26388, 25749]"
b'\x99\xc1\xbe8',"[26378, 26041]"
b'+\xf0o\x88',"[26377, 24179]"
b'\xdc\x1bPO',"[26373, 25552]"
"b'\x9d,\x89:'","[26346, 25805]"
b'~O\xad\xa7',"[26339, 25817]"
b'\xc6s\x18\x1e',"[26328, 24878]"
b'l!yD',"[26321, 25077]"
b'uER\x02',"[26315, 25882]"
b'\x80&\x87Q',"[26314, 25970]"
b'l\x15\xe4\xa6',"[26314, 17642]"
b'w\xf8-\xa0',"[26312, 24141]"
b'r\t\x0e[',"[26305, 25819]"
b'\x93\xbc\x91\xe5',"[26295, 25975]"
b'\x80-!\x1e',"[26295, 14526]"
b'f0\xbd\n',"[26290, 25981]"
b'\xd2\x1e\xbfr',"[26268, 25859]"
b'\xb7\xf1\x89\xe6',"[26264, 26159]"
b'pp\xdd@',"[26263, 25830]"
b'nu\xd9\xd1',"[26257, 25893]"
b'sY\xa4\xdf',"[26256, 7153]"
b'\x0fS\xe8\x88',"[26254, 25755]"
b'\xca\xc4\x0c\x9b',"[26249, 25808]"
b'\x99\xc1\x8f\x15',"[26246, 26154]"
b'\x99\xc1\x977',"[26246, 25929]"
b'\xd7\xd6\x98;',"[26244, 25936]"
b'\x01l}\xc9',"[26243, 23482]"
b'q\xaey9',"[26241, 26062]"
b'\x1cJq\xd5',"[26240, 26063]"
b'\xd1\xaa\x90\x82',"[26240, 25880]"
"b'\x93\xeb""\xbb'","[26239, 26034]"
b'\x80\x0bf\x89',"[26228, 25830]"
b'\x80- g',"[26227, 26130]"
b'\xdc\x1bP\xed',"[26226, 26040]"
"b""'\xb7\tG""","[26226, 25772]"
b'\x827\xb8u',"[26225, 26141]"
b'{\xdbI?',"[26222, 26121]"
b'uZ\xe9\x19',"[26221, 26145]"
b'z\x0c\x8c)',"[26221, 25200]"
b'\xb7\xe8R|',"[26220, 26155]"
b'{\xecL\x9b',"[26218, 26157]"
b'\xb7\x9d*\xf5',"[26218, 26126]"
b'\x99\xc1\x88X',"[26216, 26163]"
b'\xb7\xe8L\xb1',"[26216, 26150]"
b'/9\xa8\xd5',"[26211, 26040]"
b'p\\\x97*',"[26210, 26003]"
b'\x80\xaf\x0b\xbd',"[26209, 26026]"
"b""'i\xce1""","[26208, 25924]"
b'\xcf\x890\xa7',"[26207, 26114]"
b'`cs\x84',"[26206, 26150]"
b'\xb7\xd1i\xac',"[26206, 26143]"
