Element,Count
3,36133
6,30225
6 3,21139
11 6,12769
1,9766
11 6 3,9083
1 3,6002
11,5374
1 6,5046
4,4290
11 3,3756
55,3561
1 6 3,3509
4 3,3000
55 3,2377
11 1 6,2375
4 6,2338
4 6 3,1758
11 1 6 3,1753
6 55,1749
294,1653
2,1601
6 55 3,1372
490,1225
27,1165
294 3,1160
2 3,1152
7,1100
218,1054
11 4 6,954
64,906
6 294,889
6 2,880
11 1,879
73,848
91,836
11 4 6 3,809
490 3,798
11 6 55,760
4 1,752
218 3,742
6 294 3,741
3 7,734
27 3,729
218 6,676
6 2 3,673
6 7,666
138,665
77,648
3 73,640
490 6,640
316,628
27 6,613
11 6 55 3,613
11 1 3,587
1 55,577
3 64,556
6 3 7,538
490 6 3,490
218 6 3,486
4 1 3,485
6 64,480
6 73,478
27 6 3,473
3 316,461
446,456
148,425
145,424
11 6 2,421
246,416
3 77,411
648,408
6 91,407
993,406
269,397
4 1 6,395
6 77,392
6 3 64,388
278,388
11 6 294,387
138 3,387
11 4,386
152,383
5,382
1 55 3,379
1751,377
91 3,375
6 3 73,371
6 138,365
11 6 7,359
11 6 77,359
18,345
11 6 2 3,342
590,337
1 6 55,332
11 6 294 3,322
6 316,317
11 55,313
6 3 77,310
11 6 3 7,297
6 138 3,297
11 6 138,294
3 446,290
11 4 3,289
4 1 6 3,278
11 490 6,273
11 218 6,270
1 2,268
269 3,267
11 6 3 77,266
6 3 316,262
1 6 2,258
3 278,258
11 490 6 3,256
11 27 6,254
303,251
1 294,249
215,249
11 6 64,247
11 55 3,246
69 11 6,244
4 55,240
69,235
6 446,235
3 148,234
11 218 6 3,233
6 91 3,226
145 3,226
1 6 55 3,223
993 3,221
6 278,218
246 6,217
273,215
490 1,213
1 7,208
246 3,207
648 3,207
11 27 6 3,207
1 294 3,206
83,205
6 148,205
215 3,204
5 3,202
11 6 3 64,202
4133 3 6090,202
4 55 3,201
145 6,199
