Element,Count
b'\xd2\x1d9\xfa',169609
b'\xc6X\xda\x88',123061
b'\xb7\xf6h\xd0',106686
b'E.\x1c)',103892
"b'c\x9e,\xb5'",94752
b'V+x\xe8',86470
b'\x01l|\xff',83888
b'\x01l$\xce',80383
b'\xd8\x1eL\xf0',79692
b'\x01l$\x98',69516
"b'\xc6X\xdd,'",67829
b'\x01l|\xec',62011
"b'c\x9e,b'",61376
b'\x90\xbcT\x17',56025
"b'c\x9e,{'",55972
b'E\x0c\xd5\xf5',52128
"b'c\x9e,z'",49670
b'\x05\x06\x1b\xd0',47074
b'\xc9W\xf7#',44505
b'e\x86\xc2d',42479
b'c\x9e.\xa7',40098
b'\x1d\xb9\x7f\xd3',39764
b'+?\x82\xd6',39260
b'E\x0c\xd5\xf7',38470
b'c\x9e.\xb5',38238
b'c\x9e.\xb4',38065
b'\x8e\xa1\x17L',36328
b'c\x9e.\xa6',35895
b'I\x95\xba\xfb',35254
b'\x91\xdc\xd6\x91',34763
b'p\xe01\xdd',33954
b'\xd0\xfd=\x0e',33625
b'\x05?\xc10',33472
b'OZ\x0e\xae',32368
b'E\x0c\xd5\xed',32279
b'\x9b\xbc<\xeb',31424
b'\xc7\xe8~#',31289
b'\x86\x82d8',30983
b'\x8e\xa1\x17M',30748
b'\xdc\x1bP\xe1',30319
b'\r\x01W\xaa',30227
b'z\xdd\xc7\x86',30209
b'<\xf2\xdc\xd0',29530
b'uT\x80\xd8',29514
b'B\xf2A\x84',29336
b'\xdd\x01b\xdf',29252
b'\xb8e\xb7\x0c',29237
b'\xc9&\xf8\x83',29075
b'\xdd\x01b\xdd',28838
b'p\x97\xa1\xa9',28618
b'\x05\x11}\x9e',28551
b'\x0c$\x02\x95',28449
b'\xce\x93D[',28409
b'c\x0f\xb2\xd4',28047
b'\xc6X\xdc\xed',27879
b'\x82\x19\x1e\xc0',27871
b'\xdc\x1bP\xc6',27827
b'\xc6X\xdc\xfc',27495
b'\xdc\x90\xcd\x9d',26781
b'\xc6X\xdd-',26339
b'z\x0c\x8c)',26305
b'\xb7\x96U\xe9',26095
b'\x80\xaf\x0b\xbd',25856
b'E\x0c\xd5\xf4',25778
b'\xb7\xe8L\xb1',25763
b'Ae\x8a}',25613
b'\xc7\xe8~\x1c',25135
b'A\xad4S',25001
b'c9\xbbZ',24872
b'P\xc81\xaa',24310
b'c9\xbbF',24296
b'c9\xbb]',24146
b'c9\xbb\\',23997
b'\xd7\xba\xc9\xac',23924
b'r\x01\xb8p',23585
b'\xb7\x9ac\x0c',23564
b'h8\xc7i',23506
b'\xab\xa5\xc3\xd5',23436
b'c9\xbbP',23396
b'p\x97\xa1\xa3',23290
"b""'&\xec\xc2""",23043
b'c9\xbbX',22910
b'c9\xbb[',22888
b'c9\xbbt',22860
b'c9\xbby',22841
b'A\xad4`',22726
b'\xdc\x1bP\xe6',22721
b'\xce\x92\xa0\x80',22522
b'c9\xbbB',22140
b'\x7f\xd31+',22120
b'\xcf\x95\xbfM',22064
b'\xd8\x1en\xff',22038
b'c9\xbbS',21919
b'f\x06\x9c\xc0',21873
b'\xca\xe0p\x04',21731
b'l*\xf2{',21643
b'c9\xbbY',21624
b'\xd1?.\x9a',21531
b'\xb7\xbcBz',21451
b'{\xecL\x9b',21303
b'c9\xbbr',21274
