Element,Count
b'\xd2\x1d9\xfa',168915
b'\xc6X\xda\x88',124409
b'E.\x1c)',103233
"b'c\x9e,\xb5'",97812
b'V+x\xe8',89596
b'\x01l|\xff',86148
b'\xd8\x1eL\xf0',84017
b'\x01l$\xce',81778
b'\x01l$\x98',72754
b'\x01l|\xec',67402
"b'\xc6X\xdd,'",66989
"b'c\x9e,{'",61895
"b'c\x9e,b'",60445
b'\x90\xbcT\x17',55356
"b'c\x9e,z'",52907
b'\xc9W\xf7#',47318
b'e\x86\xc2d',44996
b'E\x0c\xd5\xf7',41757
b'c\x9e.\xb4',40259
b'\x8e\xa1\x17L',39376
b'c\x9e.\xa6',38705
b'\x05?\xc10',38411
b'p\xe01\xdd',36724
b'\x8e\xa1\x17M',35685
b'\xc7\xe8~#',35066
b'I\x95\xba\xfb',34607
b'\x91\xdc\xd6\x91',34260
b'\x86\x82d8',33484
b'\xdc\x1bP\xe1',33375
b'\xd0\xfd=\x0e',33001
b'<\xf2\xdc\xd0',32923
b'\xb8e\xb7\x0c',32905
b'\xc9&\xf8\x83',32852
b'\xdd\x01b\xdf',32308
b'c\x0f\xb2\xd4',31899
b'OZ\x0e\xae',31707
b'\x05\x11}\x9e',30738
b'\xdc\x90\xcd\x9d',30376
b'\xdd\x01b\xdd',30326
b'Ae\x8a}',29123
b'E\x0c\xd5\xf4',28944
b'c9\xbb]',28650
b'r\x01\xb8p',28476
b'P\xc81\xaa',28099
b'p\x97\xa1\xa9',27999
b'\x0c$\x02\x95',27680
b'h8\xc7i',27587
