,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,16,11,23,13,7,23,17,15,18,23,24,16,22,24,16,27,23,20,14,22,22,17,12,20,22,23,18,21,27,14,21,22,17,18,28,26,21,27,9,15,14,21,19,21,23,27,14,21,21,16,17,17,26,25,19,17,19,23,19,22,18,23,20,30,27,16,12,14,22,23,16,14,18,15,29,17,24,28,18,16,20,19,17,28,22,21,26,23,8,15,25,16,17,15,23,17,22,21,13,22,14,15,26,20,17,27,19,20,18,24,26,24,13,23,20,22,16,17,27,29,10,17,21,14,14,13,14,15,15,24,12,22,26,19,21,15,17,27,14,26,20,16,24,24,20,22,12,21,24,24,19,11,18,12,19,14,24,26,22,24,14,16,18,22,13,18,23,13,22,20,20,26,17,22,15,23,14,15,17,13,24,14,23,21,24,22,26,18,21,26,25,18,20,27,13,13,15,14,23,9,13,10,11,14,15,20,19,21,16,20,25,14,15,14,28,26,23,24,27,9,17,20,20,17,12,15,21,24,16,29,16,14,13,17,18,28,11,21,15,25,17,22,12,18,22,25,20,24,25,17,18,13,20,25,23,13
1,15,21,16,27,22,12,17,10,16,19,19,11,27,15,26,18,20,14,24,18,13,21,17,28,16,22,18,9,22,19,27,17,28,17,22,18,18,15,11,21,26,24,17,24,28,9,27,23,12,26,24,22,23,22,18,19,22,26,18,17,12,26,13,18,22,17,22,12,14,25,19,9,24,15,10,15,20,18,18,24,11,20,22,26,11,15,14,16,17,12,21,13,20,18,19,21,13,14,21,13,18,17,25,12,14,18,20,14,19,20,14,22,14,18,23,25,12,14,21,23,21,12,26,16,18,15,20,19,9,18,23,18,16,19,22,12,26,17,18,26,17,16,12,31,25,25,13,27,12,16,14,13,11,13,21,15,17,21,23,20,10,14,24,23,19,20,19,28,21,21,26,16,23,26,23,25,17,18,16,15,20,16,13,20,21,21,22,11,9,22,23,24,11,13,14,13,24,20,16,13,23,23,25,24,24,14,16,17,11,13,21,25,24,20,21,24,24,24,30,16,27,16,14,13,15,14,12,18,23,22,14,18,18,22,16,14,16,23,22,22,20,16,19,27,24,14,14,18,17,15,19,9,15,25,21,24
2,19,17,11,25,21,18,12,24,27,16,23,20,19,15,12,16,12,13,12,24,18,13,15,16,25,15,21,9,16,15,15,21,20,16,20,24,16,24,21,20,22,24,18,19,16,23,27,14,19,25,15,18,22,22,14,19,15,13,22,12,21,12,19,21,18,14,19,16,18,27,16,14,11,20,18,14,15,17,18,21,23,13,15,17,25,18,25,19,21,21,20,18,22,15,24,22,23,14,19,16,14,22,16,23,15,16,18,27,16,11,24,16,29,12,17,18,21,16,15,21,18,24,19,24,28,17,19,23,20,22,23,27,18,15,21,16,27,25,20,12,18,19,22,19,17,19,25,9,18,26,25,19,11,25,20,20,19,23,23,13,18,24,15,15,20,20,16,25,28,17,25,15,16,17,19,21,26,12,9,21,21,27,21,16,21,12,20,18,21,10,14,15,12,21,21,8,22,15,10,20,13,26,17,24,8,8,19,21,16,13,18,14,14,17,23,23,14,11,26,19,16,9,23,24,19,16,23,20,26,19,18,22,17,17,23,18,17,22,21,24,18,18,21,15,22,19,21,25,15,25,23,16,14,23,24,21
3,16,9,17,29,22,20,8,22,24,24,15,16,26,16,27,18,11,12,23,16,27,11,13,20,19,29,8,14,9,20,24,13,23,23,14,15,12,16,22,22,20,26,14,18,20,17,23,19,13,23,18,15,15,9,26,18,17,22,15,19,26,17,15,17,18,16,19,26,13,13,23,27,17,24,8,20,18,18,19,23,10,15,13,21,22,14,21,16,18,14,18,20,8,15,15,17,19,17,12,9,16,12,26,18,17,25,14,12,12,15,18,24,21,17,8,13,16,26,16,16,23,25,14,26,18,19,24,21,16,21,15,21,13,23,23,16,22,10,20,16,22,16,18,17,23,12,6,22,24,20,24,24,22,25,12,25,10,23,21,24,25,14,17,25,20,15,30,12,22,19,22,14,19,12,26,12,10,17,18,20,16,21,27,16,18,20,21,17,23,27,19,20,14,18,17,12,29,26,19,22,18,14,14,23,14,28,20,16,22,9,19,20,18,21,12,16,9,24,26,15,21,28,16,21,20,25,22,12,15,22,16,17,9,22,17,27,10,18,14,16,18,21,25,26,18,24,25,15,23,16,16,14,21,25,23,12
4,11,17,25,15,24,22,12,28,14,17,17,6,18,15,19,19,24,16,15,18,23,21,22,14,26,20,20,17,24,13,9,25,8,13,20,11,28,21,21,23,27,18,23,10,28,14,20,26,14,22,22,14,23,13,19,14,24,13,15,18,20,21,13,22,19,22,8,15,17,21,27,17,22,22,24,12,22,15,21,10,18,23,17,22,20,20,24,13,18,17,20,17,12,9,19,28,19,13,19,23,10,11,24,19,17,24,17,20,28,20,21,16,16,7,19,12,21,9,19,26,18,16,23,17,18,18,21,22,7,16,25,26,18,22,19,16,16,17,12,18,26,29,12,16,17,13,21,25,26,9,17,16,27,16,21,17,19,11,22,12,25,13,11,19,20,10,26,14,17,19,11,15,22,19,25,26,12,18,26,22,18,17,22,18,13,10,17,21,11,27,21,15,7,16,16,23,26,21,11,22,23,24,17,26,8,21,23,16,26,20,19,19,24,20,11,8,25,21,22,25,17,17,25,18,21,25,23,11,22,22,21,12,26,17,24,16,26,10,22,16,16,23,14,16,26,26,19,14,16,18,23,23,16,21,25,9
5,19,21,21,18,23,22,16,22,16,16,24,16,19,20,10,11,13,16,21,11,21,13,31,19,11,23,23,17,20,21,14,20,7,23,22,24,19,20,17,16,21,19,15,21,21,25,18,24,21,15,20,19,14,26,24,15,28,17,20,13,22,12,23,21,17,16,20,18,12,14,21,15,20,16,13,12,22,16,26,18,16,17,14,7,20,16,5,18,20,21,27,10,22,20,11,16,22,16,14,17,19,18,19,19,17,14,16,26,13,9,18,12,14,13,16,13,15,28,21,8,13,17,20,19,17,22,16,14,24,9,8,27,17,18,13,18,25,15,19,15,20,18,18,13,26,16,24,15,20,19,10,18,15,20,16,20,28,21,20,20,19,22,21,19,25,21,18,24,24,15,22,20,16,25,24,21,16,15,20,19,17,15,16,24,23,13,29,14,26,12,13,17,22,27,27,19,21,13,25,20,11,24,24,18,19,18,24,22,21,14,20,15,8,25,17,23,22,22,20,22,21,12,18,15,14,16,19,18,7,11,20,17,16,17,21,20,15,16,21,11,15,29,18,19,12,17,19,14,19,22,18,28,18,15,8,21
6,16,19,16,27,17,16,17,25,21,20,23,11,13,20,24,17,21,16,19,19,32,17,17,12,20,24,13,26,13,25,26,13,15,26,26,21,23,15,15,22,26,23,20,11,24,17,21,18,16,23,16,27,22,14,15,24,15,20,26,22,24,18,15,23,15,7,23,20,11,14,17,21,9,15,24,22,22,25,13,16,15,18,21,14,15,24,18,11,16,21,21,19,14,25,17,13,20,17,10,18,15,17,24,11,25,17,22,22,19,18,16,22,13,23,15,27,14,12,25,22,20,26,12,19,11,25,22,20,21,19,15,16,24,9,18,18,25,21,22,23,20,25,13,24,15,19,18,21,26,23,24,17,24,25,20,11,20,20,17,18,14,19,20,14,22,15,24,20,17,18,22,17,19,13,13,15,19,22,19,20,19,11,21,13,22,17,17,24,7,22,15,16,20,11,14,15,15,23,9,26,15,11,9,25,16,18,11,16,12,14,23,13,23,23,18,22,20,13,13,23,14,26,21,19,10,23,24,22,15,15,22,19,21,21,18,30,11,18,26,14,17,16,23,20,15,8,12,21,9,10,20,20,21,18,13,22
7,27,26,21,15,28,16,20,16,16,21,21,25,12,14,16,22,25,26,25,21,12,9,17,16,20,27,11,17,12,8,25,24,18,26,11,17,22,18,7,17,18,14,18,18,19,24,18,21,15,28,14,21,21,5,11,12,12,15,24,23,21,17,16,11,24,24,14,18,14,18,13,23,9,18,16,23,15,25,19,14,20,17,20,19,24,21,23,22,24,13,14,17,25,27,13,23,24,15,16,17,8,29,15,20,19,17,13,25,25,26,16,22,10,17,18,9,15,14,24,20,15,24,11,7,8,29,24,16,18,18,20,16,26,17,8,12,19,19,15,21,27,16,22,17,17,17,16,14,23,27,24,25,19,16,11,24,21,17,26,13,22,18,22,27,20,18,25,20,18,16,18,20,25,25,19,17,25,29,20,13,19,13,18,20,15,25,19,13,24,20,10,26,22,14,16,8,29,20,19,14,24,19,20,24,22,20,14,21,15,13,22,13,16,15,26,11,24,21,21,14,21,23,21,18,23,19,29,15,22,7,22,19,20,25,21,14,12,22,14,15,17,15,16,28,20,11,22,16,8,12,16,14,14,16,15,15
8,22,27,17,25,24,23,18,17,13,26,19,16,20,21,21,13,8,16,22,25,17,23,13,25,22,18,26,25,22,18,14,11,25,17,20,11,23,16,14,21,26,17,19,23,14,21,25,15,25,12,13,21,10,24,21,17,12,19,19,10,20,9,26,9,16,13,22,11,18,15,18,11,15,16,27,15,17,20,12,26,23,26,22,29,19,17,16,27,14,19,17,21,13,9,14,17,26,7,22,19,25,25,21,14,21,20,15,16,27,17,21,15,8,23,25,24,14,27,26,15,24,24,15,25,14,15,14,19,24,24,20,23,24,11,20,18,10,14,26,13,19,14,17,24,13,15,20,16,18,19,22,19,16,24,13,15,15,16,23,15,13,29,19,16,14,20,21,15,12,15,20,23,23,15,11,14,19,17,12,18,20,26,12,25,15,24,17,18,21,15,18,16,16,23,26,20,18,10,21,21,23,19,21,26,11,19,24,13,26,13,15,21,20,21,23,21,14,21,18,15,19,21,20,17,15,22,22,22,18,24,22,14,21,19,13,19,17,23,19,21,11,20,18,26,22,27,19,23,9,22,14,26,20,16,17,19
9,16,18,9,21,15,22,20,12,25,22,27,11,22,20,13,20,18,20,16,14,14,21,20,15,15,20,22,23,23,19,18,22,22,15,22,18,23,17,17,20,21,22,25,15,27,21,25,23,16,22,19,28,12,16,21,15,20,26,20,29,22,23,10,13,19,21,29,10,29,14,16,21,18,22,17,14,22,19,24,19,15,10,26,14,12,18,21,12,20,16,22,17,26,17,19,21,26,28,11,29,15,19,20,27,19,23,23,20,21,19,18,26,18,13,23,27,8,23,24,17,9,16,23,27,20,18,24,20,22,14,26,26,27,18,12,15,19,25,27,18,25,23,13,16,13,17,10,24,19,14,15,22,16,19,20,23,19,20,21,20,24,15,17,14,20,17,20,18,21,16,21,23,18,19,11,19,15,15,20,16,19,20,22,13,20,18,20,18,20,14,18,13,22,29,21,23,14,6,27,20,24,10,23,20,13,28,10,12,11,26,22,15,18,16,17,24,19,23,15,18,20,17,24,18,13,16,21,22,19,26,12,25,26,23,12,19,17,22,14,16,18,19,15,13,11,18,22,20,27,19,17,17,23,13,21,19
