,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,23,32,24,25,18,15,18,18,56,20,18,14,24,22,10,32,45,18,22,14,27,30,35,27,26,20,14,16,16,12,24,19,19,24,13,7,19,22,22,27,15,18,25,19,16,18,29,19,22,39,22,17,15,18,23,16,15,13,15,20,19,24,20,27,15,19,17,20,21,20,24,14,27,16,21,14,15,12,17,25,19,21,14,22,33,16,24,15,19,12,22,13,15,18,17,20,15,15,18,23,36,24,16,15,20,14,20,33,14,23,23,18,27,22,54,24,25,19,19,17,25,14,41,21,25,22,26,19,38,17,24,17,25,23,13,14,29,15,11,21,22,20,10,27,21,22,23,28,16,17,32,27,14,24,18,40,18,22,23,35,17,22,23,30,22,16,18,36,21,25,18,18,17,27,15,17,15,19,34,14,36,15,28,14,21,22,18,23,28,29,32,27,26,25,20,22,20,21,19,25,18,19,20,28,17,21,30,47,24,29,10,19,31,19,11,26,13,11,35,21,25,20,19,15,15,18,18,33,21,21,11,16,22,12,31,20,18,18,20,19,16,21,23,34,32,16,22,14,27,22,40,18,24,25,18,21
1,16,14,17,20,21,21,22,21,25,21,24,21,24,12,20,21,19,14,18,26,23,12,20,21,24,20,17,19,22,25,17,26,23,18,18,19,17,26,20,19,29,18,25,16,21,17,15,11,48,20,23,17,30,24,33,14,15,22,23,29,20,18,20,17,15,13,13,22,13,22,24,25,18,20,17,17,14,27,31,19,17,17,15,17,21,24,25,24,23,20,15,15,26,21,28,20,18,23,25,22,21,24,25,14,33,23,30,17,23,28,26,22,26,18,14,21,21,20,21,20,24,14,22,18,33,12,25,18,30,21,21,15,21,15,25,15,36,25,25,22,30,24,18,16,26,18,24,17,32,16,18,35,13,21,18,21,22,32,22,19,22,20,15,17,18,25,20,29,25,16,37,18,16,11,18,16,24,23,14,25,45,22,18,21,21,19,18,39,22,15,16,29,20,15,19,28,20,19,15,30,20,28,31,16,22,27,23,24,30,17,37,18,37,17,25,21,22,29,25,19,24,25,26,15,16,12,20,23,21,16,23,21,21,28,23,11,14,15,17,19,24,24,16,16,25,27,20,19,20,39,30,33,31,23,32,30
2,17,11,15,21,21,19,22,14,17,10,28,17,15,17,20,25,19,22,14,25,17,21,16,14,15,17,19,16,17,26,17,17,25,21,27,44,18,21,20,22,23,13,28,15,30,17,15,22,24,35,17,21,29,23,27,18,14,17,16,32,40,15,16,19,23,19,23,39,24,29,26,26,20,28,18,26,22,21,13,24,36,17,21,23,14,27,34,21,14,18,11,14,42,44,19,14,21,25,23,27,16,13,13,18,19,20,23,21,21,24,16,27,14,23,11,31,27,26,28,17,25,23,22,23,19,23,20,26,23,12,19,18,20,18,13,13,18,21,7,16,29,37,14,21,28,32,15,16,21,17,22,26,10,19,21,28,23,24,26,23,21,9,26,24,15,19,38,18,21,14,26,22,19,22,15,20,15,13,25,24,34,46,27,20,22,15,27,17,20,20,22,19,22,13,19,27,15,21,27,20,27,13,41,22,21,18,17,16,19,14,19,28,20,26,16,14,21,26,12,18,21,23,33,22,17,20,18,14,34,15,22,16,19,24,20,35,42,28,26,33,20,17,24,18,21,27,19,24,29,19,14,15,26,21,20,23
3,24,13,17,27,14,28,19,15,25,23,25,16,26,25,18,21,23,12,19,19,12,18,36,26,28,22,20,20,37,17,23,23,35,19,41,22,31,23,37,12,24,22,27,25,20,16,25,26,18,25,20,18,25,22,19,29,22,21,21,20,18,19,37,14,30,19,29,32,22,36,41,21,19,19,18,19,19,21,30,18,22,31,21,13,20,25,16,41,14,40,23,19,14,14,18,12,18,21,14,36,22,20,28,15,17,14,22,18,29,15,22,13,24,24,30,14,21,16,27,34,21,32,20,32,18,24,20,27,13,14,18,13,14,13,20,32,18,15,9,20,17,16,13,26,24,25,20,23,17,22,12,12,20,17,28,22,29,23,27,39,22,17,18,24,14,23,19,22,25,25,28,13,18,14,18,17,25,24,17,17,16,20,18,30,19,16,40,13,20,17,18,12,33,27,23,19,30,23,28,24,25,28,24,14,20,25,21,19,9,25,11,17,18,10,19,20,13,27,20,14,19,16,18,17,18,17,30,16,21,13,22,22,29,21,17,22,18,15,27,15,24,17,22,21,7,26,32,17,16,27,28,44,25,21,25,11
4,22,22,17,25,24,15,25,19,18,23,12,20,11,23,26,22,23,21,14,18,26,28,23,19,17,16,13,20,20,22,23,15,17,22,24,20,14,15,35,16,29,24,16,28,17,29,15,17,21,32,26,18,16,21,27,16,24,17,17,22,25,24,25,32,12,20,14,26,14,31,30,24,24,19,27,14,17,24,26,27,40,29,28,23,30,22,32,14,25,17,13,17,15,17,19,24,14,17,32,16,22,20,48,19,13,23,22,16,22,26,23,35,21,17,19,26,17,34,16,33,29,23,26,23,18,23,13,19,17,15,21,29,28,21,23,28,22,16,31,18,13,26,26,33,14,22,18,43,15,20,8,24,22,19,24,18,17,12,22,41,24,16,14,18,26,22,18,48,23,23,29,20,21,25,20,25,18,23,27,24,16,20,22,24,18,13,39,41,19,15,38,17,25,16,35,19,21,23,11,28,18,21,13,22,20,21,16,17,18,30,20,19,23,15,17,21,18,12,22,16,28,28,26,15,16,18,14,25,24,23,23,23,38,23,17,25,21,16,22,32,29,20,27,25,23,30,29,16,15,16,13,43,19,28,14,36
5,20,15,18,32,20,26,17,17,27,26,17,17,26,29,22,23,20,36,29,20,35,21,15,25,23,24,26,21,24,13,15,21,19,13,20,21,16,26,16,20,20,26,12,21,30,20,26,29,24,16,8,16,24,20,18,19,14,17,25,18,28,23,14,16,21,23,20,14,22,25,20,21,31,13,19,31,18,14,10,21,15,16,13,21,13,16,28,38,14,21,16,18,29,22,21,22,34,22,17,17,27,23,21,16,13,19,18,28,22,24,24,27,19,23,26,14,36,24,17,14,14,15,20,19,22,18,29,26,24,17,16,21,23,23,21,31,17,31,38,12,19,40,19,19,17,23,18,21,18,11,19,22,40,14,14,14,22,18,15,13,25,10,17,27,18,26,15,22,17,13,25,26,22,10,16,55,16,12,22,17,24,26,10,22,23,19,22,21,18,18,21,29,15,17,22,17,10,21,24,26,16,26,27,17,21,16,13,24,16,12,35,22,50,17,16,25,25,29,32,13,19,18,15,12,21,25,23,18,10,19,19,19,20,47,31,27,17,7,21,20,23,22,15,18,26,17,43,13,21,18,13,19,16,19,24,17
6,13,23,13,21,14,27,30,17,12,18,24,26,17,23,28,24,17,39,17,15,17,12,12,26,34,52,25,30,16,17,17,17,16,16,24,21,19,15,26,16,15,22,22,29,20,23,23,20,26,19,26,29,21,18,36,14,23,18,27,17,30,28,15,16,28,15,54,22,24,29,15,21,27,18,28,29,14,27,24,10,13,16,14,17,24,10,24,19,24,18,19,24,11,14,24,23,22,13,26,18,19,20,19,16,24,19,12,14,18,24,25,21,28,28,15,37,22,31,20,17,40,25,22,23,24,13,23,18,19,16,18,20,20,22,24,20,41,25,19,28,25,16,18,18,29,14,16,21,19,15,21,49,21,25,14,53,38,25,16,14,13,26,19,31,19,26,17,20,15,25,26,24,34,20,23,20,27,28,30,20,22,11,13,23,17,18,22,20,13,22,23,20,22,18,16,17,22,28,16,23,6,17,13,20,21,9,32,21,21,14,26,22,16,20,11,28,22,18,21,24,21,23,32,17,20,20,25,17,14,15,13,27,23,15,39,21,21,24,20,19,25,12,16,26,15,20,21,14,21,31,20,19,22,53,31,31
7,19,18,14,19,23,27,24,16,13,30,34,21,23,16,18,21,17,21,20,16,16,18,22,18,24,14,18,18,21,25,32,21,21,21,29,19,17,21,24,20,22,20,20,32,15,18,15,14,21,24,18,13,22,22,19,26,13,36,15,11,32,24,17,20,23,19,22,19,15,16,11,21,16,23,19,18,23,21,26,22,22,29,16,25,21,14,21,22,44,23,24,17,26,20,19,25,20,12,20,15,20,26,21,17,54,22,23,23,21,26,19,20,20,18,19,20,31,17,17,16,20,21,29,28,18,20,36,20,22,19,11,17,16,15,24,20,20,21,23,21,20,18,19,21,21,25,31,11,26,14,29,18,18,31,22,32,17,21,12,18,25,17,27,18,10,21,17,18,40,13,25,14,22,21,18,14,23,20,23,26,21,31,18,20,14,29,18,18,25,42,17,25,27,25,17,14,19,33,8,14,29,15,34,11,38,26,23,13,20,23,29,25,28,19,16,17,23,26,22,27,14,17,22,22,19,21,34,17,31,17,10,11,25,30,24,16,15,28,19,15,16,14,29,12,23,22,29,21,13,20,17,11,17,12,14,15
8,21,29,21,17,18,36,25,24,20,25,22,25,24,17,21,28,15,19,23,20,16,17,19,20,11,17,22,20,22,21,12,23,17,17,26,12,27,22,21,21,23,12,21,12,21,16,14,14,23,24,21,16,17,31,23,20,25,26,27,18,32,21,23,23,19,23,16,21,29,23,25,26,21,25,15,48,24,18,12,21,17,11,19,23,21,21,9,19,11,25,21,21,22,22,27,20,16,20,27,48,24,24,32,16,12,17,21,19,9,20,18,18,18,25,20,20,27,22,17,24,26,17,15,21,23,34,16,14,19,24,29,19,16,20,16,12,21,20,10,21,17,25,22,20,15,18,21,17,25,17,15,26,30,18,19,26,18,23,21,22,15,27,12,17,32,15,30,11,22,23,18,20,15,15,11,25,21,18,15,17,13,18,21,15,23,18,13,14,35,39,31,20,14,22,15,25,41,28,29,16,14,19,30,32,21,27,45,15,24,21,41,24,18,20,19,40,17,33,19,15,18,14,20,20,10,27,24,17,19,14,15,32,10,21,11,27,21,16,20,16,20,16,19,17,28,21,23,22,14,20,21,29,19,19,14,44
9,29,18,16,16,21,34,14,19,23,21,15,24,19,19,21,21,21,31,24,12,27,16,12,13,15,23,19,20,19,37,20,15,12,12,24,13,24,19,22,32,21,18,17,17,26,24,15,21,22,12,23,16,50,13,12,12,21,20,17,28,24,9,14,20,13,32,25,38,15,29,26,23,23,17,35,43,25,27,17,16,22,26,20,22,18,23,21,16,18,24,38,21,24,19,15,21,22,14,31,17,25,23,14,22,34,24,24,20,21,16,16,20,20,18,22,27,17,26,22,23,18,33,25,19,12,18,31,23,17,30,25,29,24,19,29,22,21,23,33,17,18,20,19,13,17,11,23,17,10,19,24,16,19,28,20,24,32,26,23,20,23,11,20,20,19,21,22,42,15,14,19,23,14,33,15,25,24,29,23,26,16,30,16,16,20,15,26,34,16,14,24,17,15,25,21,23,16,23,15,25,50,33,27,25,25,16,27,19,19,12,17,13,25,19,26,35,27,22,18,18,15,35,37,39,19,19,22,23,12,27,12,26,16,19,32,14,25,21,20,11,24,24,17,22,13,18,19,24,16,34,20,13,16,24,17,26
