Element,Count
b'\xd2\x1d9\xfa',16889
b'E.\x1c)',11647
b'V+x\xe8',10113
b'\xc6X\xda\x88',9739
b'\xb7\xf6h\xd0',8991
b'\x01l|\xec',8554
b'\x01l|\xff',8418
"b'c\x9e,\xb5'",8263
"b'\xc6X\xdd,'",7049
b'\xdd\x01b\xdd',6673
b'c\x0f\xb2\xd4',6242
b'\xd8\x1eL\xf0',6157
"b'c\x9e,b'",5570
b'\x99\xc1\xe9Z',5508
b'E\x0c\xd5\xf4',5477
"b'c\x9e,{'",5276
b'E\x0c\xd5\xf7',5194
"b'c\x9e,z'",4723
b'\x01l$\xce',4622
b'\x80-\xe5d',4482
b'E\x0c\xd5\xf5',4286
b'\xdd\x01b\xdf',4246
b'\r\xe1\x94\xb7',4081
b'~.~\x13',4081
b'\xcf\x88\xee\xa0',4028
b'\x800\xeeP',3967
b'\x05\x06\x1b\xd0',3767
b'\x82+!!',3629
b'ur=\xf2',3578
b'c\x9e.\xa7',3553
b'p\x97\xa1\xa9',3526
b'A\xad4b',3485
b'OZ\x0e\xae',3425
b'e\x86\xc2d',3419
b'\r\x01W\xaa',3407
b'c\x9e.\xb5',3393
b'I\x95\xba\xfb',3292
b'\x8e\xa1\x17M',3257
b'\xdc\x1bP\xe4',3251
b'c\x9e.\xa6',3214
b'\xdc\x1bP\xe7',3170
b'h8\xc7i',3123
b'\xdc\x90\xcd\x9d',3113
b'p\xe01\xdd',3033
b'\x8e\xa1\x17L',3013
b'\xd0\xfd=\x0e',3000
b'\x05\x11}\x9e',2985
b'd\xa2\x1d<',2951
"b'+\xf05,'",2935
b'\x01l|\xab',2918
b'\x05?\xc10',2892
b'\x80\x11\xf0!',2891
b'\x89\xa0\x02\xb7',2863
b'\x91\xdc\xd6\x91',2859
b'A\xad4a',2809
b'l*\xf2{',2731
b'\xb7\x96U\xe9',2724
b'\x80\xaf\x0b\xbd',2687
b'<\xf2\xdc\xd0',2644
b'\xc7\xe8~#',2638
b'w\xfa\x1d\xcf',2627
b'\xca\xc4\x0c\x9b',2626
b'\xb8e\xb7\x0c',2617
b'\xdc\x1bP\xef',2600
"b'\x82\x0b,\x9c'",2593
"b'\x06\x88,\x96'",2541
b'\xc9&\xf8\x83',2540
b'@h\x07v',2531
b'\x90\xbcT\x17',2508
b'\x0c$\x02\x95',2501
b'\x82\x19\x1e\xc0',2498
b'\x9b\xbc<\xeb',2496
b'\xa9\xaf\xea_',2474
b'p\x97\xa1\xa3',2472
