,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,5,53,4,12,6,8,167,3,4,2,15,10,10,5,5,1509,2,5,5,12,24,38,5,9,14,112,115,3,5,2,7,3,5,11,5,2,16,15,7,4,6,2,8,8,2,3,2,10,5,27,12,9,1,1,7,8,1,4,1,430,3,4,5,9,13,12,32,1802,7,6,3,9,47,5,4,166,56,6,8,12,3,4,1,131,24,42,91,8,8,10,4,26,8,1391,9,3,21,26,8,61,4,3,6,493,18,34,3,5,0,1,55,4,5,3,3,43,11,54,2,4,100,253,1,8,17,1,15,1,8,2,4,2,1,2,2,18,1,4,14,14,5,16,10,17,12,4,73,6,8,5,738,31,3,1,22,3,1,2,7,3,2,13,47,892,8,1,7,2,15,4,4,8,3,1,10,62,128,3,3,2,0,7,15,9,1,7,6,3,4,6,2,6,3,0,144,4,2,6,443,222,2,9,3,44,5,1,15,18,8,1,20,15,7,3,617,1,6,6,0,17,1,19,5,4,13,23,4,3,7,56,3,2,1,13,9,43,6,3,1,4,2,42,14,4,14,9,9,3,72,7,7,34,6,1,5,3
1,54,2,31,2,7,29,3,0,8,6,1,4,1,12,17,7,107,67,1,0,4,10,4,24,189,2,2,5,17,3,5,18,0,12,4,7,6,9,2,95,0,148,146,11,3,2,53,5,268,1,0,15,2,23,9,7,4,2,1,97,3,21,1,19,2,28,4,6,7,1,21,27,3,15,1,1,51,6,8,7,39,10,10,9,12,156,3,5,77,6,8,54,49,7,7,5,6,141,6,3,4,22,5,100,29,361,3,99,1,11,14,4,7,2,0,3,13,9,6,14,7,0,5,59,2,0,1,6,4,3,5,12,2,4,47,13,5,1,3,2,1,16,19,3,10,12,62,20,85,8,27,23,7,110,4,2,32,2,16,32,2,12,6,2,27,42,5,7,6,8,27,69,7,3,2,12,54,3,11,14,4,2,3,2,54,26,13,13,7,4,3,31,24,5,21,10,2,3,1,19,5,5,29,1,31,25,10,46,73,13,14,4,12,2885,59,49,4,127,2,7,39,12,1031,3,10,5,1,17,11,36,61,3,6,14,16,3,62,7,10,4,6,3,23,38,2,11,4,34,10,4,1,18,732,29,7,3
2,8,4,12,11,4,1,4,6,7,10,6,328,1,20,18,3,9,7,12,19,4,17,14,9,22,9,3,1,2,12,556,11,9,16,23,7,3,3,5,26,72,12,2,2,0,6,22,17,4,4,8,3,4,22,11,2,4,4,65,4,6,6,1,29,8,5,1,6,63,9,8,0,2,19,41,15,11,3,177,4,12,5,3,4,15,7,8,6,6,7,8,2,15,6,12,22,3,4,8,2,2,7,2,5,25,0,24,15,9,3,17,381,4,12,71,29,1,21,5,1,40,2,143,3,2,1,11,4,1,22,3,6,3,4,71,5,22,3,15,62,6,7,16,4,237,4,22,8,9,11,13,42,40,83,1,1158,1,353,4,3,2,8,13,129,5,5,4,4,4,15,17,38,5,10,19,12,6,5,6,4,0,5,9,6,218,2,0,39,9,220,1164,2,21,24,576,2,7,16,0,11,8,8,2,35,3,3,0,6,5,2,5,4,14,7,13,4,8,674,22,9,3,104,3,8,146,1,4,118,3,23,3,5,8,7,72,9,705,7,7,27,5,5,8,2,5,82,7,8,1,4,0,4,676,2,2,4
3,7,16,3,35,16,0,2,5,3,8,2,2,34,4,4,4,46,7,2,1,5,2,0,31,12,1,5,22,6,261,8,2,2,458,12,20,3,71,5,23,419,2,4,9,14,13,32,3,22,54,102,22,22,10,3,77,8,2,30,1,36,182,8,27,7,3,7,7,31,29,385,5,10,19,2199,1,1,11,1,8,8,21,4,10,2,11,8,4,7,9,3,11,5,9,4,379,5,34,8,26,6,5,2,1,5,9,364,13,12,3,2,3,147,11,203,4,32,38,5,6,10,8,3,8,16,3,15,131,3,4,45,8,11,20,10,6,4,5,11,9,18,3,2,4,14,27,1,32,54,72,8,3,2538,8,2,7,4,9,58,187,3,143,26,3,4,3,2,7,1,5,10,111,9,13,59,16,2,1,62,34,5,3,7,28,3,1181,6,17,0,22,3,2,3,1,66,11,3,236,208,220,28,5,76,6,34,4,42,42,9,6,4,3,5,2,6,4,3,20,43,0,18,5,14,13,4,0,6,11,139,107,111,1,6,11,31,4,142,3,8,1,23,10,13,3,32,2,19,8,12,8,348,12,0,2,17,4
4,238,24,39,2,0,3,13,4,218,30,5,10,8,2,28,1,89,12,3,3,10,7,0,14,5,2,10,4,4,3,9,8,27,3,7,1,9,2,16,3,10,11,41,18,85,30,6,6,12,3,1,74,0,4,9,3,8,1,14,5,3,124,12,7,170,9,6,6,47,12,10,3,5,3,2,34,724,63,4,7,1,12,1,5,7,16,11,1,1,0,2,1,11,28,4,51,2,1,1,11,5,2,9,39,5,22,16,9,384,17,4,10,4,26,38,35,7,92,9,46,3,12,3,5,2,2,27,12,5,7,4,31,3,82,3,2,10,927,1,82,6,2,5,14,3,11,24,2,4,1115,10,5,113,2,0,6,4,11,4,46,23,6,2,5,4,25,5,4,5,8,2,4,70,8,6,10,3,1845,3,6,28,3,3,28,2,7,17,39,34,3,7,3,7,8,2,13,14,26,8,28,3,5,1369,7,15,9,5,30,3,8,4,55,9,0,0,2,4,2,1,25,5,4,5,2,561,22,3,2,4,3,7,5,5,8,7,1,6,4,6,13,63,8,12,22,11,4,4,4,11,7,2,2,2,2,20,21
5,14,5,3,21,7,500,0,2,2,1,2,2,6,6,39,5,14,20,81,4,2,10,13,10,3,212,0,3,4,4,3,17,18,6,1,71,13,8,21,4,5,26,18,2283,47,3,18,18,132,17,3,12,3,4,9,12,124,5,6,15,9,7,5,0,65,3,21,2,8,5,6,28,22,5,5,5,14,10,34,4,38,581,9,46,7,12,29,27,5,46,40,1,4,32,21,59,3,8,5,4,9,2,13,11,6,2,3,1,4,32,6,188,56,6,4,39,4,5,4,5,112,6,2,3,3,38,13,10,6,1,2,2,13,5,56,15,5,1,3,4,278,27,22,23,6,10,14,1,1,33,52,8,10,5,5,11,7,6,225,1,6,486,22,6,37,5,5,13,4,4,117,13,122,5,2,2,1,7,13,10,29,14,3,0,82,3,20,74,5,6,74,5,39,7,235,9,83,6,5,173,3,5,4,17,22,1,11,96,3,3,733,2,8,6,64,4,2,11,119,8,2,4,2,1,2,6,7,3,18,11,19,176,4,212,10,16,6,2,1,6,1,7,14,5,11,29,7,10,5,16,6,5,22,2,22,8
6,9,11,6,21,15,1,0,17,0,1,12,2,1,19,6,90,18,8,4,7,9,8,15,31,22,1,1,6,1,5,72,1,218,6,13,9,12,2,2,8,0,2,0,24,10,9,3,1,64,6,175,8,29,109,1396,8,2,6,2,4,1,3,23,5,20,5,706,2,12,8,1,2,3,11,6,3,4,0,3,6,19,5,52,28,197,1,1,3,8,8,5,4,43,2,3,4,3,14,4,2,25,13,2,7,28,59,1,1,16,4,43,18,6,41,51,3,48,160,1,4,113,6,5,5,4,4,3,10,0,8,4,5,3,61,12,23,17,14,5,2,5,437,3,1,8,25,2,0,3,86,17,34,5,0,0,2039,11,16,8,26,54,9,4,3,5,6,39,2,102,32,27,95,39,8,3,1,1,31,18,5,678,5,4,10,22,9,2,2,9,9,59,6,2,6,8,1,1,5,14,32,18,3,13,2,14,0,8,34,14,3,60,5,4,19,0,0,3,5,42,27,12,7,16,9,11,21,139,5,2,3,218,2,3,1,56,18,6,7,12,19,4,1,10,6,22,16,3,163,18,5,4,7,14,3,6,263
7,4,1,2250,373,1280,26,3,4,6,8,2,12,4,7,6,31,11,9,6,5,5,3,1,1,1,2,22,0,6,3,6,53,2,5,8,6,257,94,4,234,805,17,4,8,26,3,1222,6,81,8,4,4,5,9,82,5,2,6,86,37,133,8,14,5,1,21,2,46,19,6,4,4,5,3,14,4,2,1,9,107,6,3,41,16,13,48,5,4,21,52,30,200,8,18,20,5,0,1713,6,9,4,32,9,78,6,18,11,55,4,14,36,4,370,2,5,5,10,6,5,12,14,9,7,13,9,4,7,25,3,1718,4,12,114,7,12,8,1,5,16,78,11,8,6,4,0,20,2,6,26,1,12,27,40,5,29,2,1,5,11,11,2,42,8,66,44,24,5,5,12,9,13,4,5,159,11,21,6,6,2,8,76,9,8,12,2,2,2,4,2,42,8,96,3,3,23,0,2,29,0,13,121,4,3,37,0,96,10,84,1,5,3,6,7,65,5,18,6,21,25,5,2,17,8,4,1,5,5,653,10,2,5,31,11,46,3,1,13,4,7,5,7,2,5,5,6,0,35,25,10,2,2,6,16,8,6,1
8,1,63,5,455,2,3,3,0,90,19,3,11,7,3,3,260,6,451,8,3,11,33,4,10,2,6,254,3,6,5,8,4,11,6,16,12,4,4,4,5,8,5,2,5,186,4,7,6,5,15,11,1,25,10,54,11,6,10,18,14,15,14,31,176,15,41,0,1,3,16,7,2,5,178,6,326,4,16,10,2,11,4,1,0,289,13,444,2,1,5,90,2,17,30,3,10,1,20,3,1,9,6,2,3,12,13,2,3,5,7,5,22,13,11,0,6,25,12,157,9,26,55,2,1,115,3,5,10,4,14,13,9,5,5,17,0,65,1,6,14,12,5,6,8,15,4,11,80,7,33,27,411,18,16,140,1,21,3,4,0,9,2,9,3,2,38,27,5,3,11,6,12,95,1,12,26,7,6,26,3,1,63,19,7,3,24,9,9,17,191,43,3,1,4,12,35,1307,4,7,2,5,1292,0,1,1,6,93,1,2,206,5,3,20,3,3,19,57,3,1,118,3,3,3,4,1702,2,8,11,33,6,3,1,19,2,1,19,43,13,1,22,3,66,3,16,6,34,7,419,68,2013,6,1,15,6,531,27
9,3,26,9,7,3,8,121,13,18,35,5,7,9,1,16,3,3,195,9,3,1,1,344,40,38,10,17,67,2,64,8,46,20,167,107,2,6,3,3,5,6,18,5,14,30,50,6,11,16,4,5,5,8,3,5,1,20,20,7,8,13,4,4,3,1,2,21,5,4,4,72,2,0,5,1,9,5,8,15,25,37,13,4,3,5,4,6,13,4,3,11,5,3,3,10,2,14,3,59,10,9,40,32,12,5,0,234,65,5,111,3,3,5,2,25,5,4,62,9,17,2,4,4,4,8,5,20,20,4,8,19,1,21,11,134,4,23,6,7,5,39,5,1,37,0,44,12,1,18,1,4,7,11,2,5,4,5,7,10,4,4,7,46,60,7,7,5,6,3,4,2,7,17,6,10,2,4,34,6,10,7,2,2,7,14,2,8,1,10,2,2,26,4,2,4,93,0,383,64,2,1,3,1045,4,0,25,4,3,13,3,7,7,2,7,6,3,4,5,1,20,328,2,7,14,1,4,7,11,3,3,1,10,13,38,274,22,3,27,59,1,8,64,7,11,10,2,49,1,5,35,7,12,5,4,9,11
