Element,Count
b'\xd2\x1d9\xfa',"[168915, 0]"
b'\xc6X\xda\x88',"[122440, 0]"
b'\xb7\xf6h\xd0',"[106112, 98]"
b'E.\x1c)',"[103233, 0]"
"b'c\x9e,\xb5'","[93999, 1]"
b'V+x\xe8',"[85947, 0]"
b'\x01l|\xff',"[82775, 355]"
b'\x01l$\xce',"[79925, 3]"
b'\xd8\x1eL\xf0',"[78912, 78]"
b'\x01l$\x98',"[74045, 5373]"
"b'\xc6X\xdd,'","[66989, 0]"
b'\x01l|\xec',"[61470, 1]"
"b'c\x9e,b'","[60445, 0]"
b'\x90\xbcT\x17',"[56371, 1474]"
"b'c\x9e,{'","[55335, 0]"
b'E\x0c\xd5\xf5',"[51767, 44]"
b'\xc9W\xf7#',"[50116, 6071]"
"b'c\x9e,z'","[49337, 0]"
b'z\xdd\xc7\x86',"[49319, 19960]"
b'\x05\x06\x1b\xd0',"[46104, 218]"
b'E\x0c\xd5\xf7',"[42444, 14748]"
b'e\x86\xc2d',"[42028, 121]"
b'\xb7\xd4|4',"[41547, 30417]"
b'E\x0c\xd5\xed',"[41388, 21904]"
b'\x1d\xb9\x7f\xd3',"[39870, 851]"
b'c\x9e.\xa7',"[39441, 1]"
b'+?\x82\xd6',"[39206, 901]"
b'\xdc\x1bP\xc6',"[38751, 22603]"
b'c\x9e.\xb5',"[37785, 371]"
b'\xc7\xe8~!',"[37750, 22369]"
b'c\x9e.\xb4',"[37532, 11]"
b'\xd8\x1en\xff',"[37441, 29627]"
b'A\xad4S',"[37109, 29533]"
b'\xc7\xe8~#',"[37090, 27920]"
b'l\xa8\xf3\xa2',"[36939, 31402]"
b'K@>o',"[36197, 22115]"
b'\x89\xa0\x02\xb7',"[36010, 30352]"
b'\xdc\x1bP\xef',"[35855, 32165]"
b'\x91\xdc\xd6\x91',"[35516, 6119]"
b'l\x0e\x92\xf8',"[35493, 23714]"
b'\x8e\xa1\x17L',"[35470, 0]"
b'\xab\xa5\xc3\xd5',"[35438, 12569]"
b'c\x9e.\xa6',"[35408, 279]"
b'E\x0c\xd1T',"[35254, 32391]"
b'E\x0c\xd5\xf4',"[35244, 30684]"
b'\x86\x82d8',"[34902, 13037]"
b'\x92\x91\xa1\xfb',"[34739, 28609]"
b'\xd4\xeeN\x82',"[34719, 29133]"
b'\x01`W\xb1',"[34652, 31751]"
b'I\x95\xba\xfb',"[34607, 0]"
b'\xb7\xa7Rp',"[34591, 28510]"
b'\xac\xd2+T',"[34565, 30016]"
"b""\xd2\x1dU'""","[34520, 32403]"
b'\xd1?.\x9a',"[34509, 32596]"
b'\xce\x93D[',"[34478, 6742]"
b'y\x83\xcc\x8d',"[34307, 26956]"
b'uT\x80\xd8',"[34300, 29105]"
b'\x92\x0f8t',"[34263, 26338]"
b'++/\xb2',"[34150, 32796]"
b'\x9d:\x93#',"[34146, 31340]"
b'\xc7\xe8~\x1c',"[34127, 32409]"
b'\x99\xc1\x97\x08',"[34111, 31150]"
b'B\xf2A\x84',"[33934, 5119]"
b'\xd2\x1e\xbeg',"[33894, 32442]"
"b""\x80'\xcd\xfa""","[33837, 31934]"
b'A\xad6_',"[33828, 33068]"
b'\x99\xc1\r\xe0',"[33811, 32572]"
b'\x89\xc46\xd5',"[33763, 32321]"
b'\x839L\x02',"[33756, 32148]"
b'w\xech\xfd',"[33749, 30681]"
b'w\xea\x85\x04',"[33737, 30936]"
b'\xb7\xab\x88K',"[33716, 30134]"
b'\x99\xc1\x97\xe4',"[33686, 33088]"
b'\x80-%|',"[33654, 29889]"
b'\xac\xd2+Z',"[33600, 32907]"
b'\xc9\x13\x9d\xfe',"[33533, 31761]"
b'\xcf\x88\x8e\xa2',"[33525, 27867]"
b'\xcd\xa9\x980',"[33514, 31813]"
b'\x99\xc1\x8f$',"[33507, 32007]"
b'\xcf\xf4c<',"[33507, 31850]"
b'uUx-',"[33500, 32276]"
b'\xdc\x7f\x1c\x9e',"[33479, 32140]"
b'\r\x01W\xaa',"[33477, 28706]"
b'p\xe01\xdd',"[33468, 29946]"
b'k\xa4\x86\xc3',"[33454, 32824]"
b'\xdc\x90\xcd\x9d',"[33449, 32135]"
b'\x05\xfb\x16\xf7',"[33411, 32369]"
b'++/\xef',"[33392, 32994]"
b'+\x14\xb8\xad',"[33392, 31921]"
b'ur=\xf2',"[33386, 31928]"
b'\x99\xc1\x96\xed',"[33380, 31980]"
b'+\xf0o0',"[33372, 33034]"
b'\x99\xc1\xbe8',"[33328, 32991]"
b'w\xddn\x82',"[33324, 30116]"
b'\x01`Z\xd6',"[33304, 32754]"
b'\xd4\xe6\xef\x83',"[33286, 31764]"
b'\xdc\x1bPO',"[33272, 33132]"
b'@z\xfc\x83',"[33262, 32623]"
b'\x80&\x87Q',"[33248, 32934]"
b'kNi\x05',"[33246, 32031]"
b'+\x93\xfbe',"[33246, 31246]"
b'\xb7\xf1\x89\xe6',"[33244, 33139]"
b'\x93\xbc\x91\xe5',"[33235, 32963]"
"b'\x9d,\x89:'","[33235, 32694]"
b'~O\xad\xa7',"[33231, 32709]"
b'uER\x02',"[33228, 32885]"
b'\x99\xc1\x8f\x15',"[33225, 33133]"
b'f0\xbd\n',"[33224, 32925]"
b'\xca\xc4\x0c\x9b',"[33201, 33135]"
b'\x827\xb8u',"[33201, 33117]"
b'\xca\xd3V\x1c',"[33201, 31251]"
b'\x80- g',"[33200, 33103]"
b'\xb7\xe8R|',"[33199, 33134]"
b'{\xecL\x9b',"[33198, 33137]"
b'uZ\xe9\x19',"[33198, 33122]"
b'r\t\x0e[',"[33198, 32716]"
b'9\x08\xd0\xf1',"[33198, 30336]"
b'\x99\xc1\x88X',"[33197, 33144]"
b'{\xdbI?',"[33195, 33114]"
b'\x1cJq\xd5',"[33195, 33026]"
b'q\xaey9',"[33195, 33016]"
b'l\x15\xe4\xa6',"[33194, 33102]"
b'\xb7\xe8L\xb1',"[33193, 33127]"
b'~)xE',"[33191, 32778]"
b'\xb7\x9d*\xf5',"[33190, 33098]"
"b'\x93\xeb""\xbb'","[33190, 33019]"
b'\x99\xc1\x8f\x04',"[33190, 31965]"
b'\xdd\x01b\xdd',"[33188, 33147]"
b'z\x0c\x8c)',"[33185, 33106]"
b'\xdd\x01b\xdf',"[33185, 31043]"
b'\x01lA\x94',"[33184, 33141]"
b'`cs\x84',"[33184, 33128]"
b'z\x0e%\xd8',"[33183, 33137]"
b'\x80-!\x1e',"[33183, 33070]"
b'n\xdb\xc1\xdd',"[33182, 33142]"
b'\xb7\xd1i\xac',"[33182, 33124]"
b'\xd8\xcf\xe7\x06',"[33181, 33136]"
b'\x80\xaf\x0b\xbd',"[33180, 33134]"
b'\x82\x19\x1e\xc0',"[33180, 33128]"
b'\xd0\xfd=\x0e',"[33178, 30019]"
b'<\xf2\xdc\xd0',"[33177, 33111]"
b'\xcf\x890\xa7',"[33176, 33083]"
b'\xd7\xd6\x98;',"[33176, 33000]"
b'r\x01\xd34',"[33175, 33142]"
b'\x89\xe6\xbe\x88',"[33175, 33131]"
b'\x0fS\xe8\xe5',"[33175, 33117]"
b'\xdc\x1bP\xed',"[33175, 32989]"
b'lw\x1fp',"[33174, 33136]"
b'o%\xf9\xb2',"[33173, 33142]"
b'\xd0#\x7f&',"[33173, 33105]"
b'\x05?\xc10',"[33173, 33046]"
b'\x80\x0bf\x89',"[33173, 33037]"
b'2\x18)\xea',"[33172, 33127]"
b'r\x90\xf9b',"[33172, 33076]"
b'pp\xdd@',"[33172, 32871]"
b'\x0c)\xbe\xe1',"[33171, 33105]"
b'\xd2\x1e\xbfr',"[33171, 32762]"
b'\xca\xe0p\x04',"[33169, 33142]"
b'o\xbe\x08i',"[33169, 33134]"
b'\xcf\x9e/\xbe',"[33169, 33132]"
b'Ae\x8a}',"[33169, 33123]"
b'nu\xd9\xd1',"[33169, 32805]"
b'm\x93\x08o',"[33168, 33138]"
b'uV\x85L',"[33168, 33126]"
b'o%\xf8\x98',"[33167, 33147]"
b'\xa7\xc5\xe3\x1d',"[33167, 33147]"
b'o%\xfa\x15',"[33167, 33146]"
b'q\xad\xd2;',"[33167, 33140]"
b'\x91\xf9\x9a3',"[33167, 33135]"
b'y\xbf\xc4u',"[33167, 33125]"
b':\t<\xdc',"[33167, 33122]"
b'\x99\xc1\x977',"[33167, 32850]"
b'\x88\x87\t\xfe',"[33166, 33144]"
b'q\xa2\x1d\x0b',"[33166, 33141]"
b'lw\x01\xe6',"[33165, 33141]"
b'\xb7\xe4Y\x1f',"[33165, 33127]"
b'\x99\xc1\x97\xba',"[33165, 33122]"
b'tJ\xf8<',"[33164, 33146]"
"b""'i\xce1""","[33164, 33140]"
b'~c\xf2q',"[33164, 33139]"
b'\x99\xc1\x8f(',"[33164, 33135]"
b'uQ\xdd ',"[33163, 33148]"
b'o%\xfaR',"[33163, 33143]"
b'\xd8\xdf\x94)',"[33163, 33135]"
b'\xb7\xe4_\xb8',"[33163, 33074]"
b'\xcf\x88\xe6\x1d',"[33163, 33070]"
b'h\xd1y\x01',"[33162, 33142]"
b'o%\xf9r',"[33162, 33138]"
b'\x92\x02\xec\xf2',"[33162, 33136]"
